Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Тавдинская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925					
1	"Число избирателей, внесенных в списки"	37601	704	618	600	830	591	768	661	1900	2182	902	1772	1542	1408	1307	2157	1905	2135	2059	299	1750	2625	2164	888	1498	185	89	202	852	385	450	216	302	826	500	329					
2	"Число бюллетеней, полученных участковыми комиссиями"	37705	715	615	585	840	595	780	665	1910	2180	905	1775	1540	1400	1325	2180	1900	2135	2035	300	1770	2630	2080	880	1530	190	100	205	860	390	460	225	305	840	520	340					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	6	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13828	252	233	198	328	197	300	195	612	735	340	753	600	543	503	848	794	772	700	96	532	1072	791	217	648	87	42	84	267	111	139	109	145	207	200	178					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1549	130	67	23	22	6	28	36	21	29	11	33	0	12	14	33	83	46	64	28	32	25	42	201	70	9	0	5	22	92	123	3	18	150	62	9					
6	Число погашенных бюллетеней	22310	333	315	364	490	392	452	434	1277	1416	554	989	940	845	808	1299	1023	1317	1271	176	1206	1533	1247	462	812	94	58	116	571	187	186	113	136	483	258	153					
7	Число бюллетеней в переносных ящиках для голосования	1567	130	67	23	22	6	28	36	21	29	11	33	0	12	14	33	83	46	64	28	32	25	42	201	70	9	0	5	22	92	135	3	24	150	62	9					
8	Число бюллетеней в стационарных ящиках для голосования	13828	252	233	198	328	197	300	195	612	735	340	753	600	543	503	848	794	772	700	96	532	1072	791	217	648	87	42	84	267	111	139	109	145	207	200	178					
9	Число недействительных бюллетеней	214	2	3	0	5	4	0	0	8	11	7	13	0	8	9	10	13	12	5	3	9	17	14	5	19	2	0	1	8	4	3	2	2	9	6	0					
10	Число действительных бюллетеней	15181	380	297	221	345	199	328	231	625	753	344	773	600	547	508	871	864	806	759	121	555	1080	819	413	699	94	42	88	281	199	271	110	167	348	256	187					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	389	12	6	5	9	6	8	6	20	20	9	18	16	15	13	29	24	22	15	3	19	26	20	6	15	4	2	2	8	4	4	2	3	7	8	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	214	10	3	3	6	4	0	2	3	16	8	11	7	8	7	28	22	6	12	2	4	17	5	2	8	2	2	0	1	2	2	0	2	0	7	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	193	3	10	2	3	6	1	4	3	9	9	13	2	5	2	8	21	12	25	1	4	2	3	1	10	2	1	2	4	8	2	2	2	4	2	5					
14	Число погашенных открепительных удостоверений	175	2	3	2	3	2	8	4	17	4	1	7	9	7	6	1	2	16	3	1	15	9	15	4	7	2	0	2	7	2	2	2	1	7	1	1					
15	Число открепительных удостоверений выданных ТИК	8	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	258	7	10	6	5	2	3	2	8	7	7	7	10	12	3	9	16	14	17	1	7	12	7	10	18	3	1	6	9	4	7	5	1	7	8	7					
