Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва													
Дата голосования: 02.12.2007													
													
Наименование Избирательной комиссии:    Чеди-Хольская													
													
Сводная таблица результатов выборов													
													
		Сумма	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176					
1	"Число избирателей, внесенных в списки избирателей"	4252	1953	611	709	188	647	144					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	4324	1846	651	776	180	705	166					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3409	1416	501	682	151	539	120					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	172	88	25	22	10	18	9					
6	Число погашенных избирательных бюллетеней	743	342	125	72	19	148	37					
7	Число избирательных бюллетеней в переносных ящиках для голосования	172	88	25	22	10	18	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3409	1416	501	682	151	539	120					
9	Число недействительных избирательных бюллетеней	28	2	0	16	0	10	0					
10	Число действительных избирательных бюллетеней	3553	1502	526	688	161	547	129					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	46	10	11	10	0	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	6	5	0	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	8	7	1	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	40	5	11	10	0	9	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0					
													
18	1.Политическая партия «Аграрная партия России»	11	0	3	3	0	5	0					
		0.31%	0.00%	0.57%	0.43%	0.00%	0.90%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	1	1	0	0	0	0	0					
		0.03%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	184	120	0	27	0	37	0					
		5.14%	7.98%	0.00%	3.84%	0.00%	6.64%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1	0	0	1	0	0	0					
		0.03%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	2	0	2	0	0	0	0					
		0.06%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	50	22	5	2	2	19	0					
		1.40%	1.46%	0.95%	0.28%	1.24%	3.41%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	27	2	1	3	2	18	1					
		0.75%	0.13%	0.19%	0.43%	1.24%	3.23%	0.78%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	9	0	1	2	1	5	0					
		0.25%	0.00%	0.19%	0.28%	0.62%	0.90%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3267	1357	513	650	156	463	128					
		91.23%	90.23%	97.53%	92.33%	96.89%	83.12%	99.22%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1	0	1	0	0	0	0					
		0.03%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%					
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
