Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Солтонская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472					
1	"Число избирателей, внесенных в списки избирателей"	7848	296	170	1010	207	441	825	126	651	86	231	65	1206	1263	163	137	115	667	189					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7800	299	175	1039	194	450	836	120	649	85	229	68	1172	1230	157	132	110	663	192					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4859	200	125	597	142	280	471	92	395	68	156	45	754	733	112	97	76	408	108					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	342	13	0	33	10	24	32	2	25	6	9	3	30	85	20	11	4	19	16					
6	Число погашенных избирательных бюллетеней	2599	86	50	409	42	146	333	26	229	11	64	20	388	412	25	24	30	236	68					
7	Число избирательных бюллетеней в переносных ящиках для голосования	342	13	0	33	10	24	32	2	25	6	9	3	30	85	20	11	4	19	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4859	200	125	597	142	280	471	92	395	68	156	45	754	733	112	97	76	408	108					
9	Число недействительных избирательных бюллетеней	91	6	3	9	3	3	5	2	11	1	5	0	14	9	1	5	0	12	2					
10	Число действительных избирательных бюллетеней	5110	207	122	621	149	301	498	92	409	73	160	48	770	809	131	103	80	415	122					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	115	4	3	12	4	4	10	2	8	2	5	2	17	26	2	2	2	8	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	70	2	3	6	4	4	7	0	3	0	4	0	13	23	0	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	52	3	3	5	3	3	3	3	4	2	2	2	6	5	1	1	4	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	45	2	0	6	0	0	3	2	5	2	1	2	4	3	2	2	2	7	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	247	9	6	20	7	13	43	4	29	0	5	0	34	38	7	3	5	18	6					
		4.75%	4.23%	4.80%	3.17%	4.61%	4.28%	8.55%	4.26%	6.90%	0.00%	3.03%	0.00%	4.34%	4.65%	5.30%	2.78%	6.25%	4.22%	4.84%					
19	2.Всероссийская политическая партия «Гражданская Сила»	18	0	0	2	1	1	0	0	1	2	3	0	2	5	0	0	1	0	0					
		0.35%	0.00%	0.00%	0.32%	0.66%	0.33%	0.00%	0.00%	0.24%	2.70%	1.82%	0.00%	0.26%	0.61%	0.00%	0.00%	1.25%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	19	0	1	1	1	0	2	0	2	2	2	0	4	2	0	1	0	1	0					
		0.37%	0.00%	0.80%	0.16%	0.66%	0.00%	0.40%	0.00%	0.48%	2.70%	1.21%	0.00%	0.51%	0.24%	0.00%	0.93%	0.00%	0.23%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1140	101	17	134	22	82	123	28	60	10	22	3	210	178	11	20	5	79	35					
		21.92%	47.42%	13.60%	21.27%	14.47%	26.97%	24.45%	29.79%	14.29%	13.51%	13.33%	6.25%	26.79%	21.76%	8.33%	18.52%	6.25%	18.50%	28.23%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	37	0	3	0	5	8	3	0	1	0	1	0	7	1	2	0	1	5	0					
		0.71%	0.00%	2.40%	0.00%	3.29%	2.63%	0.60%	0.00%	0.24%	0.00%	0.61%	0.00%	0.89%	0.12%	1.52%	0.00%	1.25%	1.17%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	10	0	1	2	0	0	0	0	0	0	1	1	2	1	0	0	0	2	0					
		0.19%	0.00%	0.80%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	2.08%	0.26%	0.12%	0.00%	0.00%	0.00%	0.47%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	444	11	9	53	13	26	46	5	43	16	17	1	57	80	10	6	16	25	10					
		8.54%	5.16%	7.20%	8.41%	8.55%	8.55%	9.15%	5.32%	10.24%	21.62%	10.30%	2.08%	7.27%	9.78%	7.58%	5.56%	20.00%	5.85%	8.06%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	366	6	5	36	10	8	17	4	45	3	6	5	80	85	9	4	14	25	4					
		7.04%	2.82%	4.00%	5.71%	6.58%	2.63%	3.38%	4.26%	10.71%	4.05%	3.64%	10.42%	10.20%	10.39%	6.82%	3.70%	17.50%	5.85%	3.23%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	30	0	1	6	1	4	5	0	2	1	0	1	3	2	0	0	1	2	1					
		0.58%	0.00%	0.80%	0.95%	0.66%	1.32%	0.99%	0.00%	0.48%	1.35%	0.00%	2.08%	0.38%	0.24%	0.00%	0.00%	1.25%	0.47%	0.81%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2776	80	77	365	87	158	256	51	226	39	102	36	366	413	92	68	37	257	66					
		53.37%	37.56%	61.60%	57.94%	57.24%	51.97%	50.89%	54.26%	53.81%	52.70%	61.82%	75.00%	46.68%	50.49%	69.70%	62.96%	46.25%	60.19%	53.23%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	23	0	2	2	2	1	3	0	0	0	1	1	5	4	0	1	0	1	0					
		0.44%	0.00%	1.60%	0.32%	1.32%	0.33%	0.60%	0.00%	0.00%	0.00%	0.61%	2.08%	0.64%	0.49%	0.00%	0.93%	0.00%	0.23%	0.00%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
