Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Галичская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126					
1	"Число избирателей, внесенных в списки избирателей"	8188	342	202	710	154	287	179	285	92	708	122	668	552	455	155	327	198	191	90	156	503	135	332	220	131	211	98	541	144					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8370	350	200	720	160	280	200	290	100	740	120	680	560	470	160	330	200	190	100	170	500	140	330	240	140	200	100	550	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5071	227	136	445	127	198	104	206	73	394	80	411	234	267	76	216	123	128	67	111	317	96	194	143	96	149	65	311	77					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1194	59	36	72	12	17	34	28	13	97	18	91	125	74	55	38	20	28	10	28	73	14	37	40	8	35	15	84	33					
6	Число погашенных избирательных бюллетеней	2105	64	28	203	21	65	62	56	14	249	22	178	201	129	29	76	57	34	23	31	110	30	99	57	36	16	20	155	40					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1194	59	36	72	12	17	34	28	13	97	18	91	125	74	55	38	20	28	10	28	73	14	37	40	8	35	15	84	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5071	227	136	445	127	198	104	206	73	394	80	411	234	267	76	216	123	128	67	111	317	96	194	143	96	149	65	311	77					
9	Число недействительных избирательных бюллетеней	39	3	0	0	0	1	0	2	1	3	1	1	1	4	1	2	2	0	0	2	4	3	4	2	0	0	0	1	1					
10	Число действительных избирательных бюллетеней	6226	283	172	517	139	214	138	232	85	488	97	501	358	337	130	252	141	156	77	137	386	107	227	181	104	184	80	394	109					
