Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Курчатовская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264					
1	"Число избирателей, внесенных в список избирателей"	36287	1756	1912	1967	1932	1630	1759	1857	1926	1869	1792	1687	1694	1858	1868	1614	1696	1775	1697	1908	2090					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	34000	1700	1800	1800	1800	1500	1600	1800	1800	1700	1700	1600	1600	1800	1800	1500	1600	1600	1600	1800	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19053	895	1071	1141	1038	1013	1029	638	956	1087	1003	986	943	797	892	885	833	967	883	879	1117					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	193	14	22	23	11	8	14	4	8	6	11	10	3	9	5	4	7	6	9	15	4					
6	Число погашенных избирательных бюллетеней	14754	791	707	636	751	479	557	1158	836	607	686	604	654	994	903	611	760	627	708	906	779					
7	Число избирательных бюллетеней в переносных ящиках для голосования	193	14	22	23	11	8	14	4	8	6	11	10	3	9	5	4	7	6	9	15	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19048	895	1071	1140	1038	1013	1029	638	956	1085	1003	986	942	796	892	885	833	967	883	879	1117					
9	Число недействительных избирательных бюллетеней	317	11	14	13	21	12	17	10	18	15	17	10	14	16	25	22	18	15	15	11	23					
10	Число действительных избирательных бюллетеней	18924	898	1079	1150	1028	1009	1026	632	946	1076	997	986	931	789	872	867	822	958	877	883	1098					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	540	40	25	20	20	20	35	30	35	20	20	20	30	25	25	20	20	30	30	40	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	447	36	20	15	15	19	28	27	31	14	20	19	25	23	20	12	10	24	25	36	28					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	102	8	6	6	4	5	6	3	3	7	10	7	2	6	3	3	3	5	5	2	8					
14	Число погашенных неиспользованных открепительных удостоверений	93	4	5	5	5	1	7	3	4	6	0	1	5	2	5	8	10	6	5	4	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	1	0	0	1	0	0	1	1	1	0	1	0	2	1	0	0	0	2	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3441	162	195	197	178	201	194	85	179	230	196	196	168	134	135	181	143	170	156	163	178					
		17.88%	17.82%	17.84%	16.94%	16.97%	19.69%	18.60%	13.24%	18.57%	21.08%	19.33%	19.68%	17.78%	16.65%	15.05%	20.36%	17.02%	17.47%	17.49%	18.23%	15.88%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2999	143	126	152	141	141	131	126	150	149	135	145	158	136	195	149	120	179	171	147	205					
		15.59%	15.73%	11.53%	13.07%	13.44%	13.81%	12.56%	19.63%	15.56%	13.66%	13.31%	14.56%	16.72%	16.89%	21.74%	16.76%	14.29%	18.40%	19.17%	16.44%	18.29%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	411	18	29	27	28	13	19	15	19	26	28	17	17	15	21	25	9	19	17	18	31					
		2.14%	1.98%	2.65%	2.32%	2.67%	1.27%	1.82%	2.34%	1.97%	2.38%	2.76%	1.71%	1.80%	1.86%	2.34%	2.81%	1.07%	1.95%	1.91%	2.01%	2.77%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3842	175	258	246	223	187	227	133	177	247	201	189	153	149	168	164	182	175	175	198	215					
		19.97%	19.25%	23.60%	21.15%	21.26%	18.32%	21.76%	20.72%	18.36%	22.64%	19.82%	18.98%	16.19%	18.51%	18.73%	18.45%	21.67%	17.99%	19.62%	22.15%	19.18%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	682	28	38	45	42	40	47	12	46	44	40	48	40	15	22	22	17	44	26	24	42					
		3.54%	3.08%	3.48%	3.87%	4.00%	3.92%	4.51%	1.87%	4.77%	4.03%	3.94%	4.82%	4.23%	1.86%	2.45%	2.47%	2.02%	4.52%	2.91%	2.68%	3.75%					
