Выборы Президента Российской Федерации																																																																					
Дата голосования: 02.03.2008																																																																					
																																																																					
Наименование Избирательной комиссии:    Мамадышская																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
	Число участковых избирательных комиссий	62																																																																			
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	62																																																																			
																																																																					
		Сумма	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920					
1	"Число избирателей, включенных в списки избирателей"	32890	388	115	545	253	111	247	297	498	411	158	163	130	108	517	897	282	593	311	1102	713	689	154	941	455	153	117	555	446	1499	1470	1684	1181	1121	1542	1017	152	828	457	997	285	334	370	784	395	379	264	389	349	211	156	1352	579	326	351	197	317	289	581	116	132	1017	420					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	33079	389	117	544	253	111	247	301	500	415	154	163	130	108	521	897	281	596	312	1106	718	693	164	944	461	153	117	608	449	1440	1490	1690	1180	1180	1520	1020	152	834	461	997	282	336	380	788	395	379	269	415	350	211	160	1355	580	327	353	190	319	292	590	117	131	1021	423					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	31689	375	110	535	236	111	247	291	488	410	148	159	130	103	517	889	266	588	308	1069	688	683	139	914	455	153	117	529	444	1408	1332	1582	1138	1062	1451	928	152	790	448	984	280	333	359	758	388	378	258	298	342	208	155	1333	574	307	337	182	311	284	566	114	128	1013	406					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	586	10	5	0	12	0	0	3	9	0	0	3	0	4	0	0	15	5	1	12	0	3	15	11	0	0	0	11	0	30	65	24	35	26	18	28	0	30	0	13	0	0	7	20	7	0	6	81	5	0	0	5	0	12	14	8	6	3	5	2	3	2	12					
6	Число погашенных избирательных бюллетеней	804	4	2	9	5	0	0	7	3	5	6	1	0	1	4	8	0	3	3	25	30	7	10	19	6	0	0	68	5	2	93	84	7	92	51	64	0	14	13	0	2	3	14	10	0	1	5	36	3	3	5	17	6	8	2	0	2	5	19	1	0	6	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	586	10	5	0	12	0	0	3	9	0	0	3	0	4	0	0	15	5	1	12	0	3	15	11	0	0	0	11	0	30	65	24	35	26	18	28	0	30	0	13	0	0	7	20	7	0	6	81	5	0	0	5	0	12	14	8	6	3	5	2	3	2	12					
8	Число бюллетеней в стационарных ящиках для голосования	31689	375	110	535	236	111	247	291	488	410	148	159	130	103	517	889	266	588	308	1069	688	683	139	914	455	153	117	529	444	1408	1332	1582	1138	1062	1451	928	152	790	448	984	280	333	359	758	388	378	258	298	342	208	155	1333	574	307	337	182	311	284	566	114	128	1013	406					
9	Число недействительных избирательных бюллетеней	67	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	3	1	0	0	1	0	2	9	15	0	0	8	8	0	1	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
10	Число действительных избирательных бюллетеней	32208	385	115	532	248	111	247	292	497	410	148	162	130	107	517	889	279	593	309	1081	688	686	153	922	454	153	117	539	444	1436	1388	1591	1173	1088	1461	948	152	819	448	997	280	333	366	772	395	378	260	379	347	208	155	1338	574	319	351	190	317	287	570	116	131	1015	418					
11	Число полученных открепительных  удостоверений	490	5	3	10	3	3	3	5	5	6	3	3	3	3	5	15	5	5	5	25	6	6	6	10	15	5	3	11	5	25	25	25	25	25	25	25	0	5	5	10	5	5	5	5	5	5	3	5	3	3	3	16	5	5	3	5	3	5	10	3	3	5	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	156	1	0	2	0	0	0	2	0	3	0	0	0	0	0	2	1	0	0	9	0	5	3	4	2	0	0	9	3	13	11	14	15	8	8	6	0	3	1	3	2	0	0	3	0	0	3	3	0	0	0	6	1	0	0	1	0	1	5	0	0	3	0					
