Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Дубовская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732					
1	"Число избирателей, внесенных в список"	21887	1300	1281	1179	1208	895	886	969	960	1557	656	818	164	187	790	673	567	518	125	764	330	710	212	1064	786	128	102	64	500	478	69	300	1075	492	80					
2	Число полученных избирательных бюллетеней	19936	1180	1180	1070	1110	745	785	850	890	1415	605	763	164	180	720	607	528	473	128	680	290	643	213	968	720	128	103	61	453	440	72	270	968	454	80					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12470	737	638	670	667	427	485	487	445	818	357	414	110	111	436	447	368	312	84	522	234	390	153	607	351	117	82	56	356	312	48	216	587	369	57					
5	"Число избирательных бюллетеней, выданных вне помещения"	1256	52	88	56	50	99	33	42	62	83	11	29	7	18	52	37	40	26	4	33	20	75	18	54	78	11	14	5	44	45	0	22	23	21	4					
6	Число погашенных избирательных бюллетеней	6210	391	454	344	393	219	267	321	383	514	237	320	47	51	232	123	120	135	40	125	36	178	42	307	291	0	7	0	53	83	24	32	358	64	19					
7	Число избирательных бюллетеней в переносных ящиках	1256	52	88	56	50	99	33	42	62	83	11	29	7	18	52	37	40	26	4	33	20	75	18	54	78	11	14	5	44	45	0	22	23	21	4					
8	Число бюллетеней в стационарных ящиках для голосования	12466	737	638	670	667	427	485	483	445	818	357	414	110	111	436	447	368	312	84	522	234	390	153	607	351	117	82	56	356	312	48	216	587	369	57					
9	Число недействительных избирательных бюллетеней	138	6	3	11	6	4	1	2	8	5	2	10	1	0	5	6	7	2	0	11	0	8	2	7	9	2	0	1	5	2	0	4	5	2	1					
10	Число действительных избирательных бюллетеней	13584	783	723	715	711	522	517	523	499	896	366	433	116	129	483	478	401	336	88	544	254	457	169	654	420	126	96	60	395	355	48	234	605	388	60					
11	Число полученных открепительных  удостоверений	389	14	19	14	14	14	14	16	14	14	10	14	10	10	14	14	14	10	5	14	10	14	10	14	14	5	5	5	10	10	5	10	14	10	5					
12	Число выданных открепительных удостоверений	142	12	16	9	5	3	4	14	5	9	7	3	0	5	6	3	0	5	0	1	2	1	0	8	3	1	0	2	3	6	1	1	2	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	108	4	1	4	7	9	3	8	5	6	0	4	3	3	2	2	3	2	2	1	3	1	1	0	6	2	3	1	5	3	1	3	2	2	6					
14	Число неиспользованных открепительных удостоверений	247	2	3	5	9	11	10	2	9	5	3	11	10	5	8	11	14	5	5	13	8	13	10	6	11	4	5	3	7	4	4	9	12	5	5					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																									
18	. Глазьев Сергей Юрьевич	397	39	16	24	21	19	18	24	24	32	16	11	6	1	6	7	11	9	0	11	5	14	2	10	11	1	3	0	8	9	1	2	22	10	4					
		2.89%	4.94%	2.20%	3.31%	2.93%	3.61%	3.47%	4.57%	4.73%	3.55%	4.35%	2.48%	5.13%	0.78%	1.23%	1.45%	2.70%	2.66%	0.00%	1.98%	1.97%	3.01%	1.17%	1.51%	2.56%	0.78%	3.12%	0.00%	2.00%	2.52%	2.08%	0.84%	3.61%	2.56%	6.56%					
19	. Малышкин Олег Александрович	379	15	25	14	18	9	10	20	3	22	13	11	3	12	20	12	17	15	2	24	1	7	4	12	19	4	6	0	8	19	1	7	12	13	1					
		2.76%	1.90%	3.44%	1.93%	2.51%	1.71%	1.93%	3.81%	0.59%	2.44%	3.53%	2.48%	2.56%	9.30%	4.10%	2.48%	4.17%	4.44%	2.27%	4.32%	0.39%	1.51%	2.34%	1.82%	4.43%	3.12%	6.25%	0.00%	2.00%	5.32%	2.08%	2.94%	1.97%	3.33%	1.64%					
20	. Миронов Сергей Михайлович	72	6	2	6	10	5	3	3	6	2	0	0	0	0	1	3	1	4	0	2	0	2	1	3	2	2	1	2	2	0	1	0	1	1	0					
		0.52%	0.76%	0.28%	0.83%	1.39%	0.95%	0.58%	0.57%	1.18%	0.22%	0.00%	0.00%	0.00%	0.00%	0.20%	0.62%	0.25%	1.18%	0.00%	0.36%	0.00%	0.43%	0.58%	0.45%	0.47%	1.56%	1.04%	3.28%	0.50%	0.00%	2.08%	0.00%	0.16%	0.26%	0.00%					
21	. Путин Владимир Владимирович	8542	522	479	460	433	310	306	317	295	577	253	310	74	78	333	283	233	224	58	358	195	229	88	420	210	88	69	42	137	226	28	147	439	281	40					
		62.25%	66.16%	65.98%	63.36%	60.39%	58.94%	59.07%	60.38%	58.19%	64.04%	68.75%	69.98%	63.25%	60.47%	68.24%	58.47%	57.11%	66.27%	65.91%	64.50%	76.77%	49.25%	51.46%	63.54%	48.95%	68.75%	71.88%	68.85%	34.25%	63.31%	58.33%	61.76%	71.97%	72.05%	65.57%					
22	. Хакамада Ирина Муцуовна	240	8	15	15	11	10	10	20	14	27	9	6	4	2	8	8	2	4	1	2	3	7	3	9	5	0	0	1	7	5	1	7	7	5	4					
		1.75%	1.01%	2.07%	2.07%	1.53%	1.90%	1.93%	3.81%	2.76%	3.00%	2.45%	1.35%	3.42%	1.55%	1.64%	1.65%	0.49%	1.18%	1.14%	0.36%	1.18%	1.51%	1.75%	1.36%	1.17%	0.00%	0.00%	1.64%	1.75%	1.40%	2.08%	2.94%	1.15%	1.28%	6.56%					
23	. Харитонов Николай Михайлович	3654	171	157	173	194	156	153	129	147	201	56	85	29	32	112	162	133	78	26	138	46	195	67	193	170	27	14	13	223	87	13	68	120	75	11					
		26.63%	21.67%	21.63%	23.83%	27.06%	29.66%	29.54%	24.57%	28.99%	22.31%	15.22%	19.19%	24.79%	24.81%	22.95%	33.47%	32.60%	23.08%	29.55%	24.86%	18.11%	41.94%	39.18%	29.20%	39.63%	21.09%	14.58%	21.31%	55.75%	24.37%	27.08%	28.57%	19.67%	19.23%	18.03%					
																																									
24	Против всех	300	22	29	23	24	13	17	10	10	35	19	10	0	4	3	3	4	2	1	9	4	3	4	7	3	4	3	2	10	9	3	3	4	3	0					
		2.19%	2.79%	3.99%	3.17%	3.35%	2.47%	3.28%	1.90%	1.97%	3.88%	5.16%	2.26%	0.00%	3.10%	0.61%	0.62%	0.98%	0.59%	1.14%	1.62%	1.57%	0.65%	2.34%	1.06%	0.70%	3.12%	3.12%	3.28%	2.50%	2.52%	6.25%	1.26%	0.66%	0.77%	0.00%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
