Выборы Президента Российской Федерации																														
Дата голосования: 18.03.2018																														
																														
Наименование Избирательной комиссии:    район Марьина Роща																														
																														
Сводная таблица итогов голосования																														
																														
	Число участковых избирательных комиссий	19																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	19																												
																														
		Сумма	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №3660	УИК №3661									
1	"Число избирателей, включенных в список избирателей"	36207	2047	2065	1991	2130	2076	2455	2416	2284	2222	2445	2112	2306	2030	2499	2093	344	2466	53	173									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29100	1600	1700	1400	1800	1700	1900	2000	1800	1700	2000	1700	1900	1500	2000	1700	400	2000	100	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	19839	1172	1146	1102	1141	1069	1192	1327	1361	1196	1279	1211	1256	1225	1328	1161	216	1328	52	77									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1021	55	60	79	46	85	79	58	56	48	49	46	50	49	74	35	6	60	0	86									
6	Число погашенных избирательных бюллетеней	8240	373	494	219	613	546	629	615	383	456	672	443	594	226	598	504	178	612	48	37									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1020	55	60	79	46	85	79	58	56	48	48	46	50	49	74	35	6	60	0	86									
8	Число бюллетеней в стационарных ящиках для голосования	19796	1171	1144	1101	1141	1069	1189	1324	1356	1195	1277	1199	1253	1222	1327	1158	216	1325	52	77									
9	Число недействительных избирательных бюллетеней	235	12	8	13	18	8	17	20	20	13	13	10	22	7	21	20	0	10	0	3									
10	Число действительных избирательных бюллетеней	20581	1214	1196	1167	1169	1146	1251	1362	1392	1230	1312	1235	1281	1264	1380	1173	222	1375	52	160									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
13	Бабурин Сергей Николаевич	223	11	17	20	12	8	17	8	12	19	19	15	10	12	19	16	2	6	0	0									
		1.07%	0.90%	1.41%	1.69%	1.01%	0.69%	1.34%	0.58%	0.85%	1.53%	1.43%	1.20%	0.77%	0.94%	1.36%	1.34%	0.90%	0.43%	0.00%	0.00%									
14	Грудинин Павел Николаевич	2706	160	174	173	184	160	132	187	177	146	174	160	179	174	172	148	25	160	6	15									
		12.99%	13.05%	14.45%	14.66%	15.50%	13.86%	10.41%	13.53%	12.54%	11.75%	13.13%	12.85%	13.74%	13.69%	12.28%	12.41%	11.26%	11.55%	11.54%	9.20%									
15	Жириновский Владимир Вольфович	910	47	63	37	51	38	54	57	62	56	53	69	56	68	50	57	14	67	4	7									
		4.37%	3.83%	5.23%	3.14%	4.30%	3.29%	4.26%	4.12%	4.39%	4.51%	4.00%	5.54%	4.30%	5.35%	3.57%	4.78%	6.31%	4.84%	7.69%	4.29%									
16	Путин Владимир Владимирович	14232	820	775	781	791	805	866	952	951	861	908	855	863	872	972	822	173	995	42	128									
		68.37%	66.88%	64.37%	66.19%	66.64%	69.76%	68.30%	68.89%	67.35%	69.27%	68.53%	68.67%	66.23%	68.61%	69.38%	68.90%	77.93%	71.84%	80.77%	78.53%									
17	Собчак Ксения Анатольевна	1025	78	55	68	56	50	71	81	72	52	61	56	73	53	67	50	5	69	0	8									
		4.92%	6.36%	4.57%	5.76%	4.72%	4.33%	5.60%	5.86%	5.10%	4.18%	4.60%	4.50%	5.60%	4.17%	4.78%	4.19%	2.25%	4.98%	0.00%	4.91%									
18	Сурайкин Максим Александрович	184	14	11	17	10	11	10	14	22	10	5	8	10	14	8	9	0	10	0	1									
		0.88%	1.14%	0.91%	1.44%	0.84%	0.95%	0.79%	1.01%	1.56%	0.80%	0.38%	0.64%	0.77%	1.10%	0.57%	0.75%	0.00%	0.72%	0.00%	0.61%									
19	Титов Борис Юрьевич	391	19	25	25	24	20	30	15	25	29	30	20	36	22	24	24	2	21	0	0									
		1.88%	1.55%	2.08%	2.12%	2.02%	1.73%	2.37%	1.09%	1.77%	2.33%	2.26%	1.61%	2.76%	1.73%	1.71%	2.01%	0.90%	1.52%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	910	65	76	46	41	54	71	48	71	57	62	52	54	49	68	47	1	47	0	1									
		4.37%	5.30%	6.31%	3.90%	3.45%	4.68%	5.60%	3.47%	5.03%	4.59%	4.68%	4.18%	4.14%	3.86%	4.85%	3.94%	0.45%	3.39%	0.00%	0.61%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
