Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Каменская районная 																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430					
1	"Число избирателей, внесенных в списки"	22366	1253	1916	503	1692	465	443	1004	198	153	344	997	147	316	643	134	193	997	1989	268	375	1045	1379	343	1759	821	173	124	547	853	691	340	261					
2	"Число бюллетеней, полученных участковыми комиссиями"	20086	1079	1710	450	1525	405	390	920	190	165	315	900	152	280	595	141	200	880	1775	240	320	933	1190	290	1590	750	183	123	490	760	605	305	235					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9428	526	780	208	764	180	111	403	100	95	114	418	88	190	321	69	78	390	801	83	129	420	701	138	633	343	101	65	169	443	308	136	123					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1691	24	33	39	34	59	111	85	23	12	120	148	8	8	16	14	16	77	89	51	52	50	39	34	70	67	21	25	106	70	58	40	92					
6	Число погашенных бюллетеней	8967	529	897	203	727	166	168	432	67	58	81	334	56	82	258	58	106	413	885	106	139	463	450	118	887	340	61	33	215	247	239	129	20					
7	Число бюллетеней в переносных ящиках для голосования	1691	24	33	39	34	59	111	85	23	12	120	148	8	8	16	14	16	77	89	51	52	50	39	34	70	67	21	25	106	70	58	40	92					
8	Число бюллетеней в стационарных ящиках для голосования	9427	526	780	208	764	180	111	403	100	95	114	418	88	190	320	69	78	390	801	83	129	420	701	138	633	343	101	65	169	443	308	136	123					
9	Число недействительных бюллетеней	205	19	11	7	8	0	0	9	1	3	4	18	0	3	10	4	5	16	9	0	4	11	8	7	18	18	2	0	0	3	6	0	1					
10	Число действительных бюллетеней	10913	531	802	240	790	239	222	479	122	104	230	548	96	195	326	79	89	451	881	134	177	459	732	165	685	392	120	90	275	510	360	176	214					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	5	15	3	15	3	5	10	3	3	3	10	3	5	5	3	3	10	10	3	3	10	10	3	15	10	3	3	5	10	5	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	59	2	8	1	3	0	2	1	1	0	0	0	1	1	1	0	0	0	4	0	0	0	5	1	12	3	3	1	0	5	3	0	1					
