Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Жуковская городская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578					
1	"Число избирателей, внесенных в списки избирателей"	85617	2877	2906	2944	2798	3020	2747	2240	2268	2529	2853	2412	2433	2890	2355	2919	2971	2422	2820	3109	2901	2504	2845	2917	2482	2706	2594	2057	2458	2599	1960	2940	2644	497					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	67700	2500	2500	2500	2000	2500	2000	2000	2000	2000	2000	2000	2000	2500	2000	2500	2500	2000	2000	2000	2000	2000	2500	2000	2000	2000	2000	1500	2000	2000	1500	2000	2000	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	47672	1504	1545	1656	1438	1727	1728	1262	1290	1375	1558	1200	1416	1896	1191	1393	1453	1295	1649	1778	1594	1490	1596	1755	1330	1511	1443	1009	1373	1471	1090	1663	1504	489					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	658	18	25	12	22	39	18	29	24	33	31	26	15	15	22	16	16	24	33	6	19	18	28	26	28	20	16	14	13	12	13	15	12	0					
6	Число погашенных избирательных бюллетеней	19366	978	930	832	540	734	254	709	686	592	411	774	569	589	787	1091	1031	681	318	216	387	492	876	219	642	469	541	477	614	517	397	322	481	210					
7	Число избирательных бюллетеней в переносных ящиках для голосования	658	18	25	12	22	39	18	29	24	33	31	26	15	15	22	16	16	24	33	6	19	18	28	26	28	20	16	14	13	12	13	15	12	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	47532	1503	1545	1648	1438	1688	1728	1256	1288	1375	1558	1200	1416	1891	1184	1391	1437	1295	1649	1778	1594	1482	1594	1744	1330	1509	1438	1009	1372	1465	1090	1657	1492	488					
9	Число недействительных избирательных бюллетеней	718	23	20	27	18	25	20	20	28	31	30	18	20	27	20	26	31	25	20	22	13	26	26	30	30	26	18	12	18	16	15	20	12	5					
10	Число действительных избирательных бюллетеней	47472	1498	1550	1633	1442	1702	1726	1265	1284	1377	1559	1208	1411	1879	1186	1381	1422	1294	1662	1762	1600	1474	1596	1740	1328	1503	1436	1011	1367	1461	1088	1652	1492	483					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2160	100	80	80	50	80	80	50	50	70	70	70	50	50	50	70	80	60	70	100	70	70	100	50	50	50	80	50	50	60	70	50	100	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1638	64	56	62	46	61	65	38	35	56	58	51	31	41	22	60	55	53	59	66	56	58	66	49	36	47	52	42	38	53	65	43	54	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1380	30	18	19	15	57	78	44	54	13	26	14	105	13	13	15	11	20	22	22	12	16	11	28	11	46	50	6	24	19	8	43	28	489					
14	Число погашенных неиспользованных открепительных удостоверений	522	36	24	18	4	19	15	12	15	14	12	19	19	9	28	10	25	7	11	34	14	12	34	1	14	3	28	8	12	7	5	7	46	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	0	0	0	0	3	0	1	1	0	0	0	0	0	1	1	2	0	1	2	0	0	4	0	0	1	0	0	0	1	2	0	0					
16	Число утраченных избирательных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	1682	48	54	67	42	62	65	44	44	54	58	38	52	34	46	43	59	47	71	56	52	62	60	67	48	60	59	39	47	45	28	62	43	26					
		3.49%	3.16%	3.44%	4.04%	2.88%	3.59%	3.72%	3.42%	3.35%	3.84%	3.65%	3.10%	3.63%	1.78%	3.81%	3.06%	4.06%	3.56%	4.22%	3.14%	3.22%	4.13%	3.70%	3.79%	3.53%	3.92%	4.06%	3.81%	3.39%	3.05%	2.54%	3.71%	2.86%	5.33%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1150	33	49	42	32	42	52	50	49	34	44	28	30	36	25	30	19	24	30	41	50	36	33	52	32	37	34	13	35	39	30	35	27	7					
		2.39%	2.17%	3.12%	2.53%	2.19%	2.43%	2.98%	3.89%	3.73%	2.41%	2.77%	2.28%	2.10%	1.89%	2.07%	2.13%	1.31%	1.82%	1.78%	2.30%	3.10%	2.40%	2.03%	2.94%	2.36%	2.42%	2.34%	1.27%	2.53%	2.64%	2.72%	2.09%	1.80%	1.43%					
20	3.Политическая партия «Демократическая партия России»	78	3	4	1	2	2	3	2	0	0	3	2	0	3	3	2	1	4	4	5	6	3	1	3	2	1	0	3	3	2	4	5	1	0					
		0.16%	0.20%	0.25%	0.06%	0.14%	0.12%	0.17%	0.16%	0.00%	0.00%	0.19%	0.16%	0.00%	0.16%	0.25%	0.14%	0.07%	0.30%	0.24%	0.28%	0.37%	0.20%	0.06%	0.17%	0.15%	0.07%	0.00%	0.29%	0.22%	0.14%	0.36%	0.30%	0.07%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9206	247	338	335	321	359	370	227	282	330	335	249	274	201	250	268	257	210	304	273	303	279	361	409	261	320	308	180	249	283	185	309	271	58					
		19.10%	16.24%	21.53%	20.18%	21.99%	20.79%	21.19%	17.67%	21.49%	23.44%	21.08%	20.31%	19.15%	10.55%	20.73%	19.05%	17.69%	15.92%	18.07%	15.30%	18.78%	18.60%	22.26%	23.11%	19.22%	20.93%	21.18%	17.60%	17.98%	19.16%	16.77%	18.48%	18.02%	11.89%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1114	31	39	47	36	32	67	41	41	40	48	44	41	42	27	15	15	32	35	43	46	30	34	55	20	36	32	19	23	22	18	36	22	5					
		2.31%	2.04%	2.48%	2.83%	2.47%	1.85%	3.84%	3.19%	3.13%	2.84%	3.02%	3.59%	2.87%	2.20%	2.24%	1.07%	1.03%	2.43%	2.08%	2.41%	2.85%	2.00%	2.10%	3.11%	1.47%	2.35%	2.20%	1.86%	1.66%	1.49%	1.63%	2.15%	1.46%	1.02%					
23	6.Политическая партия «Партия социальной справедливости»	153	5	10	6	4	1	6	4	3	2	8	3	2	5	3	4	6	3	2	6	6	4	5	8	8	4	5	2	5	5	4	5	8	1					
		0.32%	0.33%	0.64%	0.36%	0.27%	0.06%	0.34%	0.31%	0.23%	0.14%	0.50%	0.24%	0.14%	0.26%	0.25%	0.28%	0.41%	0.23%	0.12%	0.34%	0.37%	0.27%	0.31%	0.45%	0.59%	0.26%	0.34%	0.20%	0.36%	0.34%	0.36%	0.30%	0.53%	0.20%					
24	7.Политическая партия «Либерально-демократическая партия России»	3467	123	96	133	104	120	115	90	83	74	88	90	90	207	112	108	141	108	129	168	132	101	109	102	87	106	94	82	109	121	90	116	12	27					
		7.19%	8.09%	6.11%	8.01%	7.12%	6.95%	6.59%	7.00%	6.33%	5.26%	5.54%	7.34%	6.29%	10.86%	9.29%	7.68%	9.70%	8.19%	7.67%	9.42%	8.18%	6.73%	6.72%	5.76%	6.41%	6.93%	6.46%	8.02%	7.87%	8.19%	8.16%	6.94%	0.80%	5.53%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3796	138	111	154	122	148	139	122	87	123	120	109	125	93	99	124	138	126	114	126	130	133	111	135	117	110	118	70	110	107	80	111	126	20					
		7.88%	9.07%	7.07%	9.28%	8.36%	8.57%	7.96%	9.49%	6.63%	8.74%	7.55%	8.89%	8.74%	4.88%	8.21%	8.81%	9.50%	9.55%	6.78%	7.06%	8.06%	8.87%	6.84%	7.63%	8.62%	7.19%	8.12%	6.84%	7.94%	7.24%	7.25%	6.64%	8.38%	4.10%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	724	24	25	16	21	22	14	26	32	31	25	24	21	20	15	25	13	23	29	35	25	17	22	35	13	21	18	14	28	18	20	27	21	4					
