Выборы Президента Российской Федерации																																										
Дата голосования: 18.03.2018																																										
																																										
Наименование Избирательной комиссии:    Архангельская																																										
																																										
Сводная таблица итогов голосования																																										
																																										
	Число участковых избирательных комиссий	31																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	31																																								
																																										
		Сумма	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №3504									
1	"Число избирателей, включенных в список избирателей"	14916	838	1790	2991	136	749	363	315	181	600	174	499	609	284	188	434	177	548	252	213	128	516	248	251	151	320	320	496	356	263	356	170									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15297	866	1815	3003	147	747	378	330	200	612	207	555	634	286	196	446	189	553	261	220	140	524	256	249	153	327	326	511	366	268	366	166									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10314	598	1338	1414	98	360	223	176	162	397	110	351	493	232	54	307	151	391	226	173	103	381	236	214	108	279	290	411	321	243	326	148									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2727	141	364	603	17	207	115	107	14	177	59	139	74	23	70	115	12	109	12	31	18	115	6	21	25	34	12	61	16	7	9	14									
6	Число погашенных избирательных бюллетеней	2256	127	113	986	32	180	40	47	24	38	38	65	67	31	72	24	26	53	23	16	19	28	14	14	20	14	24	39	29	18	31	4									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2727	141	364	603	17	207	115	107	14	177	59	139	74	23	70	115	12	109	12	31	18	115	6	21	25	34	12	61	16	7	9	14									
8	Число бюллетеней в стационарных ящиках для голосования	10314	598	1338	1414	98	360	223	176	162	397	110	351	493	232	54	307	151	391	226	173	103	381	236	214	108	279	290	411	321	243	326	148									
9	Число недействительных избирательных бюллетеней	72	12	10	14	3	7	0	0	1	0	0	3	1	1	1	4	0	2	0	0	1	0	0	4	0	0	3	2	0	1	0	2									
10	Число действительных избирательных бюллетеней	12969	727	1692	2003	112	560	338	283	175	574	169	487	566	254	123	418	163	498	238	204	120	496	242	231	133	313	299	470	337	249	335	160									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
13	Бабурин Сергей Николаевич	69	7	2	12	0	7	0	1	1	2	4	1	3	3	2	4	0	8	3	1	1	0	0	0	0	0	2	1	1	0	2	1									
		0.53%	0.95%	0.12%	0.59%	0.00%	1.23%	0.00%	0.35%	0.57%	0.35%	2.37%	0.20%	0.53%	1.18%	1.61%	0.95%	0.00%	1.60%	1.26%	0.49%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.21%	0.30%	0.00%	0.60%	0.62%									
14	Грудинин Павел Николаевич	850	25	103	198	15	30	24	20	5	24	6	14	29	22	3	24	20	33	16	13	5	7	26	28	4	14	33	39	17	16	26	11									
		6.52%	3.38%	6.05%	9.82%	13.04%	5.29%	7.10%	7.07%	2.84%	4.18%	3.55%	2.86%	5.11%	8.63%	2.42%	5.69%	12.27%	6.60%	6.72%	6.37%	4.13%	1.41%	10.74%	11.91%	3.01%	4.47%	10.93%	8.26%	5.04%	6.40%	7.76%	6.79%									
15	Жириновский Владимир Вольфович	647	27	76	134	7	44	18	10	4	23	10	5	48	19	8	21	5	26	8	13	8	25	7	8	5	12	9	33	5	8	11	10									
		4.96%	3.65%	4.47%	6.64%	6.09%	7.76%	5.33%	3.53%	2.27%	4.01%	5.92%	1.02%	8.47%	7.45%	6.45%	4.98%	3.07%	5.20%	3.36%	6.37%	6.61%	5.04%	2.89%	3.40%	3.76%	3.83%	2.98%	6.99%	1.48%	3.20%	3.28%	6.17%									
