Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Усть-Таркская 																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №2035					
1	"Число избирателей, внесенных в список избирателей"	9802	481	50	56	71	568	83	62	86	336	150	466	129	102	325	137	62	290	59	196	78	304	43	78	230	123	50	556	2029	247	497	107	321	49	72	415	50	101	743					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9842	494	51	57	72	555	85	69	83	322	140	493	125	103	326	132	62	293	61	198	75	306	44	76	225	128	51	574	2078	248	499	100	300	47	70	435	50	106	709					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6425	392	41	45	56	306	47	34	60	279	124	297	80	64	253	126	50	229	51	147	54	186	30	62	157	96	44	283	1207	143	335	85	221	41	52	239	39	93	377					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	542	29	0	0	1	48	7	9	0	24	14	35	4	0	20	0	0	16	4	10	8	18	0	2	14	8	0	20	69	9	37	0	17	0	1	24	0	0	94					
6	Число погашенных избирательных бюллетеней	2875	73	10	12	15	201	31	26	23	19	2	161	41	39	53	6	12	48	6	41	13	102	14	12	54	24	7	271	802	96	127	15	62	6	17	172	11	13	238					
7	Число избирательных бюллетеней в переносных ящиках для голосования	542	29	0	0	1	48	7	9	0	24	14	35	4	0	20	0	0	16	4	10	8	18	0	2	14	8	0	20	69	9	37	0	17	0	1	24	0	0	94					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6425	392	41	45	56	306	47	34	60	279	124	297	80	64	253	126	50	229	51	147	54	186	30	62	157	96	44	283	1207	143	335	85	221	41	52	239	39	93	377					
9	Число недействительных избирательных бюллетеней	97	2	0	0	2	6	0	0	0	9	2	6	1	0	6	1	0	5	0	1	0	5	1	2	1	2	0	5	12	2	7	0	2	2	0	2	0	0	13					
10	Число действительных избирательных бюллетеней	6870	419	41	45	55	348	54	43	60	294	136	326	83	64	267	125	50	240	55	156	62	199	29	62	170	102	44	298	1264	150	365	85	236	39	53	261	39	93	458					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	228	7	3	3	3	7	3	3	3	7	3	7	1	1	7	3	3	7	3	7	3	3	3	3	7	3	3	12	47	3	9	1	7	3	3	7	3	3	24					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	140	6	0	0	0	1	3	2	0	2	1	7	1	1	6	0	0	5	0	6	0	2	0	0	4	3	0	9	40	0	8	0	3	1	0	7	0	0	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	82	1	1	1	1	1	1	1	1	4	1	2	2	1	2	1	2	5	2	1	1	3	1	1	1	0	0	8	12	1	2	2	2	0	0	2	1	1	13					
14	Число погашенных неиспользованных открепительных удостоверений	88	1	3	3	3	6	0	1	3	5	2	0	0	0	1	3	3	2	3	1	3	1	3	3	3	0	3	3	7	3	1	1	4	2	3	0	3	3	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0	0	0	0	0	0	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	842	33	2	10	18	55	8	11	8	31	14	61	16	4	16	15	2	28	7	16	5	22	0	9	27	19	4	32	175	23	31	12	22	1	3	40	5	9	48					
		12.09%	7.84%	4.88%	22.22%	31.58%	15.54%	14.81%	25.58%	13.33%	10.23%	10.14%	18.37%	19.05%	6.25%	5.86%	11.90%	4.00%	11.43%	12.73%	10.19%	8.06%	10.78%	0.00%	14.06%	15.79%	18.27%	9.09%	10.56%	13.71%	15.13%	8.33%	14.12%	9.24%	2.44%	5.66%	15.21%	12.82%	9.68%	10.19%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	790	48	2	5	5	50	7	0	5	20	18	39	17	9	36	24	1	16	10	19	6	16	2	7	11	8	4	37	145	25	39	10	37	2	7	25	1	15	62					
		11.34%	11.40%	4.88%	11.11%	8.77%	14.12%	12.96%	0.00%	8.33%	6.60%	13.04%	11.75%	20.24%	14.06%	13.19%	19.05%	2.00%	6.53%	18.18%	12.10%	9.68%	7.84%	6.67%	10.94%	6.43%	7.69%	9.09%	12.21%	11.36%	16.45%	10.48%	11.76%	15.55%	4.88%	13.21%	9.51%	2.56%	16.13%	13.16%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	1	1	1	0	1	0	0	1	0	1	3	1	0	2	0	0	2	0	0	0	2	0	0	1	1	0	1	12	1	3	2	0	0	0	2	0	0	2					
		0.59%	0.24%	2.44%	2.22%	0.00%	0.28%	0.00%	0.00%	1.67%	0.00%	0.72%	0.90%	1.19%	0.00%	0.73%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.58%	0.96%	0.00%	0.33%	0.94%	0.66%	0.81%	2.35%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.42%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1282	60	12	7	8	43	5	7	6	21	13	65	16	27	24	5	0	20	6	16	4	57	10	21	40	14	2	69	349	14	49	14	80	9	5	60	3	8	113					
