Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Ровенская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277					
1	"Число избирателей, внесенных в списки избирателей"	12583	1629	1211	1156	122	315	256	1113	119	617	554	485	196	332	1149	237	882	1069	448	125	493	75					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12173	1500	1150	1100	120	310	260	1100	120	600	520	460	190	320	1120	233	870	1050	440	120	505	85					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6935	779	590	541	73	138	159	663	80	314	346	302	164	214	637	132	444	527	312	96	355	69					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	884	71	67	74	0	41	13	35	6	78	38	20	5	15	102	12	64	185	12	4	36	6					
6	Число погашенных избирательных бюллетеней	4354	650	493	485	47	131	88	402	34	208	136	138	21	91	381	89	362	338	116	20	114	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	884	71	67	74	0	41	13	35	6	78	38	20	5	15	102	12	64	185	12	4	36	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6935	779	590	541	73	138	159	663	80	314	346	302	164	214	637	132	444	527	312	96	355	69					
9	Число недействительных избирательных бюллетеней	246	29	26	5	4	8	9	18	3	31	0	9	0	5	25	9	37	10	1	4	12	1					
10	Число действительных избирательных бюллетеней	7573	821	631	610	69	171	163	680	83	361	384	313	169	224	714	135	471	702	323	96	379	74					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	496	41	29	29	5	9	15	40	19	31	15	20	0	10	50	10	40	52	31	6	35	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	387	39	21	29	5	9	15	28	18	28	13	12	0	1	22	9	20	43	27	6	33	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	65	18	5	2	0	1	1	5	1	4	14	3	0	0	6	0	2	1	0	1	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	109	2	8	0	0	0	0	12	1	3	2	8	0	9	28	1	20	9	4	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	260	22	17	20	2	2	0	32	0	17	16	6	2	6	16	6	13	50	6	16	11	0					
		3.33%	2.59%	2.59%	3.25%	2.74%	1.12%	0.00%	4.58%	0.00%	4.34%	4.17%	1.86%	1.18%	2.62%	2.17%	4.17%	2.56%	7.02%	1.85%	16.00%	2.81%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	31	3	1	2	0	1	1	7	1	2	0	3	0	0	4	1	2	3	0	0	0	0					
		0.40%	0.35%	0.15%	0.33%	0.00%	0.56%	0.58%	1.00%	1.16%	0.51%	0.00%	0.93%	0.00%	0.00%	0.54%	0.69%	0.39%	0.42%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	12	1	0	1	2	0	0	0	0	2	2	0	0	0	1	0	1	0	0	0	2	0					
		0.15%	0.12%	0.00%	0.16%	2.74%	0.00%	0.00%	0.00%	0.00%	0.51%	0.52%	0.00%	0.00%	0.00%	0.14%	0.00%	0.20%	0.00%	0.00%	0.00%	0.51%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1139	117	105	74	12	17	34	113	6	92	47	33	26	29	130	19	70	99	49	14	46	7					
		14.57%	13.76%	15.98%	12.03%	16.44%	9.50%	19.77%	16.19%	6.98%	23.47%	12.24%	10.25%	15.38%	12.66%	17.59%	13.19%	13.78%	13.90%	15.12%	14.00%	11.76%	9.33%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	11	1	1	2	0	1	0	1	0	2	0	0	2	0	0	0	0	0	0	1	0	0					
		0.14%	0.12%	0.15%	0.33%	0.00%	0.56%	0.00%	0.14%	0.00%	0.51%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	16	1	1	3	0	0	0	1	0	0	3	0	1	1	2	0	1	1	0	0	1	0					
		0.20%	0.12%	0.15%	0.49%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.78%	0.00%	0.59%	0.44%	0.27%	0.00%	0.20%	0.14%	0.00%	0.00%	0.26%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	434	56	39	27	2	5	6	55	8	12	25	13	16	20	46	1	21	25	19	4	28	6					
		5.55%	6.59%	5.94%	4.39%	2.74%	2.79%	3.49%	7.88%	9.30%	3.06%	6.51%	4.04%	9.47%	8.73%	6.22%	0.69%	4.13%	3.51%	5.86%	4.00%	7.16%	8.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	562	71	45	41	3	8	20	29	7	40	32	23	8	19	86	5	27	35	20	3	35	5					
		7.19%	8.35%	6.85%	6.67%	4.11%	4.47%	11.63%	4.15%	8.14%	10.20%	8.33%	7.14%	4.73%	8.30%	11.64%	3.47%	5.31%	4.92%	6.17%	3.00%	8.95%	6.67%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	36	1	4	4	0	2	0	3	0	3	0	0	0	1	1	1	4	6	1	0	4	1					
		0.46%	0.12%	0.61%	0.65%	0.00%	1.12%	0.00%	0.43%	0.00%	0.77%	0.00%	0.00%	0.00%	0.44%	0.14%	0.69%	0.79%	0.84%	0.31%	0.00%	1.02%	1.33%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5029	548	413	432	48	134	102	438	61	189	258	235	113	148	425	100	325	473	227	57	249	54					
		64.32%	64.47%	62.86%	70.24%	65.75%	74.86%	59.30%	62.75%	70.93%	48.21%	67.19%	72.98%	66.86%	64.63%	57.51%	69.44%	63.98%	66.43%	70.06%	57.00%	63.68%	72.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	43	0	5	4	0	1	0	1	0	2	1	0	1	0	3	2	7	10	1	1	3	1					
		0.55%	0.00%	0.76%	0.65%	0.00%	0.56%	0.00%	0.14%	0.00%	0.51%	0.26%	0.00%	0.59%	0.00%	0.41%	1.39%	1.38%	1.40%	0.31%	1.00%	0.77%	1.33%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
