Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Клетнянская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510					
1	"Число избирателей, внесенных в списки избирателей"	16190	2265	1849	2105	1644	435	1985	567	182	400	299	78	657	91	135	205	73	193	282	266	195	109	483	277	162	272	122	176	107	245	215	116					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16451	2428	1961	2072	1687	421	1934	591	179	402	302	71	668	92	129	203	72	191	292	271	190	105	481	280	173	291	117	184	107	241	201	115					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8508	988	936	1004	814	235	938	309	131	226	208	27	442	48	101	126	41	126	113	168	101	83	328	146	123	204	80	118	61	112	104	67					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1590	180	115	105	86	54	162	64	23	62	33	37	30	23	11	24	19	21	94	45	33	4	36	47	17	43	20	30	21	68	60	23					
6	Число погашенных избирательных бюллетеней	6353	1260	910	963	787	132	834	218	25	114	61	7	196	21	17	53	12	44	85	58	56	18	117	87	33	44	17	36	25	61	37	25					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1590	180	115	105	86	54	162	64	23	62	33	37	30	23	11	24	19	21	94	45	33	4	36	47	17	43	20	30	21	68	60	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8508	988	936	1004	814	235	938	309	131	226	208	27	442	48	101	126	41	126	113	168	101	83	328	146	123	204	80	118	61	112	104	67					
9	Число недействительных избирательных бюллетеней	85	12	16	0	12	1	9	2	3	1	1	3	8	0	0	2	0	1	3	1	1	0	1	0	2	2	1	0	1	1	1	0					
10	Число действительных избирательных бюллетеней	10013	1156	1035	1109	888	288	1091	371	151	287	240	61	464	71	112	148	60	146	204	212	133	87	363	193	138	245	99	148	81	179	163	90					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	234	35	19	19	9	5	23	10	4	6	5	4	10	4	4	5	0	4	4	4	4	4	10	4	4	10	5	4	3	4	4	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	141	34	10	18	7	5	20	7	0	0	0	0	2	0	0	0	0	0	0	1	0	0	3	0	4	10	5	4	1	2	4	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	79	7	2	3	3	2	3	4	1	2	3	5	1	2	6	2	1	2	4	4	4	4	0	2	1	3	2	1	1	2	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	93	1	9	1	2	0	3	3	4	6	5	4	8	4	4	5	0	4	4	3	4	4	7	4	0	0	0	0	2	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
