Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Клетнянская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499					
1	"Число избирателей, внесенных в список избирателей"	15974	608	1115	1053	1231	1278	650	586	1266	548	1326	650	549	168	383	327	607	187	261	188	263	253	169	89	539	281	173	296	99	168	103	244	194	122					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16316	620	1110	1085	1250	1300	670	610	1295	560	1320	670	571	180	380	335	620	190	260	195	270	260	170	100	550	290	180	310	100	170	110	250	205	130					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8347	231	519	556	474	623	413	296	466	324	720	387	261	127	227	209	306	85	121	99	131	154	118	59	363	169	148	169	85	125	73	127	100	82					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2332	85	93	45	139	129	75	109	371	53	186	59	91	12	56	73	89	62	79	21	80	47	20	5	57	54	8	47	11	16	10	61	63	26					
6	Число погашенных избирательных бюллетеней	5637	304	498	484	637	548	182	205	458	183	414	224	219	41	97	53	225	43	60	75	59	59	32	36	130	67	24	94	4	29	27	62	42	22					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2332	85	93	45	139	129	75	109	371	53	186	59	91	12	56	73	89	62	79	21	80	47	20	5	57	54	8	47	11	16	10	61	63	26					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8347	231	519	556	474	623	413	296	466	324	720	387	261	127	227	209	306	85	121	99	131	154	118	59	363	169	148	169	85	125	73	127	100	82					
9	Число недействительных избирательных бюллетеней	122	9	11	12	16	0	8	1	7	5	0	2	4	3	3	2	2	0	9	1	2	7	7	1	4	2	0	2	0	0	2	0	0	0					
10	Число действительных избирательных бюллетеней	10557	307	601	589	597	752	480	404	830	372	906	444	348	136	280	280	393	147	191	119	209	194	131	63	416	221	156	214	96	141	81	188	163	108					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	163	2	15	10	12	12	7	4	14	5	14	12	6	3	0	0	8	0	1	3	3	3	0	0	5	3	3	6	0	3	0	3	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	163	2	15	10	12	12	7	4	14	5	14	12	6	3	0	0	8	0	1	3	3	3	0	0	5	3	3	6	0	3	0	3	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	66	6	0	2	2	8	0	4	0	6	6	0	2	1	4	2	2	2	3	1	1	0	1	1	3	2	1	0	2	2	0	2	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
