Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
"Наименование Избирательной комиссии:    Чита, Железнодорожная"																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83					
1	"Число избирателей, внесенных в список избирателей"	37329	2478	2839	2840	2998	2368	2707	2687	2572	2149	2739	2664	1729	2972	1342	2245					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	30300	2000	2200	2200	2400	2000	2100	2100	2100	1800	2300	2300	1400	2400	1100	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16612	1064	1148	1403	1311	1211	1172	1133	1222	798	1126	1358	558	1399	498	1211					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	869	27	57	48	46	45	135	47	52	56	38	40	77	46	117	38					
6	Число погашенных избирательных бюллетеней	12819	909	995	749	1043	744	793	920	826	946	1136	902	765	955	485	651					
7	Число избирательных бюллетеней в переносных ящиках для голосования	869	27	57	48	46	45	135	47	52	56	38	40	77	46	117	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16607	1064	1148	1403	1311	1211	1172	1131	1222	797	1126	1358	556	1399	498	1211					
9	Число недействительных избирательных бюллетеней	221	13	15	12	16	11	25	15	16	8	13	22	4	26	6	19					
10	Число действительных избирательных бюллетеней	17255	1078	1190	1439	1341	1245	1282	1163	1258	845	1151	1376	629	1419	609	1230					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	850	50	50	50	50	50	50	50	80	50	50	80	50	80	30	80					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	410	25	23	38	24	26	24	23	35	25	23	56	17	36	12	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	410	25	21	23	27	23	28	19	66	15	22	26	20	60	9	26					
14	Число погашенных неиспользованных открепительных удостоверений	440	25	27	12	26	24	26	27	45	25	27	24	33	44	18	57					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	0	2	1	3	1	0	1	1	0	0	0	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2994	205	238	255	232	224	235	199	251	124	195	203	94	236	93	210					
		17.13%	18.79%	19.75%	17.57%	17.10%	17.83%	17.98%	16.89%	19.70%	14.54%	16.75%	14.52%	14.85%	16.33%	15.12%	16.81%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3940	265	279	296	302	316	286	259	247	214	280	333	168	320	113	262					
		22.55%	24.29%	23.15%	20.40%	22.25%	25.16%	21.88%	21.99%	19.39%	25.09%	24.05%	23.82%	26.54%	22.15%	18.37%	20.98%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	248	20	12	17	24	16	27	18	15	13	12	25	7	18	5	19					
		1.42%	1.83%	0.99%	1.17%	1.77%	1.27%	2.07%	1.53%	1.18%	1.52%	1.03%	1.79%	1.11%	1.25%	0.81%	1.52%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3434	177	217	340	275	264	249	224	245	176	218	266	114	268	126	275					
		19.65%	16.22%	18.01%	23.43%	20.27%	21.02%	19.05%	19.02%	19.23%	20.63%	18.73%	19.03%	18.01%	18.55%	20.49%	22.02%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	427	32	36	40	41	38	28	27	43	17	13	38	12	30	7	25					
		2.44%	2.93%	2.99%	2.76%	3.02%	3.03%	2.14%	2.29%	3.38%	1.99%	1.12%	2.72%	1.90%	2.08%	1.14%	2.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6098	372	394	483	460	373	449	432	447	294	429	500	229	539	262	435					
		34.89%	34.10%	32.70%	33.29%	33.90%	29.70%	34.35%	36.67%	35.09%	34.47%	36.86%	35.77%	36.18%	37.30%	42.60%	34.83%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	114	7	14	8	7	14	8	4	10	7	4	11	5	8	3	4					
		0.65%	0.64%	1.16%	0.55%	0.52%	1.11%	0.61%	0.34%	0.78%	0.82%	0.34%	0.79%	0.79%	0.55%	0.49%	0.32%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
