Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Княгининская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981					
1	"Число избирателей, внесенных в списки"	9664	1690	1177	1051	562	1063	470	164	309	289	413	483	106	314	336	260	367	610					
2	"Число бюллетеней, полученных участковыми комиссиями"	8910	1600	1030	950	550	955	435	160	290	265	370	445	110	295	310	245	340	560					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4706	840	556	535	222	543	208	98	171	148	209	250	50	149	138	147	160	282					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	567	28	40	25	0	19	68	13	12	62	16	14	15	48	72	6	40	89					
6	Число погашенных бюллетеней	3637	732	434	390	328	393	159	49	107	55	145	181	45	98	100	92	140	189					
7	Число бюллетеней в переносных ящиках для голосования	567	28	40	25	0	19	68	13	12	62	16	14	15	48	72	6	40	89					
8	Число бюллетеней в стационарных ящиках для голосования	4704	839	555	535	222	543	208	98	171	148	209	250	50	149	138	147	160	282					
9	Число недействительных бюллетеней	109	10	4	9	4	19	5	4	7	6	9	6	3	6	5	6	1	5					
10	Число действительных бюллетеней	5162	857	591	551	218	543	271	107	176	204	216	258	62	191	205	147	199	366					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	340	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	22	2	5	3	0	1	0	1	3	0	2	1	0	2	0	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	16	0	2	2	0	0	4	0	1	0	2	0	1	0	1	2	1	0					
14	Число погашенных открепительных удостоверений	318	18	15	17	20	19	20	19	17	20	18	19	20	18	20	20	20	18					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	92	15	10	5	5	9	6	0	4	6	2	4	2	2	11	4	4	3					
		1.74%	1.73%	1.68%	0.89%	2.25%	1.60%	2.17%	0.0%	2.18%	2.85%	0.88%	1.51%	3.07%	1.01%	5.23%	2.61%	2.0%	0.80%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	260	55	40	36	8	11	8	10	8	7	12	8	1	7	10	2	19	18					
		4.93%	6.34%	6.72%	6.42%	3.60%	1.95%	2.89%	9.00%	4.37%	3.33%	5.33%	3.03%	1.53%	3.55%	4.76%	1.30%	9.5%	4.85%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	128	15	9	14	10	11	12	1	5	11	5	1	5	7	4	4	8	6					
		2.42%	1.73%	1.51%	2.49%	4.50%	1.95%	4.34%	0.90%	2.73%	5.23%	2.22%	0.37%	7.69%	3.55%	1.90%	2.61%	4.0%	1.61%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	68	11	11	6	1	8	4	1	2	1	1	3	1	3	3	7	1	4					
		1.29%	1.26%	1.84%	1.07%	0.45%	1.42%	1.44%	0.90%	1.09%	0.47%	0.44%	1.13%	1.53%	1.52%	1.42%	4.57%	0.5%	1.07%					
22	"5. ""За Русь Святую"""	35	2	3	2	2	4	2	1	0	1	4	3	3	3	0	0	2	3					
		0.66%	0.23%	0.50%	0.35%	0.90%	0.71%	0.72%	0.90%	0.0%	0.47%	1.77%	1.13%	4.61%	1.52%	0.0%	0.0%	1.0%	0.80%					
23	"6. ""Объединенная Российская партия ""Русь"""	14	2	1	2	1	1	4	0	0	0	0	0	0	3	0	0	0	0					
		0.26%	0.23%	0.16%	0.35%	0.45%	0.17%	1.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.52%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	32	9	3	2	0	4	2	0	0	0	1	3	0	2	0	4	0	2					
		0.60%	1.03%	0.50%	0.35%	0.0%	0.71%	0.72%	0.0%	0.0%	0.0%	0.44%	1.13%	0.0%	1.01%	0.0%	2.61%	0.0%	0.53%					
25	"8. ""Народно-республиканская партия России"""	13	1	1	1	0	0	1	0	0	1	1	2	1	0	1	0	2	1					
		0.24%	0.11%	0.16%	0.17%	0.0%	0.0%	0.36%	0.0%	0.0%	0.47%	0.44%	0.75%	1.53%	0.0%	0.47%	0.0%	1.0%	0.26%					
26	"9. ""Российская экологическая партия ""Зеленые"""	20	2	4	2	0	3	0	1	1	2	1	0	0	1	0	1	0	2					
		0.37%	0.23%	0.67%	0.35%	0.0%	0.53%	0.0%	0.90%	0.54%	0.95%	0.44%	0.0%	0.0%	0.50%	0.0%	0.65%	0.0%	0.53%					
27	"10. ""Аграрная партия России"""	342	45	22	27	18	29	24	18	15	14	11	14	10	10	16	7	13	49					
		6.48%	5.19%	3.69%	4.82%	8.10%	5.16%	8.69%	16.21%	8.19%	6.66%	4.88%	5.30%	15.38%	5.07%	7.61%	4.57%	6.5%	13.20%					
28	"11. ""Истинные патриоты России"""	10	0	1	1	0	1	0	0	0	0	0	1	0	0	0	3	1	2					
		0.18%	0.0%	0.16%	0.17%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	1.96%	0.5%	0.53%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	75	8	5	4	3	11	4	2	1	5	3	2	3	6	5	4	1	8					
		1.42%	0.92%	0.84%	0.71%	1.35%	1.95%	1.44%	1.80%	0.54%	2.38%	1.33%	0.75%	4.61%	3.04%	2.38%	2.61%	0.5%	2.15%					
30	"13. ""Демократическая партия России"""	15	4	0	2	0	0	1	1	1	0	1	0	1	1	2	0	1	0					
		0.28%	0.46%	0.0%	0.35%	0.0%	0.0%	0.36%	0.90%	0.54%	0.0%	0.44%	0.0%	1.53%	0.50%	0.95%	0.0%	0.5%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	15	3	0	2	0	2	1	0	1	1	0	0	1	1	2	0	1	0					
		0.28%	0.34%	0.0%	0.35%	0.0%	0.35%	0.36%	0.0%	0.54%	0.47%	0.0%	0.0%	1.53%	0.50%	0.95%	0.0%	0.5%	0.0%					
32	"15. ""Партия СЛОН"""	16	1	0	1	0	2	3	0	0	1	0	0	2	3	2	0	0	1					
		0.30%	0.11%	0.0%	0.17%	0.0%	0.35%	1.08%	0.0%	0.0%	0.47%	0.0%	0.0%	3.07%	1.52%	0.95%	0.0%	0.0%	0.26%					
33	"16. ""Родина"" (народно-патриотический союз)"""	239	34	32	35	8	30	5	2	4	14	12	14	1	9	4	10	5	20					
		4.53%	3.92%	5.37%	6.24%	3.60%	5.33%	1.81%	1.80%	2.18%	6.66%	5.33%	5.30%	1.53%	4.56%	1.90%	6.53%	2.5%	5.39%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	26	3	3	3	0	2	1	0	1	1	2	0	2	3	1	0	0	4					
		0.49%	0.34%	0.50%	0.53%	0.0%	0.35%	0.36%	0.0%	0.54%	0.47%	0.88%	0.0%	3.07%	1.52%	0.47%	0.0%	0.0%	1.07%					
35	"18. ""ЛДПР"""	595	116	67	47	30	68	31	13	21	20	22	34	7	37	21	5	20	36					
		11.28%	13.37%	11.26%	8.39%	13.51%	12.09%	11.23%	11.71%	11.47%	9.52%	9.77%	12.87%	10.76%	18.78%	10.0%	3.26%	10.0%	9.70%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	139	11	15	12	8	14	6	0	3	10	16	4	2	6	9	2	7	14					
		2.63%	1.26%	2.52%	2.14%	3.60%	2.49%	2.17%	0.0%	1.63%	4.76%	7.11%	1.51%	3.07%	3.04%	4.28%	1.30%	3.5%	3.77%					
37	"20. ""Политическая партия ""Единая Россия"""	1577	230	189	170	65	157	101	24	71	64	70	99	17	47	78	34	62	99					
		29.91%	26.52%	31.76%	30.35%	29.27%	27.93%	36.59%	21.62%	38.79%	30.47%	31.11%	37.5%	26.15%	23.85%	37.14%	22.22%	31.0%	26.68%					
38	"21. ""Российская Конституционно-демократическая партия"""	14	0	3	0	0	1	2	1	0	1	0	0	1	1	2	2	0	0					
		0.26%	0.0%	0.50%	0.0%	0.0%	0.17%	0.72%	0.90%	0.0%	0.47%	0.0%	0.0%	1.53%	0.50%	0.95%	1.30%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	7	2	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
		0.13%	0.23%	0.16%	0.35%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1237	254	148	159	52	151	46	28	29	29	43	51	1	30	30	52	48	86					
		23.46%	29.29%	24.87%	28.39%	23.42%	26.86%	16.66%	25.22%	15.84%	13.80%	19.11%	19.31%	1.53%	15.22%	14.28%	33.98%	24.0%	23.18%					
																								
41	Против всех	193	34	23	16	7	22	7	4	9	15	9	15	1	9	4	6	4	8					
		3.66%	3.92%	3.86%	2.85%	3.15%	3.91%	2.53%	3.60%	4.91%	7.14%	4.0%	5.68%	1.53%	4.56%	1.90%	3.92%	2.0%	2.15%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
