Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Шумерлинская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029					
1	"Число избирателей, внесенных в списки избирателей"	9301	475	104	235	382	222	117	297	100	409	91	113	70	503	194	76	761	221	858	232	313	497	175	309	406	221	167	373	377	106	153	744					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9522	455	100	245	365	225	133	298	110	432	93	118	70	464	173	79	826	246	931	240	328	548	180	284	392	229	171	375	391	107	161	753					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6111	269	69	147	259	133	88	185	67	263	78	95	58	366	157	60	483	121	526	130	178	236	146	236	230	168	81	230	269	73	110	600					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1235	35	17	10	50	26	9	46	10	83	4	12	8	59	11	11	78	39	122	32	26	125	15	36	97	27	50	24	43	20	33	77					
6	Число погашенных избирательных бюллетеней	2176	151	14	88	56	66	36	67	33	86	11	11	4	39	5	8	265	86	283	78	124	187	19	12	65	34	40	121	79	14	18	76					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1235	35	17	10	50	26	9	46	10	83	4	12	8	59	11	11	78	39	122	32	26	125	15	36	97	27	50	24	43	20	33	77					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6107	269	69	147	259	133	88	185	67	263	78	95	58	366	157	60	483	121	522	130	178	236	146	236	230	168	81	230	269	73	110	600					
9	Число недействительных избирательных бюллетеней	195	6	0	1	4	5	1	9	2	5	0	11	1	3	1	1	26	3	5	2	16	11	10	40	7	0	5	2	3	2	3	10					
10	Число действительных избирательных бюллетеней	7147	298	86	156	305	154	96	222	75	341	82	96	65	422	167	70	535	157	639	160	188	350	151	232	320	195	126	252	309	91	140	667					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	973	53	10	24	22	25	13	25	12	40	10	13	10	54	18	10	80	25	85	26	30	53	20	29	41	24	20	45	45	7	30	74					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	809	10	9	24	22	6	13	23	12	40	10	13	5	41	7	9	80	25	85	26	30	53	16	11	21	24	19	26	45	5	30	69					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	371	8	11	11	14	5	1	18	4	14	7	5	8	36	18	3	14	4	16	16	13	7	9	14	23	12	10	14	21	3	10	22					
14	Число погашенных неиспользованных открепительных удостоверений	164	43	1	0	0	19	0	2	0	0	0	0	5	13	11	1	0	0	0	0	0	0	4	18	20	0	1	19	0	2	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	0	0	0	0	0	1	2	0	0	1	1	0	2	2	0	7	1	1	0	2	1	0	0	1	0	0	0	1	1	1	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	1.Политическая партия «Аграрная партия России»	59	1	1	0	2	2	0	1	1	3	0	0	1	1	0	2	4	1	7	0	1	3	0	1	4	1	2	5	7	0	2	6					
		0.80%	0.33%	1.16%	0.00%	0.65%	1.26%	0.00%	0.43%	1.30%	0.87%	0.00%	0.00%	1.52%	0.24%	0.00%	2.82%	0.71%	0.63%	1.09%	0.00%	0.49%	0.83%	0.00%	0.37%	1.22%	0.51%	1.53%	1.97%	2.24%	0.00%	1.40%	0.89%					
19	2.Всероссийская политическая партия «Гражданская Сила»	13	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	2					
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	1.22%	0.00%	0.00%	0.47%	0.60%	0.00%	0.18%	0.00%	0.16%	0.00%	0.49%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.32%	0.00%	0.00%	0.30%					
20	3.Политическая партия «Демократическая партия России»	8	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	1	0					
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.32%	0.00%	0.70%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	847	37	8	19	29	10	4	15	13	35	12	8	4	55	13	9	85	17	154	28	13	39	14	5	21	10	6	26	69	7	20	62					
		11.54%	12.17%	9.30%	12.10%	9.39%	6.29%	4.12%	6.49%	16.88%	10.12%	14.63%	7.48%	6.06%	12.94%	7.74%	12.68%	15.15%	10.63%	23.91%	17.28%	6.37%	10.80%	8.70%	1.84%	6.42%	5.13%	4.58%	10.24%	22.12%	7.53%	13.99%	9.16%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	10	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2					
		0.14%	0.00%	0.00%	0.00%	0.32%	1.26%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.30%					
23	6.Политическая партия «Партия социальной справедливости»	13	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	1	0	0	1	0	0	0	1	0	1	0	1	0	3					
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	0.00%	0.24%	0.00%	1.41%	0.36%	0.00%	0.16%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.51%	0.00%	0.39%	0.00%	1.08%	0.00%	0.44%					
24	7.Политическая партия «Либерально-демократическая партия России»	322	10	4	10	13	13	4	11	6	22	6	4	7	18	3	4	20	8	24	9	5	21	2	6	13	4	5	19	15	5	3	28					
		4.39%	3.29%	4.65%	6.37%	4.21%	8.18%	4.12%	4.76%	7.79%	6.36%	7.32%	3.74%	10.61%	4.24%	1.79%	5.63%	3.57%	5.00%	3.73%	5.56%	2.45%	5.82%	1.24%	2.21%	3.98%	2.05%	3.82%	7.48%	4.81%	5.38%	2.10%	4.14%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	355	10	6	6	28	10	4	19	11	23	4	1	1	8	3	8	34	3	12	4	13	14	15	14	16	5	7	20	15	11	3	27					
		4.84%	3.29%	6.98%	3.82%	9.06%	6.29%	4.12%	8.23%	14.29%	6.65%	4.88%	0.93%	1.52%	1.88%	1.79%	11.27%	6.06%	1.88%	1.86%	2.47%	6.37%	3.88%	9.32%	5.15%	4.89%	2.56%	5.34%	7.87%	4.81%	11.83%	2.10%	3.99%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	124	6	0	1	3	7	0	2	1	0	0	0	0	4	1	0	8	3	4	1	15	11	6	6	2	1	10	5	10	8	1	8					
		1.69%	1.97%	0.00%	0.64%	0.97%	4.40%	0.00%	0.87%	1.30%	0.00%	0.00%	0.00%	0.00%	0.94%	0.60%	0.00%	1.43%	1.88%	0.62%	0.62%	7.35%	3.05%	3.73%	2.21%	0.61%	0.51%	7.63%	1.97%	3.21%	8.60%	0.70%	1.18%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5357	230	67	120	228	110	83	171	42	253	56	83	51	333	145	46	377	124	431	117	139	259	114	198	264	173	96	168	189	58	108	524					
		72.96%	75.66%	77.91%	76.43%	73.79%	69.18%	85.57%	74.03%	54.55%	73.12%	68.29%	77.57%	77.27%	78.35%	86.31%	64.79%	67.20%	77.50%	66.93%	72.22%	68.14%	71.75%	70.81%	72.79%	80.73%	88.72%	73.28%	66.14%	60.58%	62.37%	75.52%	77.40%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	39	4	0	0	1	0	1	1	1	4	1	0	1	0	1	0	2	1	3	1	1	1	0	2	0	0	0	3	2	1	2	5					
		0.53%	1.32%	0.00%	0.00%	0.32%	0.00%	1.03%	0.43%	1.30%	1.16%	1.22%	0.00%	1.52%	0.00%	0.60%	0.00%	0.36%	0.63%	0.47%	0.62%	0.49%	0.28%	0.00%	0.74%	0.00%	0.00%	0.00%	1.18%	0.64%	1.08%	1.40%	0.74%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
