Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Топчихинская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590					
1	"Число избирателей, внесенных в список избирателей"	20587	2258	1603	2027	1638	644	758	526	987	260	581	357	148	658	1517	430	599	249	701	232	161	331	395	551	1154	499	213	1110					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19100	2200	1500	1900	1500	600	750	500	950	260	550	350	140	600	1350	400	500	250	600	200	150	280	350	450	1020	450	200	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9620	1091	655	894	1067	300	320	192	408	143	285	190	82	289	563	209	307	123	368	91	96	128	232	264	472	212	111	528					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	989	91	30	47	7	23	85	28	44	7	25	8	11	47	163	49	28	15	42	23	11	15	16	35	83	10	8	38					
6	Число погашенных избирательных бюллетеней	8491	1018	815	959	426	277	345	280	498	110	240	152	47	264	624	142	165	112	190	86	43	137	102	151	465	228	81	534					
7	Число избирательных бюллетеней в переносных ящиках для голосования	988	90	30	47	7	23	85	28	44	7	25	8	11	47	163	49	28	15	42	23	11	15	16	35	83	10	8	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9619	1090	655	894	1067	300	320	192	408	143	285	190	82	289	563	209	307	123	368	91	96	128	232	264	472	212	111	528					
9	Число недействительных избирательных бюллетеней	204	26	7	14	9	6	8	3	14	5	8	4	0	12	19	11	1	3	7	0	2	5	7	6	3	5	2	17					
10	Число действительных избирательных бюллетеней	10403	1154	678	927	1065	317	397	217	438	145	302	194	93	324	707	247	334	135	403	114	105	138	241	293	552	217	117	549					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	194	25	15	22	24	1	9	4	5	1	8	3	5	5	6	3	5	4	9	1	1	3	5	3	12	4	3	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	158	25	13	21	21	1	6	4	1	0	6	2	3	5	5	3	4	3	7	0	0	3	2	2	12	2	0	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	138	9	10	7	20	6	3	4	3	5	3	2	5	1	6	5	5	5	6	3	2	4	1	4	5	4	5	5					
14	Число погашенных неиспользованных открепительных удостоверений	36	0	2	1	3	0	3	0	4	1	2	1	2	0	1	0	1	1	2	1	1	0	3	1	0	2	3	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1591	185	132	121	155	59	47	24	70	15	63	29	7	38	122	32	42	25	54	12	12	22	28	53	109	40	24	71					
		14.99%	15.68%	19.27%	12.86%	14.43%	18.27%	11.60%	10.91%	15.49%	10.00%	20.32%	14.65%	7.53%	11.31%	16.80%	12.40%	12.54%	18.12%	13.17%	10.53%	11.21%	15.38%	11.29%	17.73%	19.64%	18.02%	20.17%	12.54%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2010	213	120	218	264	62	56	44	68	28	73	36	25	64	112	36	64	24	80	29	18	21	46	58	101	34	28	88					
