Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Княгининская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	9281	1548	1126	1142	571	986	417	423	351	456	541	289	284	194	353	600									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8925	1500	1100	1100	550	950	400	400	350	450	500	250	250	175	350	600									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4611	892	626	550	265	503	238	136	129	217	226	164	146	73	124	322									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	829	20	86	79	70	52	33	113	50	56	63	25	36	19	66	61									
6	Число погашенных избирательных бюллетеней	3485	588	388	471	215	395	129	151	171	177	211	61	68	83	160	217									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	829	20	86	79	70	52	33	113	50	56	63	25	36	19	66	61									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4611	892	626	550	265	503	238	136	129	217	226	164	146	73	124	322									
9	Число недействительных избирательных бюллетеней	109	19	0	17	5	14	4	1	5	11	11	1	0	3	10	8									
10	Число действительных избирательных бюллетеней	5331	893	712	612	330	541	267	248	174	262	278	188	182	89	180	375									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	97	12	25	10	3	9	3	7	3	4	6	2	4	2	2	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	49	9	10	8	2	5	1	0	0	0	6	2	1	0	0	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	49	5	5	6	4	3	7	2	2	0	2	3	4	1	1	4									
14	Число погашенных неиспользованных открепительных удостоверений	48	3	15	2	1	4	2	7	3	4	0	0	3	2	2	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	29	3	3	3	2	5	0	2	3	2	2	3	0	0	0	1									
		0.53%	0.33%	0.42%	0.48%	0.60%	0.90%	0.00%	0.80%	1.68%	0.73%	0.69%	1.59%	0.00%	0.00%	0.00%	0.26%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	125	18	19	15	14	16	2	0	6	6	4	2	3	7	3	10									
		2.30%	1.97%	2.67%	2.38%	4.18%	2.88%	0.74%	0.00%	3.35%	2.20%	1.38%	1.06%	1.65%	7.61%	1.58%	2.61%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	55	13	7	7	7	1	3	2	2	5	1	1	1	0	3	2									
		1.01%	1.43%	0.98%	1.11%	2.09%	0.18%	1.11%	0.80%	1.12%	1.83%	0.35%	0.53%	0.55%	0.00%	1.58%	0.52%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3553	613	489	370	201	365	190	164	110	198	187	123	131	57	118	237									
		65.31%	67.21%	68.68%	58.82%	60.00%	65.77%	70.11%	65.86%	61.45%	72.53%	64.71%	65.08%	71.98%	61.96%	62.11%	61.88%									
