Выборы Президента Российской Федерации																																																																													
Дата голосования: 02.03.2008																																																																													
																																																																													
Наименование Избирательной комиссии:    Петрозаводская городская №3 (судовая)																																																																													
																																																																													
Сводная таблица результатов выборов																																																																													
																																																																													
	Число участковых избирательных комиссий	70																																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	70																																																																											
																																																																													
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770					
1	"Число избирателей, включенных в списки избирателей"	774	11	12	11	11	11	11	11	11	11	11	11	11	12	11	11	11	10	11	11	12	12	13	13	12	11	11	11	11	11	11	10	11	11	11	10	12	11	10	11	11	10	11	12	12	10	11	10	11	11	10	9	11	11	12	11	11	10	12	11	11	14	11	11	11	11	11	10	11	10	11					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	774	11	12	11	11	11	11	11	11	11	11	11	11	12	11	11	11	10	11	11	12	12	13	13	12	11	11	11	11	11	11	10	11	11	11	10	12	11	10	11	11	10	11	12	12	10	11	10	11	11	10	9	11	11	12	11	11	10	12	11	11	14	11	11	11	11	11	10	11	10	11					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	633	11	0	9	11	11	0	10	10	8	11	11	0	12	11	11	11	10	11	11	11	11	12	0	11	7	8	11	11	11	11	10	9	11	10	10	9	10	9	11	11	10	9	11	9	10	11	10	11	11	9	9	10	0	12	10	11	0	0	11	11	14	11	11	11	11	10	7	10	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	98	0	11	0	0	0	10	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	9	12	0	0	0	0	0	0	0	0	0	0	10	11					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	43	0	1	2	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	4	3	0	0	0	0	0	2	0	1	0	3	1	1	0	0	0	2	1	3	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	3	1	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	633	11	0	9	11	11	0	10	10	8	11	11	0	12	11	11	11	10	11	11	11	11	12	0	11	7	8	11	11	11	11	10	9	11	10	10	9	10	9	11	11	10	9	11	9	10	11	10	11	11	9	9	10	0	12	10	11	0	0	11	11	14	11	11	11	11	10	7	10	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	98	0	11	0	0	0	10	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	9	12	0	0	0	0	0	0	0	0	0	0	10	11					
9	Число недействительных избирательных бюллетеней	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0					
10	Число действительных избирательных бюллетеней	717	11	8	9	11	11	10	10	10	8	11	11	11	12	11	11	11	10	11	11	11	11	12	11	11	7	8	11	11	7	11	10	9	11	10	10	9	10	9	11	11	10	9	11	9	10	11	10	11	11	9	9	10	10	12	10	10	9	12	11	11	14	11	11	10	10	10	6	10	10	11					
11	Число полученных открепительных  удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
