Выборы Президента Российской Федерации																																																																																				
Дата голосования: 04.03.2012																																																																																				
																																																																																				
Наименование Избирательной комиссии:    Норильская городская																																																																																				
																																																																																				
Сводная таблица итогов голосования																																																																																				
																																																																																				
	Число участковых избирательных комиссий	73																																																																																		
	Число участковых избирательных комиссий, приступивших к передаче сведений	73																																																																																		
																																																																																				
		Сумма	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664									
1	Число избирателей, включенных в список избирателей	138237	1996	2040	1533	1685	1898	1676	2185	1908	1669	2137	2431	2716	2121	2244	1850	1465	1559	2222	2199	1831	1536	2346	2179	1396	2210	1883	1990	2353	1968	1946	2226	2044	1906	2491	1736	1963	1046	2555	2558	2139	682	1570	2514	781	1508	1216	1772	1154	1110	1909	1747	1626	1707	1526	1819	1596	1719	1747	1770	2010	1513	1771	1818	2024	1624	1741	2219	2644	2722	1850	2089	2906	1997									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	119211	1600	1700	1250	1350	1700	1450	1800	1650	1400	1850	2050	2400	1750	1950	1550	1250	1350	2000	1900	1650	1300	1950	1850	1250	1900	1600	1700	2050	1650	1800	2000	1750	1650	2100	1450	1650	950	2150	2100	1800	661	1350	2050	800	1350	1000	1500	1000	900	1750	1500	1500	1500	1300	1650	1450	1500	1500	1550	1650	1300	1550	1600	1750	1400	1600	2050	2300	2300	1650	1800	2450	1750									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	81625	1299	1331	890	1035	1268	992	1409	1255	999	1367	1313	1613	1264	1452	1085	909	895	1364	1071	1041	860	1470	1310	825	1172	1068	1055	1229	1115	1208	1273	1159	1069	1346	1023	1010	548	1469	1532	1309	421	906	1515	527	868	699	900	601	701	1307	981	1061	1017	932	1063	960	933	1017	1019	1170	885	1065	984	1245	937	963	1224	1659	1719	1190	1344	1814	1096									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1382	45	11	161	23	19	15	9	23	24	4	15	24	49	5	14	26	11	21	17	6	7	11	25	10	6	27	17	5	14	33	4	16	27	12	17	19	8	56	60	17	57	5	8	17	10	11	9	2	49	18	12	16	11	4	10	10	14	3	7	5	9	5	7	6	16	5	26	21	21	31	15	18	11									
6	Число погашенных избирательных бюллетеней	36204	256	358	199	292	413	443	382	372	377	479	722	763	437	493	451	315	444	615	812	603	433	469	515	415	722	505	628	816	521	559	723	575	554	742	410	621	394	625	508	474	183	439	527	256	472	290	591	397	150	425	507	423	472	364	577	480	553	480	524	475	406	480	609	499	447	632	800	620	560	429	441	618	643									
