Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Саратовская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561					
1	"Число избирателей, внесенных в список избирателей"	36851	1325	781	284	126	616	1568	1542	741	1126	1463	387	1693	1778	241	805	167	2551	1576	1148	1081	254	102	509	346	624	1566	233	421	484	1051	333	929	1045	1191	2161	2540	1490	573					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	37395	1320	800	289	124	639	1620	1570	740	1135	1520	380	1715	1815	238	820	168	2600	1610	1160	1100	260	103	533	350	640	1565	236	420	485	1060	335	945	1045	1215	2215	2530	1520	575					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	32446	1238	640	259	118	496	1487	1323	643	962	1247	317	1573	1659	166	767	145	2417	1402	971	843	230	61	409	332	530	1375	207	410	448	972	162	821	962	989	1989	2193	1176	507					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2110	34	110	21	5	51	54	68	57	74	99	52	45	23	52	18	8	29	71	121	217	13	40	19	8	45	54	21	5	17	49	36	81	53	142	42	38	209	29					
6	Число погашенных избирательных бюллетеней	2839	48	50	9	1	92	79	179	40	99	174	11	97	133	20	35	15	154	137	68	40	17	2	105	10	65	136	8	5	20	39	137	43	30	84	184	299	135	39					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2110	34	110	21	5	51	54	68	57	74	99	52	45	23	52	18	8	29	71	121	217	13	40	19	8	45	54	21	5	17	49	36	81	53	142	42	38	209	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32446	1238	640	259	118	496	1487	1323	643	962	1247	317	1573	1659	166	767	145	2417	1402	971	843	230	61	409	332	530	1375	207	410	448	972	162	821	962	989	1989	2193	1176	507					
9	Число недействительных избирательных бюллетеней	111	1	0	0	0	3	2	5	3	0	0	0	10	0	0	0	0	0	0	0	1	1	1	9	0	2	7	0	3	4	1	4	3	0	0	0	48	3	0					
10	Число действительных избирательных бюллетеней	34445	1271	750	280	123	544	1539	1386	697	1036	1346	369	1608	1682	218	785	153	2446	1473	1092	1059	242	100	419	340	573	1422	228	412	461	1020	194	899	1015	1131	2031	2183	1382	536					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	671	19	23	7	2	21	45	24	5	16	40	7	20	25	3	15	6	35	22	16	22	7	2	13	5	18	27	2	5	5	11	3	17	9	8	50	62	38	16					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	671	19	23	7	2	21	45	24	5	16	40	7	20	25	3	15	6	35	22	16	22	7	2	13	5	18	27	2	5	5	11	3	17	9	8	50	62	38	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	317	21	7	4	4	0	2	12	4	7	5	8	10	6	3	16	0	14	5	4	8	7	4	7	4	4	35	1	5	8	3	4	7	25	3	15	10	18	17					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
