Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Касимовская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110					
1	"Число избирателей, внесенных в списки избирателей"	26283	532	618	364	355	320	139	246	530	129	134	469	221	170	553	437	341	179	284	845	316	384	351	355	106	1378	927	296	833	160	205	772	596	403	278	293	693	354	198	364	355	780	401	195	307	1163	703	184	1663	1240	235	1393	1536					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	25846	530	621	358	347	313	136	248	525	130	132	462	223	169	550	432	346	168	281	849	318	383	344	358	96	1200	931	295	822	159	204	771	570	393	283	291	682	340	199	348	351	781	399	190	300	1150	687	187	1637	1232	235	1375	1515					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11698	260	252	95	140	133	28	85	205	69	61	261	113	81	217	153	138	93	131	461	185	188	130	144	25	750	323	94	368	94	73	243	222	140	54	125	290	66	99	222	180	351	193	105	167	599	339	46	760	658	51	626	812					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4078	81	147	131	93	78	74	92	135	27	37	40	44	54	86	119	81	42	70	26	29	73	67	67	47	54	151	63	164	7	63	140	134	75	138	76	147	173	27	65	32	60	69	14	51	49	19	58	93	65	70	120	161					
6	Число погашенных избирательных бюллетеней	10070	189	222	132	114	102	34	71	185	34	34	161	66	34	247	160	127	33	80	362	104	122	147	147	24	396	457	138	290	58	68	388	214	178	91	90	245	101	73	61	139	370	137	71	82	502	329	83	784	509	114	629	542					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4078	81	147	131	93	78	74	92	135	27	37	40	44	54	86	119	81	42	70	26	29	73	67	67	47	54	151	63	164	7	63	140	134	75	138	76	147	173	27	65	32	60	69	14	51	49	19	58	93	65	70	120	161					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11697	260	252	95	140	133	28	85	204	69	61	261	113	81	217	153	138	93	131	461	185	188	130	144	25	750	323	94	368	94	73	243	222	140	54	125	290	66	99	222	180	351	193	105	167	599	339	46	760	658	51	626	812					
9	Число недействительных избирательных бюллетеней	127	4	1	0	3	0	0	2	6	0	0	2	1	2	0	0	1	0	5	5	0	2	0	1	0	6	3	0	8	2	1	2	2	0	0	4	3	1	1	4	0	2	3	0	1	9	4	0	15	6	0	4	11					
10	Число действительных избирательных бюллетеней	15648	337	398	226	230	211	102	175	333	96	98	299	156	133	303	272	218	135	196	482	214	259	197	210	72	798	471	157	524	99	135	381	354	215	192	197	434	238	125	283	212	409	259	119	217	639	354	104	838	717	121	742	962					
