Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Касимовская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105					
1	"Число избирателей, внесенных в список избирателей"	25432	479	583	319	311	270	128	238	517	548	188	511	241	137	420	321	144	234	813	327	327	391	1463	393	803	436	805	168	177	995	737	534	638	378	190	351	372	740	433	181	315	1236	656	153	1650	1124	182	1383	1492					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25296	480	580	330	310	293	121	246	533	563	188	523	236	140	405	317	143	234	830	330	320	380	1400	393	800	445	800	169	174	1000	760	540	600	380	189	350	380	760	450	189	320	1180	675	152	1650	1150	188	1300	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11147	241	232	79	115	126	31	81	221	292	58	218	104	70	193	102	66	118	356	131	143	162	799	143	354	120	326	97	60	299	241	150	278	55	90	145	168	356	200	88	157	675	310	40	789	596	29	659	784					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3948	74	144	109	55	34	67	76	103	77	80	100	47	39	103	73	37	45	70	63	32	70	104	82	116	146	147	9	52	227	122	176	134	217	24	60	17	55	47	14	47	62	25	54	202	47	47	137	80					
6	Число погашенных избирательных бюллетеней	10201	165	204	142	140	133	23	89	209	194	50	205	85	31	109	142	40	71	404	136	145	148	497	168	330	179	327	63	62	474	397	214	188	108	75	145	195	349	203	87	116	443	340	58	659	507	112	504	536					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3948	74	144	109	55	34	67	76	103	77	80	100	47	39	103	73	37	45	70	63	32	70	104	82	116	146	147	9	52	227	122	176	134	217	24	60	17	55	47	14	47	62	25	54	202	47	47	137	80					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11143	241	232	79	115	126	31	81	221	292	58	218	104	70	193	102	66	118	356	131	143	162	799	143	354	120	326	97	60	299	241	150	278	55	90	145	168	356	200	88	157	672	310	40	789	595	29	659	784					
9	Число недействительных избирательных бюллетеней	200	2	2	2	0	11	0	0	7	3	2	0	0	3	0	1	0	2	6	0	2	2	8	1	4	0	3	0	0	2	2	10	5	0	1	3	2	4	0	1	0	11	4	0	13	8	2	5	66					
10	Число действительных избирательных бюллетеней	14891	313	374	186	170	149	98	157	317	366	136	318	151	106	296	174	103	161	420	194	173	230	895	224	466	266	470	106	112	524	361	316	407	272	113	202	183	407	247	101	204	723	331	94	978	634	74	791	798					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	374	4	9	11	8	15	0	6	9	13	3	9	3	3	7	3	3	3	14	3	7	3	20	5	29	4	4	3	3	14	9	4	6	3	3	6	9	18	8	6	3	13	11	3	10	10	3	12	19					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	307	4	9	11	4	14	0	5	9	13	0	8	1	1	6	0	0	3	13	1	6	3	18	5	27	3	1	0	2	12	8	2	4	1	0	5	7	18	7	5	2	11	10	1	9	8	0	11	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	336	3	6	3	2	0	7	1	3	10	2	1	5	2	5	7	2	2	12	0	9	11	18	5	28	4	8	3	5	7	1	5	10	0	4	5	4	3	3	2	2	70	3	2	11	1	1	34	4					
14	Число погашенных неиспользованных открепительных удостоверений	67	0	0	0	4	1	0	1	0	0	3	1	2	2	1	3	3	0	1	2	1	0	2	0	2	1	3	3	1	2	1	2	2	2	3	1	2	0	1	1	1	2	1	2	1	2	3	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	175	3	7	3	1	4	1	3	8	10	0	1	2	1	2	2	1	0	10	0	1	5	10	3	7	7	5	1	0	9	7	4	2	1	0	2	1	2	1	3	5	8	3	0	4	6	0	8	11					
