Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Карсунская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244					
1	"Число избирателей, внесенных в списки"	23495	2093	2364	2002	304	243	708	576	602	87	915	359	521	548	136	242	126	349	332	292	893	957	684	402	612	166	616	325	694	155	2347	777	976	413	191	488					
2	"Число бюллетеней, полученных участковыми комиссиями"	23443	2089	2361	1978	296	240	711	574	605	87	871	359	515	555	135	243	126	350	331	291	897	961	691	402	613	166	616	324	691	155	2358	780	977	412	191	492					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12382	922	1156	1033	157	121	385	334	332	60	541	181	328	270	108	152	72	157	196	164	387	431	408	201	359	111	346	208	370	105	1232	383	524	268	110	270					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	924	44	53	58	5	4	36	16	55	11	31	13	10	54	0	0	21	25	37	15	37	50	28	59	39	6	38	23	47	10	25	10	15	19	20	10					
6	Число погашенных бюллетеней	10137	1123	1152	887	134	115	290	224	218	16	299	165	177	231	27	91	33	168	98	112	473	480	255	142	215	49	232	93	274	40	1101	387	438	125	61	212					
7	Число бюллетеней в переносных ящиках для голосования	924	44	53	58	5	4	36	16	55	11	31	13	10	54	0	0	21	25	37	15	37	50	28	59	39	6	38	23	47	10	25	10	15	19	20	10					
8	Число бюллетеней в стационарных ящиках для голосования	12379	921	1156	1033	157	121	385	334	332	60	541	181	328	270	108	152	72	157	196	164	387	431	408	201	359	111	346	208	370	105	1230	383	524	268	110	270					
9	Число недействительных бюллетеней	401	19	25	11	11	7	7	18	26	0	8	33	4	24	3	5	2	7	7	9	7	20	0	2	12	26	16	10	2	0	19	15	15	1	0	30					
10	Число действительных бюллетеней	12902	946	1184	1080	151	118	414	332	361	71	564	161	334	300	105	147	91	175	226	170	417	461	436	258	386	91	368	221	415	115	1236	378	524	286	130	250					
