Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Дивеевская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962					
1	"Число избирателей, внесенных в списки избирателей"	13381	712	389	549	1789	1373	1845	591	470	189	483	545	119	100	248	265	234	2389	200	272	509	110					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12890	700	400	550	1700	1300	1700	600	450	190	500	550	120	100	250	260	240	2200	200	270	500	110					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7599	332	288	331	1060	702	1028	348	279	155	313	334	57	48	185	174	91	1242	135	142	281	74					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1075	102	37	69	67	125	51	64	44	15	28	55	16	22	25	29	30	152	15	51	62	16					
6	Число погашенных избирательных бюллетеней	4216	266	75	150	573	473	621	188	127	20	159	161	47	30	40	57	119	806	50	77	157	20					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1075	102	37	69	67	125	51	64	44	15	28	55	16	22	25	29	30	152	15	51	62	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7597	332	288	331	1059	701	1028	348	279	155	313	334	57	48	185	174	91	1242	135	142	281	74					
9	Число недействительных избирательных бюллетеней	125	7	1	5	11	19	21	11	3	4	3	2	2	1	0	2	3	23	3	0	2	2					
10	Число действительных избирательных бюллетеней	8547	427	324	395	1115	807	1058	401	320	166	338	387	71	69	210	201	118	1371	147	193	341	88					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	393	20	25	20	23	25	20	20	20	15	15	15	10	10	15	20	10	55	15	10	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	277	10	23	14	23	25	20	20	16	9	10	3	2	0	15	15	10	24	15	4	16	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	139	4	2	6	16	17	25	2	7	3	0	1	5	6	4	6	4	15	5	3	5	3					
14	Число погашенных неиспользованных открепительных удостоверений	116	10	2	6	0	0	0	0	4	6	5	12	8	10	0	5	0	31	0	6	4	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	207	9	22	15	16	15	19	18	7	2	8	8	3	1	2	13	3	18	3	5	19	1					
		2.39%	2.07%	6.77%	3.75%	1.42%	1.82%	1.76%	4.37%	2.17%	1.18%	2.35%	2.06%	4.11%	1.43%	0.95%	6.40%	2.48%	1.29%	2.00%	2.59%	5.54%	1.11%					
19	2.Всероссийская политическая партия «Гражданская Сила»	29	5	0	1	4	3	5	2	1	0	0	1	0	1	0	0	1	2	1	1	1	0					
		0.33%	1.15%	0.00%	0.25%	0.36%	0.36%	0.46%	0.49%	0.31%	0.00%	0.00%	0.26%	0.00%	1.43%	0.00%	0.00%	0.83%	0.14%	0.67%	0.52%	0.29%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	0	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0					
		0.09%	0.00%	0.31%	0.25%	0.18%	0.12%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.29%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	846	50	19	46	155	65	135	46	35	7	40	14	10	4	17	20	7	121	13	27	12	3					
		9.76%	11.52%	5.85%	11.50%	13.77%	7.87%	12.51%	11.17%	10.84%	4.12%	11.73%	3.60%	13.70%	5.71%	8.10%	9.85%	5.79%	8.68%	8.67%	13.99%	3.50%	3.33%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	6	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0					
		0.07%	0.00%	0.00%	0.25%	0.09%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	13	1	1	0	1	1	0	4	1	0	1	0	0	0	0	0	1	1	0	1	0	0					
		0.15%	0.23%	0.31%	0.00%	0.09%	0.12%	0.00%	0.97%	0.31%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.07%	0.00%	0.52%	0.00%	0.00%					
