Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
Наименование Избирательной комиссии:    Аскизская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225					
1	"Число избирателей, внесенных в списки избирателей"	29430	1594	1798	1468	339	345	169	1358	1801	372	740	804	288	147	364	642	193	113	113	429	1028	106	504	63	134	61	571	274	796	274	161	59	212	1174	734	1136	1385	1478	121	1409	123	506	1294	1553	416	315	266	97	103					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	27900	1440	1765	1440	275	300	135	1290	1650	340	660	800	255	130	380	650	180	100	100	430	1010	90	500	60	130	55	575	260	770	250	150	50	190	1080	690	1180	1300	1360	120	1350	120	490	1280	1470	390	235	250	90	85					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16873	874	1051	873	206	272	111	681	915	212	388	447	155	102	203	373	141	84	97	293	581	81	308	43	87	51	264	155	432	163	86	40	132	639	361	652	1032	1006	84	829	70	237	682	758	199	138	161	61	63					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1455	145	28	24	10	12	10	61	65	26	21	32	32	1	29	29	8	5	0	23	66	0	20	7	10	0	66	22	49	22	28	3	11	70	44	121	41	75	9	81	28	0	21	24	9	54	6	4	3					
6	Число погашенных избирательных бюллетеней	9572	421	686	543	59	16	14	548	670	102	251	321	68	27	148	248	31	11	3	114	363	9	172	10	33	4	245	83	289	65	36	7	47	371	285	407	227	279	27	440	22	253	577	688	182	43	83	25	19					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1455	145	28	24	10	12	10	61	65	26	21	32	32	1	29	29	8	5	0	23	66	0	20	7	10	0	66	22	49	22	28	3	11	70	44	121	41	75	9	81	28	0	21	24	9	54	6	4	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16873	874	1051	873	206	272	111	681	915	212	388	447	155	102	203	373	141	84	97	293	581	81	308	43	87	51	264	155	432	163	86	40	132	639	361	652	1032	1006	84	829	70	237	682	758	199	138	161	61	63					
9	Число недействительных избирательных бюллетеней	194	6	8	10	0	3	4	2	17	8	5	5	0	1	0	3	6	1	0	3	18	1	0	0	1	0	16	2	1	0	0	0	6	8	1	7	17	7	2	5	0	3	5	8	1	2	0	1	0					
10	Число действительных избирательных бюллетеней	18134	1013	1071	887	216	281	117	740	963	230	404	474	187	102	232	399	143	88	97	313	629	80	328	50	96	51	314	175	480	185	114	43	137	701	404	766	1056	1074	91	905	98	234	698	774	207	190	167	64	66					
