Выборы Президента Российской Федерации																																															
Дата голосования: 02.03.2008																																															
																																															
Наименование Избирательной комиссии:    Собинская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
	Число участковых избирательных комиссий	40																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																													
																																															
		Сумма	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250					
1	"Число избирателей, включенных в списки избирателей"	49958	752	648	407	399	1134	563	1540	720	144	347	550	662	544	222	1914	2315	2210	502	752	208	615	175	824	315	419	2448	2140	2145	2046	2020	2101	2142	2092	2220	2110	1927	1788	1969	1898	2031					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	48940	700	650	390	370	1090	550	1560	700	140	330	560	660	540	220	1900	2300	2200	490	760	220	580	170	810	300	400	2100	2100	2100	2000	2000	2100	2100	2000	2200	2100	1950	1800	1900	1900	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	20230	232	427	178	82	634	150	627	328	73	139	264	241	196	135	867	1097	964	184	403	98	343	104	409	179	310	665	789	760	696	798	819	846	700	934	753	727	774	807	829	669					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	4197	291	62	117	203	54	171	58	44	3	74	51	73	87	18	117	24	99	122	60	39	84	19	69	35	44	459	136	252	264	109	106	86	151	107	74	51	53	76	106	149					
6	Число погашенных избирательных бюллетеней	24513	177	161	95	85	402	229	875	328	64	117	245	346	257	67	916	1179	1137	184	297	83	153	47	332	86	46	976	1175	1088	1040	1093	1175	1168	1149	1159	1273	1172	973	1017	965	1182					
