Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Пестяковская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643					
1	"Число избирателей, внесенных в списки избирателей"	6442	294	421	274	250	96	91	102	407	285	142	111	214	266	1710	1779					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6385	290	400	270	250	95	90	100	400	280	140	100	200	270	1700	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3450	159	198	136	156	46	40	60	200	115	58	60	112	148	957	1005					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	724	35	54	70	35	11	16	11	44	48	38	25	46	65	113	113					
6	Число погашенных избирательных бюллетеней	2211	96	148	64	59	38	34	29	156	117	44	15	42	57	630	682					
7	Число избирательных бюллетеней в переносных ящиках для голосования	724	35	54	70	35	11	16	11	44	48	38	25	46	65	113	113					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3449	159	198	136	156	46	40	60	200	115	58	60	112	148	957	1004					
9	Число недействительных избирательных бюллетеней	31	1	1	2	0	0	0	1	2	2	0	0	2	1	8	11					
10	Число действительных избирательных бюллетеней	4142	193	251	204	191	57	56	70	242	161	96	85	156	212	1062	1106					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	125	5	5	5	17	3	3	3	5	5	3	3	5	5	27	31					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	79	2	2	1	16	0	3	0	4	3	2	0	1	5	18	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	47	3	3	3	4	2	5	1	2	5	3	1	3	0	6	6					
14	Число погашенных неиспользованных открепительных удостоверений	46	3	3	4	1	3	0	3	1	2	1	3	4	0	9	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	179	20	9	8	8	5	1	0	12	3	4	0	2	5	44	58					
		4.29%	10.31%	3.57%	3.88%	4.19%	8.77%	1.79%	0.00%	4.92%	1.84%	4.17%	0.00%	1.27%	2.35%	4.11%	5.19%					
19	2.Всероссийская политическая партия «Гражданская Сила»	12	0	1	1	1	0	0	0	1	0	0	0	0	2	2	4					
		0.29%	0.00%	0.40%	0.49%	0.52%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.94%	0.19%	0.36%					
20	3.Политическая партия «Демократическая партия России»	6	0	0	1	0	2	0	0	0	0	0	0	1	0	2	0					
		0.14%	0.00%	0.00%	0.49%	0.00%	3.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.19%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	343	12	35	12	11	5	3	4	11	18	1	10	8	22	97	94					
		8.22%	6.19%	13.89%	5.83%	5.76%	8.77%	5.36%	5.63%	4.51%	11.04%	1.04%	11.76%	5.06%	10.33%	9.07%	8.42%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	30	0	3	0	5	0	6	0	1	0	1	0	2	3	3	6					
		0.72%	0.00%	1.19%	0.00%	2.62%	0.00%	10.71%	0.00%	0.41%	0.00%	1.04%	0.00%	1.27%	1.41%	0.28%	0.54%					
23	6.Политическая партия «Партия социальной справедливости»	12	1	0	2	1	0	0	0	0	0	1	0	0	2	2	3					
		0.29%	0.52%	0.00%	0.97%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.94%	0.19%	0.27%					
24	7.Политическая партия «Либерально-демократическая партия России»	620	16	21	26	22	12	9	9	30	24	7	18	25	30	190	181					
		14.86%	8.25%	8.33%	12.62%	11.52%	21.05%	16.07%	12.68%	12.30%	14.72%	7.29%	21.18%	15.82%	14.08%	17.76%	16.20%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	397	13	35	13	16	1	7	3	15	9	4	10	10	27	118	116					
		9.51%	6.70%	13.89%	6.31%	8.38%	1.75%	12.50%	4.23%	6.15%	5.52%	4.17%	11.76%	6.33%	12.68%	11.03%	10.38%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	36	2	8	4	2	0	0	0	1	1	2	0	0	1	11	4					
		0.86%	1.03%	3.17%	1.94%	1.05%	0.00%	0.00%	0.00%	0.41%	0.61%	2.08%	0.00%	0.00%	0.47%	1.03%	0.36%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2487	129	137	137	124	32	29	54	171	106	76	47	108	120	584	633					
		59.60%	66.49%	54.37%	66.50%	64.92%	56.14%	51.79%	76.06%	70.08%	65.03%	79.17%	55.29%	68.35%	56.34%	54.58%	56.67%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	20	0	2	0	1	0	1	0	0	0	0	0	0	0	9	7					
		0.48%	0.00%	0.79%	0.00%	0.52%	0.00%	1.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.63%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
