Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
"Наименование Избирательной комиссии:    Тверь, Центральная"																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217					
1	"Число избирателей, внесенных в списки"	49514	2538	2578	2302	1023	1554	1845	1871	1759	2129	2251	2071	2012	2387	2231	2381	2162	2166	2668	2191	1870	2649	2755	1897	111	64	49					
2	"Число бюллетеней, полученных участковыми комиссиями"	48227	2500	2500	2200	1000	1500	1800	1800	1700	2100	2200	2000	1900	2300	2200	2300	2100	2100	2700	2100	1800	2600	2700	1900	111	65	51					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	28409	1517	1430	1194	612	972	1021	1177	1044	1187	1254	1185	1049	1380	1108	1422	1247	1183	1638	1293	1228	1412	1515	1203	49	47	42					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	678	28	17	35	18	32	27	26	30	27	15	29	28	32	21	29	30	34	12	10	23	38	29	23	62	16	7					
6	Число погашенных бюллетеней	19140	955	1053	971	370	496	752	597	626	886	931	786	823	888	1071	849	823	883	1050	797	549	1150	1156	674	0	2	2					
7	Число бюллетеней в переносных ящиках для голосования	678	28	17	35	18	32	27	26	30	27	15	29	28	32	21	29	30	34	12	10	23	38	29	23	62	16	7					
8	Число бюллетеней в стационарных ящиках для голосования	28378	1514	1430	1193	612	967	1021	1175	1041	1187	1254	1184	1049	1379	1107	1421	1245	1183	1637	1293	1226	1407	1512	1203	49	47	42					
9	Число недействительных бюллетеней	343	18	21	15	4	8	10	19	7	33	15	5	16	18	16	14	20	9	13	24	4	18	21	11	1	2	1					
10	Число действительных бюллетеней	28713	1524	1426	1213	626	991	1038	1182	1064	1181	1254	1208	1061	1393	1112	1436	1255	1208	1636	1279	1245	1427	1520	1215	110	61	48					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1155	70	70	40	80	70	65	70	30	30	30	30	100	30	100	30	45	40	35	35	35	40	30	50	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	532	35	21	23	5	18	19	24	26	15	16	22	25	25	56	28	21	23	23	19	28	24	22	14	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	467	18	15	11	8	21	16	26	23	9	11	20	14	10	16	13	16	15	19	34	14	12	21	12	38	42	13					
14	Число погашенных открепительных удостоверений	623	35	49	17	75	52	46	46	4	15	14	8	75	5	44	2	24	17	12	16	7	16	8	36	0	0	0					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	265	9	14	11	7	7	12	5	12	5	13	16	11	12	8	20	13	8	11	13	9	16	17	8	3	1	4					
		0.91%	0.58%	0.96%	0.89%	1.11%	0.70%	1.14%	0.41%	1.12%	0.41%	1.02%	1.31%	1.02%	0.85%	0.70%	1.37%	1.01%	0.65%	0.66%	0.99%	0.72%	1.10%	1.10%	0.65%	2.70%	1.58%	8.16%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2897	162	137	151	70	116	142	142	107	174	159	116	85	125	96	121	91	118	163	120	137	106	128	116	7	7	1					
		9.97%	10.50%	9.46%	12.29%	11.11%	11.61%	13.54%	11.82%	9.99%	14.33%	12.52%	9.56%	7.89%	8.85%	8.51%	8.34%	7.13%	9.69%	9.88%	9.20%	10.96%	7.33%	8.30%	9.46%	6.30%	11.11%	2.04%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1097	71	51	36	30	36	37	43	41	44	36	54	53	53	48	64	41	38	81	33	39	58	59	44	2	3	2					
		3.77%	4.60%	3.52%	2.93%	4.76%	3.60%	3.53%	3.58%	3.82%	3.62%	2.83%	4.45%	4.92%	3.75%	4.25%	4.41%	3.21%	3.12%	4.91%	2.53%	3.12%	4.01%	3.82%	3.58%	1.80%	4.76%	4.08%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2077	120	97	86	59	85	92	111	98	110	109	93	64	80	61	77	83	71	122	89	90	96	93	78	7	2	4					
		7.14%	7.78%	6.70%	7.00%	9.36%	8.50%	8.77%	9.24%	9.15%	9.06%	8.58%	7.66%	5.94%	5.66%	5.40%	5.31%	6.50%	5.83%	7.39%	6.83%	7.20%	6.64%	6.03%	6.36%	6.30%	3.17%	8.16%					
22	"5. ""За Русь Святую"""	385	26	19	31	7	10	13	13	11	15	11	13	17	13	10	10	26	8	36	21	17	18	21	17	1	0	1					
		1.32%	1.68%	1.31%	2.52%	1.11%	1.00%	1.24%	1.08%	1.02%	1.23%	0.86%	1.07%	1.57%	0.92%	0.88%	0.68%	2.03%	0.65%	2.18%	1.61%	1.36%	1.24%	1.36%	1.38%	0.90%	0.0%	2.04%					
23	"6. ""Объединенная Российская партия ""Русь"""	58	2	5	3	0	3	2	3	3	1	0	3	3	3	1	3	3	5	4	4	1	0	3	3	0	0	0					
		0.19%	0.12%	0.34%	0.24%	0.0%	0.30%	0.19%	0.24%	0.28%	0.08%	0.0%	0.24%	0.27%	0.21%	0.08%	0.20%	0.23%	0.41%	0.24%	0.30%	0.08%	0.0%	0.19%	0.24%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	408	25	18	22	5	13	16	13	16	11	18	11	17	25	13	13	14	19	34	18	17	24	19	26	1	0	0					
		1.40%	1.62%	1.24%	1.79%	0.79%	1.30%	1.52%	1.08%	1.49%	0.90%	1.41%	0.90%	1.57%	1.77%	1.15%	0.89%	1.09%	1.56%	2.06%	1.38%	1.36%	1.66%	1.23%	2.12%	0.90%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	40	2	3	3	0	1	0	3	1	1	4	0	1	0	2	3	1	0	5	2	0	5	2	1	0	0	0					
