Выборы Президента Российской Федерации																																																																																																					
Дата голосования: 04.03.2012																																																																																																					
																																																																																																					
Наименование Избирательной комиссии:    Балашовская																																																																																																					
																																																																																																					
Сводная таблица итогов голосования																																																																																																					
																																																																																																					
	Число участковых избирательных комиссий	90																																																																																																			
	Число участковых избирательных комиссий, приступивших к передаче сведений	90																																																																																																			
																																																																																																					
		Сумма	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677									
1	Число избирателей, включенных в список избирателей	90826	1221	1351	788	1354	531	1300	1174	1154	1126	1488	838	705	855	1733	1043	1681	1394	1435	908	829	1411	1212	1196	1589	1413	1221	1239	1073	1208	1481	1277	1243	1072	1635	1323	1985	1537	1833	1296	1268	1755	1040	2043	1739	1638	1030	2577	1597	1771	498	287	179	841	1011	589	390	511	210	114	657	212	71	874	229	611	158	296	708	951	307	1201	403	1537	532	379	1915	971	187	234	174	809	263	833	806	550	613	1483	422	1769	431									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	90880	1250	1350	800	1300	500	1250	1200	1050	1100	1500	850	700	850	1780	1050	1650	1400	1300	900	800	1400	1150	1150	1650	1390	1250	1250	1050	1250	1500	1300	1250	1050	1600	1350	2050	1250	1850	1300	1200	1800	1050	2050	1800	1650	900	2600	1650	1800	500	300	200	850	1000	600	400	520	210	120	650	230	70	900	250	650	160	300	700	1000	320	1250	400	1550	540	380	1950	1000	200	240	170	830	260	850	820	570	630	1500	430	1800	460									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	48354	516	583	385	704	282	574	719	529	643	813	405	384	425	1077	542	821	694	738	449	465	572	607	554	990	1017	630	539	558	685	983	566	571	415	891	624	1110	1143	1069	744	678	938	614	1182	1051	841	580	1520	871	1121	295	137	80	734	469	296	217	252	121	51	353	108	51	464	107	327	84	166	369	556	195	617	188	632	304	164	950	410	77	131	90	397	140	486	309	264	235	689	218	927	282									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	6578	86	123	38	33	149	72	28	218	26	60	71	56	28	24	69	87	79	136	83	38	29	95	47	39	39	55	55	249	56	86	368	249	261	29	54	33	6	25	60	20	100	47	86	52	78	133	71	59	25	44	39	19	0	111	52	75	47	26	42	31	16	7	104	41	99	33	39	53	64	10	74	40	73	32	51	110	205	60	44	28	67	29	50	309	106	85	133	40	75	5									
6	Число погашенных избирательных бюллетеней	35948	648	644	377	563	69	604	453	303	431	627	374	260	397	679	439	742	627	426	368	297	799	448	549	621	334	565	656	243	509	431	366	430	374	680	672	907	101	756	496	502	762	389	782	697	731	187	1009	720	654	161	124	101	116	420	252	108	221	63	27	266	106	12	332	102	224	43	95	278	380	115	559	172	845	204	165	890	385	63	65	52	366	91	314	202	200	310	678	172	798	173									
