Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Володарская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93					
1	"Число избирателей, внесенных в списки"	33562	2594	2112	2387	665	77	1467	1200	455	814	354	680	424	1819	138	324	65	297	261	877	177	206	966	428	521	978	202	641	931	428	103	90	837	545	540	816	2007	1785	1801	1310	209	265	308	458					
2	"Число бюллетеней, полученных участковыми комиссиями"	33711	2524	2068	2346	665	123	1470	1212	449	807	350	674	433	1851	219	324	92	294	263	875	174	294	965	425	530	978	200	631	940	428	104	88	837	545	558	827	2013	1790	1795	1319	203	269	308	451					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15350	1040	937	956	346	75	596	328	331	453	195	318	189	689	117	217	54	118	91	509	117	169	300	240	271	403	124	330	469	234	67	68	414	318	327	325	752	899	757	539	145	127	156	240					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2092	45	62	33	35	2	104	241	9	42	21	81	37	57	21	25	11	45	36	60	5	37	184	43	12	72	15	29	72	16	3	5	78	19	9	74	72	89	80	73	14	28	45	51					
6	Число погашенных бюллетеней	16269	1439	1069	1357	284	46	770	643	109	312	134	275	207	1105	81	82	27	131	136	306	52	88	481	142	247	503	61	272	399	178	34	15	345	208	222	428	1189	802	958	707	44	114	107	160					
7	Число бюллетеней в переносных ящиках для голосования	2092	45	62	33	35	2	104	241	9	42	21	81	37	57	21	25	11	45	36	60	5	37	184	43	12	72	15	29	72	16	3	5	78	19	9	74	72	89	80	73	14	28	45	51					
8	Число бюллетеней в стационарных ящиках для голосования	15336	1040	937	956	346	75	596	328	331	453	195	318	189	689	117	217	54	118	91	509	117	169	300	240	271	402	124	321	469	234	67	68	414	318	327	325	752	898	754	539	145	127	156	240					
9	Число недействительных бюллетеней	494	33	13	11	13	5	15	21	2	38	2	7	5	36	1	8	4	10	3	8	1	0	13	18	14	28	10	2	9	13	3	1	4	16	17	15	18	23	18	22	2	2	3	7					
10	Число действительных бюллетеней	16934	1052	986	978	368	72	685	548	338	457	214	392	221	710	137	234	61	153	124	561	121	206	471	265	269	446	129	348	532	237	67	72	488	321	319	384	806	964	816	590	157	153	198	284					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	7	11	7	7	2	7	7	4	4	4	4	7	7	4	4	2	4	4	4	3	4	4	4	4	4	3	4	4	4	3	2	4	4	4	4	7	7	7	7	3	3	3	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	83	7	9	4	6	0	3	5	0	1	2	1	5	3	0	0	0	0	0	0	0	0	2	1	3	1	0	0	4	0	0	0	4	1	4	1	6	1	2	1	0	3	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	47	8	5	1	2	2	1	2	1	2	1	0	0	1	0	0	0	0	0	1	0	3	0	0	3	1	0	1	1	0	0	2	0	0	0	0	3	2	0	2	0	0	0	2					
14	Число погашенных открепительных удостоверений	117	0	2	3	1	2	4	2	4	3	2	3	2	4	4	4	2	4	4	4	3	4	2	3	1	3	3	4	0	4	3	2	0	3	0	3	1	6	5	6	3	0	1	3					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	"1. ""ЕДИНЕНИЕ"""	708	18	21	44	21	8	21	25	13	31	11	30	9	22	3	8	2	11	9	23	11	10	19	25	11	17	4	20	36	18	4	13	23	11	9	22	16	14	36	23	5	8	8	15					
		4.06%	1.65%	2.10%	4.44%	5.51%	10.38%	3.0%	4.39%	3.82%	6.26%	5.09%	7.51%	3.98%	2.94%	2.17%	3.30%	3.07%	6.74%	7.08%	4.04%	9.01%	4.85%	3.92%	8.83%	3.88%	3.58%	2.87%	5.71%	6.65%	7.2%	5.71%	17.80%	4.67%	3.26%	2.67%	5.51%	1.94%	1.41%	4.31%	3.75%	3.14%	5.16%	3.98%	5.15%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	277	18	16	22	5	3	8	4	7	7	4	6	5	10	3	4	0	6	1	5	0	2	13	8	5	13	4	6	13	2	0	0	4	8	6	14	10	8	9	8	0	4	1	5					
		1.58%	1.65%	1.60%	2.22%	1.31%	3.89%	1.14%	0.70%	2.05%	1.41%	1.85%	1.50%	2.21%	1.34%	2.17%	1.65%	0.0%	3.68%	0.78%	0.87%	0.0%	0.97%	2.68%	2.82%	1.76%	2.74%	2.87%	1.71%	2.40%	0.8%	0.0%	0.0%	0.81%	2.37%	1.78%	3.50%	1.21%	0.81%	1.07%	1.30%	0.0%	2.58%	0.49%	1.71%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	416	21	24	19	9	3	23	18	10	9	9	10	2	26	4	3	3	9	0	8	2	7	11	2	1	10	8	7	11	2	0	1	20	6	8	18	19	18	22	17	0	3	6	7					
		2.38%	1.93%	2.40%	1.92%	2.36%	3.89%	3.28%	3.16%	2.94%	1.81%	4.16%	2.50%	0.88%	3.48%	2.89%	1.23%	4.61%	5.52%	0.0%	1.40%	1.63%	3.39%	2.27%	0.70%	0.35%	2.10%	5.75%	2.0%	2.03%	0.8%	0.0%	1.36%	4.06%	1.78%	2.38%	4.51%	2.30%	1.82%	2.63%	2.77%	0.0%	1.93%	2.98%	2.40%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	194	7	13	9	2	2	3	3	1	5	2	7	4	12	0	1	0	2	1	17	1	1	7	4	5	5	0	2	10	1	1	2	3	3	0	3	20	10	8	8	0	2	2	5					
		1.11%	0.64%	1.30%	0.91%	0.52%	2.59%	0.42%	0.52%	0.29%	1.01%	0.92%	1.75%	1.76%	1.60%	0.0%	0.41%	0.0%	1.22%	0.78%	2.98%	0.81%	0.48%	1.44%	1.41%	1.76%	1.05%	0.0%	0.57%	1.84%	0.4%	1.42%	2.73%	0.60%	0.89%	0.0%	0.75%	2.42%	1.01%	0.95%	1.30%	0.0%	1.29%	0.99%	1.71%					
22	"5. ""За Русь Святую"""	71	3	4	3	0	1	1	8	2	0	1	0	0	1	0	2	0	0	0	2	0	6	4	2	2	1	2	0	1	0	0	0	1	0	0	3	5	12	2	2	0	0	0	0					
		0.40%	0.27%	0.40%	0.30%	0.0%	1.29%	0.14%	1.40%	0.58%	0.0%	0.46%	0.0%	0.0%	0.13%	0.0%	0.82%	0.0%	0.0%	0.0%	0.35%	0.0%	2.91%	0.82%	0.70%	0.70%	0.21%	1.43%	0.0%	0.18%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.75%	0.60%	1.21%	0.23%	0.32%	0.0%	0.0%	0.0%	0.0%					
