Выборы Президента Российской Федерации																																											
																																											
Наименование Избирательной комиссии:    Шекснинская																																											
																																											
Итоги голосования 																																											
																																											
		Сумма	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097					
1	"Число избирателей, внесенных в список"	26217	567	1655	2487	1415	2921	2655	1257	2885	715	2024	89	489	94	111	315	126	209	160	350	123	272	107	448	73	82	1034	139	329	293	144	285	698	96	274	961	335					
2	Число полученных избирательных бюллетеней	24995	500	1500	2200	1300	2800	2500	1200	2900	680	2000	86	464	91	107	275	124	230	162	346	130	273	112	438	72	84	1000	127	329	302	139	272	680	90	277	890	315					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13590	304	897	1348	693	1558	1385	641	1441	324	1109	37	199	36	56	162	58	54	39	176	73	149	58	235	43	50	577	65	165	123	47	172	455	61	109	580	111					
5	"Число избирательных бюллетеней, выданных вне помещения"	2198	69	13	107	54	17	7	14	171	96	36	17	110	23	15	67	20	110	82	100	20	80	33	99	15	10	88	23	59	80	52	28	139	11	98	114	121					
6	Число погашенных избирательных бюллетеней	9207	127	590	745	553	1225	1108	545	1288	260	855	32	155	32	36	46	46	66	41	70	37	44	21	104	14	24	335	39	105	99	40	72	86	18	70	196	83					
7	Число избирательных бюллетеней в переносных ящиках	2198	69	13	107	54	17	7	14	171	96	36	17	110	23	15	67	20	110	82	100	20	80	33	99	15	10	88	23	59	80	52	28	139	11	98	114	121					
8	Число бюллетеней в стационарных ящиках для голосования	13590	304	897	1348	693	1558	1385	641	1441	324	1109	37	199	36	56	162	58	54	39	176	73	149	58	235	43	50	577	65	165	123	47	172	455	61	109	580	111					
9	Число недействительных избирательных бюллетеней	98	1	4	2	8	10	6	2	15	4	4	1	3	0	0	2	1	1	0	0	2	0	1	0	1	0	13	0	0	1	2	0	5	1	1	5	2					
10	Число действительных избирательных бюллетеней	15690	372	906	1453	739	1565	1386	653	1597	416	1141	53	306	59	71	227	77	163	121	276	91	229	90	334	57	60	652	88	224	202	97	200	589	71	206	689	230					
