Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Лосиноостровский район																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №3167	УИК №3168					
1	"Число избирателей, внесенных в списки избирателей"	58310	2649	2326	2488	2308	2705	2313	2267	2151	2698	2943	2606	2865	2815	2723	2736	2717	2816	2487	2735	2471	2713	2603	1029	146					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	46850	2150	1850	1950	1850	2150	1900	1800	1700	2150	2250	2100	2300	2300	2200	2200	2200	2200	2000	2150	1950	2200	2100	1000	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	29913	1485	1119	1227	1056	1304	1069	1172	1130	1373	1566	1290	1538	1298	1435	1324	1433	1433	1261	1478	1274	1243	1282	980	143					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	885	19	48	32	66	43	34	49	29	53	47	24	54	30	57	52	27	33	30	40	25	53	40	0	0					
6	Число погашенных избирательных бюллетеней	16052	646	683	691	728	803	797	579	541	724	637	786	708	972	708	824	740	734	709	632	651	904	778	20	57					
7	Число избирательных бюллетеней в переносных ящиках для голосования	883	19	48	32	66	43	34	49	29	53	47	24	54	30	57	52	27	33	30	40	23	53	40	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29780	1482	1114	1227	1054	1302	1068	1171	1099	1369	1563	1288	1534	1294	1433	1324	1397	1431	1258	1473	1261	1239	1276	980	143					
9	Число недействительных избирательных бюллетеней	394	16	9	19	15	14	15	21	21	23	19	15	20	17	14	14	19	15	13	23	14	18	26	13	1					
10	Число действительных избирательных бюллетеней	30269	1485	1153	1240	1105	1331	1087	1199	1107	1399	1591	1297	1568	1307	1476	1362	1405	1449	1275	1490	1270	1274	1290	967	142					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1160	50	50	50	50	50	50	50	50	50	50	50	60	70	60	70	50	50	50	50	50	50	50	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	895	39	43	29	36	31	42	40	30	34	46	44	50	67	56	56	36	30	35	44	33	35	39	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1066	102	83	66	40	34	17	43	53	32	23	34	66	25	24	49	10	36	28	120	20	20	30	111	0					
14	Число погашенных неиспользованных открепительных удостоверений	265	11	7	21	14	19	8	10	20	16	4	6	10	3	4	14	14	20	15	6	17	15	11	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	131	7	7	5	3	6	4	5	2	4	13	14	4	3	2	3	5	6	6	8	5	6	13	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	988	54	39	25	32	39	37	34	35	63	66	36	46	39	52	37	41	47	33	49	36	44	46	55	3					
