Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Хвалынская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690					
1	"Число избирателей, внесенных в список"	20626	1406	1115	1975	1390	1606	1730	1324	136	543	370	654	522	418	244	581	386	815	226	346	373	374	1820	1932	340					
2	Число полученных избирательных бюллетеней	19800	1250	1000	1850	1250	1500	1600	1250	138	562	374	655	525	434	244	600	396	815	230	348	369	370	1800	1900	340					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15078	785	705	1497	965	953	1327	809	110	478	357	617	417	367	208	453	343	675	198	263	284	316	1283	1342	326					
5	"Число избирательных бюллетеней, выданных вне помещения"	1446	122	114	92	90	91	89	71	14	29	3	7	63	35	27	43	24	62	17	58	62	25	202	95	11					
6	Число погашенных избирательных бюллетеней	3276	343	181	261	195	456	184	370	14	55	14	31	45	32	9	104	29	78	15	27	23	29	315	463	3					
7	Число избирательных бюллетеней в переносных ящиках	1446	122	114	92	90	91	89	71	14	29	3	7	63	35	27	43	24	62	17	58	62	25	202	95	11					
8	Число бюллетеней в стационарных ящиках для голосования	15078	785	705	1497	965	953	1327	809	110	478	357	617	417	367	208	453	343	675	198	263	284	316	1283	1342	326					
9	Число недействительных избирательных бюллетеней	209	9	2	113	0	4	1	19	0	0	0	0	0	0	21	1	7	1	0	0	10	2	3	11	5					
10	Число действительных избирательных бюллетеней	16315	898	817	1476	1055	1040	1415	861	124	507	360	624	480	402	214	495	360	736	215	321	336	339	1482	1426	332					
11	Число полученных открепительных  удостоверений	297	15	7	20	20	15	12	10	5	12	2	5	3	15	2	20	7	5	5	2	3	5	75	30	2					
12	Число выданных открепительных удостоверений	228	9	3	6	6	12	2	10	5	12	0	5	3	15	0	20	7	1	5	2	3	4	75	23	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	97	1	0	4	19	1	3	2	9	3	0	4	2	3	0	6	2	3	1	2	4	4	17	6	1					
14	Число неиспользованных открепительных удостоверений	69	6	4	14	14	3	10	0	0	0	2	0	0	0	2	0	0	4	0	0	0	1	0	7	2					
15	"Число открепительных удостоверений, выданных в ТИК"	40	2	10	6	6	3	5	2	0	2	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	387	27	26	41	21	22	18	27	5	12	11	8	13	7	1	10	7	16	5	8	13	7	41	36	5					
		2.34%	2.98%	3.17%	2.58%	1.99%	2.11%	1.27%	3.07%	4.03%	2.37%	3.06%	1.28%	2.71%	1.74%	0.43%	2.02%	1.91%	2.17%	2.33%	2.49%	3.76%	2.05%	2.76%	2.51%	1.48%					
19	. Малышкин Олег Александрович	279	36	18	28	22	12	19	12	3	6	7	15	11	10	4	9	7	7	8	2	5	4	13	15	6					
		1.69%	3.97%	2.20%	1.76%	2.09%	1.15%	1.34%	1.36%	2.42%	1.18%	1.94%	2.40%	2.29%	2.49%	1.70%	1.81%	1.91%	0.95%	3.72%	0.62%	1.45%	1.17%	0.88%	1.04%	1.78%					
20	. Миронов Сергей Михайлович	94	8	7	9	11	3	7	4	0	0	5	3	3	3	0	3	3	1	0	0	1	0	17	6	0					
		0.57%	0.88%	0.85%	0.57%	1.04%	0.29%	0.49%	0.45%	0.00%	0.00%	1.39%	0.48%	0.62%	0.75%	0.00%	0.60%	0.82%	0.14%	0.00%	0.00%	0.29%	0.00%	1.14%	0.42%	0.00%					
21	. Путин Владимир Владимирович	12552	573	549	1157	812	823	1130	494	84	426	290	501	392	330	192	407	298	523	180	220	284	285	1171	1161	270					
		75.96%	63.18%	67.03%	72.81%	76.97%	78.83%	79.80%	56.14%	67.74%	84.02%	80.56%	80.29%	81.67%	82.09%	81.70%	82.06%	81.20%	70.96%	83.72%	68.54%	82.08%	83.58%	78.86%	80.79%	80.12%					
22	. Хакамада Ирина Муцуовна	246	27	20	36	13	20	19	26	3	6	1	9	2	1	0	5	4	10	1	3	7	5	15	10	3					
		1.49%	2.98%	2.44%	2.27%	1.23%	1.92%	1.34%	2.95%	2.42%	1.18%	0.28%	1.44%	0.42%	0.25%	0.00%	1.01%	1.09%	1.36%	0.47%	0.93%	2.02%	1.47%	1.01%	0.70%	0.89%					
23	. Харитонов Николай Михайлович	2418	185	173	163	145	137	217	232	25	55	41	81	55	46	17	59	33	166	20	84	18	34	199	185	48					
		14.63%	20.40%	21.12%	10.26%	13.74%	13.12%	15.32%	26.36%	20.16%	10.85%	11.39%	12.98%	11.46%	11.44%	7.23%	11.90%	8.99%	22.52%	9.30%	26.17%	5.20%	9.97%	13.40%	12.87%	14.24%					
																															
24	Против всех	339	42	24	42	31	23	5	66	4	2	5	7	4	5	0	2	8	13	1	4	8	4	26	13	0					
		2.05%	4.63%	2.93%	2.64%	2.94%	2.20%	0.35%	7.50%	3.23%	0.39%	1.39%	1.12%	0.83%	1.24%	0.00%	0.40%	2.18%	1.76%	0.47%	1.25%	2.31%	1.17%	1.75%	0.90%	0.00%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
