Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Троицкая																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653					
1	"Число избирателей, внесенных в список избирателей"	21714	1206	1201	1090	1066	2475	866	619	107	133	1218	216	141	83	392	600	164	241	379	111	496	285	456	150	546	93	623	178	507	688	163	152	1148	386	75	1111	288	1476	420	80	85					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21848	1200	1220	1097	1050	2450	870	625	105	130	1250	215	140	82	395	610	170	245	380	105	500	285	460	150	550	95	640	180	510	700	160	155	1170	390	80	1110	290	1500	425	77	82					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9924	550	530	574	498	1022	324	184	64	88	529	98	77	29	182	325	111	107	216	67	276	156	215	74	277	48	307	78	261	317	81	75	539	190	39	432	137	524	218	41	64					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1280	86	87	46	67	119	45	57	0	2	85	23	7	26	11	27	9	20	14	8	20	16	33	10	17	8	26	6	17	48	7	14	51	12	4	67	21	129	22	9	4					
6	Число погашенных избирательных бюллетеней	10644	564	603	477	485	1309	501	384	41	40	636	94	56	27	202	258	50	118	150	30	204	113	212	66	256	39	307	96	232	335	72	66	580	188	37	611	132	847	185	27	14					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1280	86	87	46	67	119	45	57	0	2	85	23	7	26	11	27	9	20	14	8	20	16	33	10	17	8	26	6	17	48	7	14	51	12	4	67	21	129	22	9	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9924	550	530	574	498	1022	324	184	64	88	529	98	77	29	182	325	111	107	216	67	276	156	215	74	277	48	307	78	261	317	81	75	539	190	39	432	137	524	218	41	64					
9	Число недействительных избирательных бюллетеней	241	13	8	8	8	22	6	2	1	4	8	3	2	0	2	9	0	3	4	3	10	10	5	1	11	2	10	1	14	9	2	1	13	2	1	10	2	25	5	1	0					
10	Число действительных избирательных бюллетеней	10963	623	609	612	557	1119	363	239	63	86	606	118	82	55	191	343	120	124	226	72	286	162	243	83	283	54	323	83	264	356	86	88	577	200	42	489	156	628	235	49	68					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	190	16	19	17	17	30	3	3	0	2	19	1	1	0	4	4	0	4	1	0	0	1	3	1	3	2	1	1	5	6	0	1	4	1	0	1	1	17	0	0	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	177	16	17	16	17	30	3	2	0	2	17	0	1	0	4	4	0	4	1	0	0	1	3	1	3	2	1	0	4	5	0	1	4	0	0	1	0	17	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	162	3	0	4	10	3	3	2	2	4	5	4	2	2	5	7	2	6	2	4	5	7	7	4	5	3	5	2	6	5	4	3	7	2	3	9	4	3	2	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	13	0	2	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	4	4	1	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2175	120	113	128	112	217	74	42	5	8	93	20	11	10	27	92	54	41	23	12	69	35	60	19	66	6	53	14	49	67	21	23	133	44	5	68	43	131	44	13	10					
		19.41%	18.87%	18.31%	20.65%	19.82%	19.02%	20.05%	17.43%	7.81%	8.89%	15.15%	16.53%	13.10%	18.18%	13.99%	26.14%	45.00%	32.28%	10.00%	16.00%	23.31%	20.35%	24.19%	22.62%	22.45%	10.71%	15.92%	16.67%	17.63%	18.36%	23.86%	25.84%	22.54%	21.78%	11.63%	13.63%	27.22%	20.06%	18.33%	26.00%	14.71%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1940	110	83	116	74	200	56	39	8	8	99	30	18	18	52	31	11	24	29	20	40	26	31	12	44	12	65	7	39	78	10	9	122	36	15	134	22	133	47	13	19					
		17.32%	17.30%	13.45%	18.71%	13.10%	17.53%	15.18%	16.18%	12.50%	8.89%	16.12%	24.79%	21.43%	32.73%	26.94%	8.81%	9.17%	18.90%	12.61%	26.67%	13.51%	15.12%	12.50%	14.29%	14.97%	21.43%	19.52%	8.33%	14.03%	21.37%	11.36%	10.11%	20.68%	17.82%	34.88%	26.85%	13.92%	20.37%	19.58%	26.00%	27.94%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	89	2	4	1	5	4	8	1	0	3	3	0	1	0	1	4	1	1	1	1	4	0	2	1	4	0	0	0	2	3	3	0	7	3	0	3	2	9	5	0	0					
