Выборы Президента Российской Федерации																																																													
																																																													
Наименование Избирательной комиссии:    Чановская																																																													
																																																													
Итоги голосования 																																																													
																																																													
		Сумма	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137					
1	"Число избирателей, внесенных в список"	21786	1502	1195	742	1264	1490	628	263	491	198	352	495	253	104	102	175	356	140	247	511	148	245	138	209	654	150	247	194	505	67	71	460	132	138	888	597	592	267	136	164	39	297	588	168	360	119	480	495	973	358	420	185	303	116	375					
2	Число полученных избирательных бюллетеней	21980	1530	1200	730	1260	1500	615	265	505	200	355	500	255	105	105	178	360	145	250	510	150	250	140	212	650	149	250	198	512	77	73	465	134	140	900	600	605	270	138	166	40	300	592	170	364	120	488	500	985	358	425	188	305	118	380					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	14875	797	746	405	867	800	296	210	351	164	237	353	195	88	95	150	328	130	206	443	124	185	115	180	380	123	172	160	320	67	60	332	119	113	682	433	387	201	132	132	38	226	381	119	300	80	367	292	567	250	297	152	203	100	225					
5	"Число избирательных бюллетеней, выданных вне помещения"	1211	87	76	40	75	173	90	10	53	2	15	0	0	0	0	0	0	0	0	3	0	28	14	4	98	0	13	7	81	0	4	58	0	0	11	27	47	11	0	0	0	0	6	0	0	3	0	61	39	20	13	10	17	0	15					
6	Число погашенных избирательных бюллетеней	5894	646	378	285	318	527	229	45	101	34	103	147	60	17	10	28	32	15	44	64	26	37	11	28	172	26	65	31	111	10	9	75	15	27	207	140	171	58	6	34	2	74	205	51	64	37	121	147	379	88	115	26	85	18	140					
7	Число избирательных бюллетеней в переносных ящиках	1211	87	76	40	75	173	90	10	53	2	15	0	0	0	0	0	0	0	0	3	0	28	14	4	98	0	13	7	81	0	4	58	0	0	11	27	47	11	0	0	0	0	6	0	0	3	0	61	39	20	13	10	17	0	15					
8	Число бюллетеней в стационарных ящиках для голосования	14875	797	746	405	867	800	296	210	351	164	237	353	195	88	95	150	328	130	206	443	124	185	115	180	380	123	172	160	320	67	60	332	119	113	682	433	387	201	132	132	38	226	381	119	300	80	367	292	567	250	297	152	203	100	225					
9	Число недействительных избирательных бюллетеней	203	11	10	5	16	9	6	0	5	1	3	8	2	3	0	1	1	1	4	5	4	5	4	0	8	3	7	1	2	2	1	1	3	0	5	3	5	1	4	3	0	4	5	0	10	0	6	4	8	2	3	1	0	1	6					
10	Число действительных избирательных бюллетеней	15883	873	812	440	926	964	380	220	399	165	249	345	193	85	95	149	327	129	202	441	120	208	125	184	470	120	178	166	399	65	63	389	116	113	688	457	429	211	128	129	38	222	382	119	290	83	361	349	598	268	307	161	220	99	234					
