Выборы Президента Российской Федерации																																																																	
Дата голосования: 02.03.2008																																																																	
																																																																	
Наименование Избирательной комиссии:    Чановская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
	Число участковых избирательных комиссий	58																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	58																																																															
																																																																	
		Сумма	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222					
1	"Число избирателей, включенных в списки избирателей"	19711	998	704	851	816	297	219	101	646	806	261	414	187	291	426	221	88	83	162	315	128	229	445	130	211	138	188	574	138	220	180	467	63	65	410	108	123	864	465	436	246	116	132	36	257	576	157	337	118	463	432	863	304	363	185	275	96	364	923					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20045	1000	700	850	840	300	230	100	640	780	270	430	190	300	400	230	95	85	170	320	135	235	455	140	220	145	190	600	140	220	180	475	65	70	410	110	130	885	470	470	250	120	135	40	265	590	160	340	125	470	440	870	300	370	180	295	105	365	950					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	14465	746	524	580	614	182	142	89	440	457	217	321	165	153	349	165	78	65	150	284	122	193	317	120	177	125	147	402	119	152	160	311	54	51	333	92	96	706	257	362	188	114	124	34	206	375	131	260	91	383	297	511	228	248	140	210	77	239	592					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1606	102	61	96	53	59	55	5	69	113	21	25	7	78	23	22	5	6	0	0	0	14	15	0	13	0	12	65	0	27	4	85	2	6	40	0	0	13	129	33	15	0	0	0	6	15	0	5	3	15	30	61	22	33	21	18	15	18	71					
6	Число погашенных избирательных бюллетеней	3974	152	115	174	173	59	33	6	131	210	32	84	18	69	28	43	12	14	20	36	13	28	123	20	30	20	31	133	21	41	16	79	9	13	37	18	34	166	84	75	47	6	11	6	53	200	29	75	31	72	113	298	50	89	19	67	13	108	287					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1606	102	61	96	53	59	55	5	69	113	21	25	7	78	23	22	5	6	0	0	0	14	15	0	13	0	12	65	0	27	4	85	2	6	40	0	0	13	129	33	15	0	0	0	6	15	0	5	3	15	30	61	22	33	21	18	15	18	71					
8	Число бюллетеней в стационарных ящиках для голосования	14465	746	524	580	614	182	142	89	440	457	217	321	165	153	349	165	78	65	150	284	122	193	317	120	177	125	147	402	119	152	160	311	54	51	333	92	96	706	257	362	188	114	124	34	206	375	131	260	91	383	297	511	228	248	140	210	77	239	592					
9	Число недействительных избирательных бюллетеней	171	25	10	7	9	3	0	0	4	6	1	0	1	4	4	2	1	0	0	1	0	5	8	2	0	0	2	4	1	4	1	3	0	0	2	0	0	4	2	2	1	1	0	1	8	0	0	0	2	2	2	7	0	11	3	2	0	0	13					
10	Число действительных избирательных бюллетеней	15900	823	575	669	658	238	197	94	505	564	237	346	171	227	368	185	82	71	150	283	122	202	324	118	190	125	157	463	118	175	163	393	56	57	371	92	96	715	384	393	202	113	124	33	204	390	131	265	92	396	325	565	250	270	158	226	92	257	650					
11	Число полученных открепительных  удостоверений	426	25	15	20	21	5	3	5	10	15	5	10	4	4	14	8	6	1	4	5	4	6	5	3	5	3	3	3	3	3	3	6	3	3	5	5	5	10	10	13	4	2	2	1	5	9	3	2	3	10	10	18	10	5	5	16	13	3	24					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	403	25	15	20	21	5	1	5	10	15	2	10	4	4	14	8	6	1	4	5	4	6	3	3	5	3	0	3	2	3	0	6	0	3	5	2	5	10	10	13	4	2	0	0	5	9	3	2	3	10	10	18	10	5	5	16	13	3	24					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	167	18	7	16	3	3	2	3	3	5	3	2	3	1	1	2	0	3	0	1	1	0	2	2	1	1	2	3	1	3	2	1	1	1	0	2	0	0	2	1	1	2	1	1	2	3	2	1	4	5	5	11	0	1	7	2	5	3	9					
14	Число неиспользованных открепительных удостоверений	23	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	1	0	3	0	3	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
