Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Мирнинская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583					
1	"Число избирателей, внесенных в списки"	24754	3037	3068	2850	2725	2427	2529	2686	40	270	910	923	194	213	396	190	208	218	268	271	911	420					
2	"Число бюллетеней, полученных участковыми комиссиями"	22349	2441	2634	2367	2417	2165	2265	2270	43	322	929	930	250	278	422	230	245	238	296	290	895	422					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16646	1844	1824	1669	1597	1410	1555	1738	34	210	846	769	194	213	396	190	204	197	265	271	811	409					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	401	10	4	11	10	13	11	9	6	60	64	154	0	0	0	0	4	21	3	0	21	0					
6	Число погашенных бюллетеней	5302	587	806	687	810	742	699	523	3	52	19	7	56	65	26	40	37	20	28	19	63	13					
7	Число бюллетеней в переносных ящиках для голосования	401	10	4	11	10	13	11	9	6	60	64	154	0	0	0	0	4	21	3	0	21	0					
8	Число бюллетеней в стационарных ящиках для голосования	16625	1834	1821	1667	1594	1410	1554	1737	34	210	846	768	194	213	396	190	204	197	265	271	811	409					
9	Число недействительных бюллетеней	108	5	13	13	13	19	11	12	1	3	5	0	0	0	3	2	1	0	0	4	3	0					
10	Число действительных бюллетеней	16918	1839	1812	1665	1591	1404	1554	1734	39	267	905	922	194	213	393	188	207	218	268	267	829	409					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	441	53	53	53	53	53	53	53	5	5	5	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	290	53	52	32	35	31	34	32	0	0	0	5	0	0	3	5	0	1	1	1	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	222	19	6	12	9	7	9	18	40	10	1	26	4	0	3	7	10	6	4	23	8	0					
14	Число погашенных открепительных удостоверений	151	0	1	21	18	22	19	21	5	5	5	0	5	5	2	0	5	4	4	4	0	5					
15	Число открепительных удостоверений выданных ТИК	4	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	168	18	18	18	11	15	8	20	0	4	14	16	3	0	1	7	2	6	3	3	1	0					
		0.98%	0.97%	0.98%	1.07%	0.68%	1.05%	0.51%	1.14%	0.0%	1.48%	1.53%	1.73%	1.54%	0.0%	0.25%	3.68%	0.96%	2.75%	1.11%	1.10%	0.12%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	425	64	65	35	48	42	37	58	1	7	20	22	2	0	2	3	1	3	10	0	5	0					
		2.49%	3.47%	3.56%	2.08%	2.99%	2.95%	2.36%	3.32%	2.5%	2.59%	2.19%	2.38%	1.03%	0.0%	0.50%	1.57%	0.48%	1.37%	3.73%	0.0%	0.60%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	401	59	40	41	45	51	64	78	3	4	4	7	0	0	1	1	1	0	1	0	1	0					
		2.35%	3.19%	2.19%	2.44%	2.80%	3.58%	4.08%	4.46%	7.5%	1.48%	0.43%	0.75%	0.0%	0.0%	0.25%	0.52%	0.48%	0.0%	0.37%	0.0%	0.12%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	749	105	143	109	101	60	102	95	2	4	5	8	0	1	3	3	1	0	1	3	3	0					
		4.39%	5.69%	7.83%	6.49%	6.29%	4.21%	6.51%	5.44%	5.0%	1.48%	0.54%	0.86%	0.0%	0.46%	0.75%	1.57%	0.48%	0.0%	0.37%	1.10%	0.36%	0.0%					
22	"5. ""За Русь Святую"""	68	7	4	7	7	6	8	12	1	0	7	5	1	0	0	1	0	1	1	0	0	0					
		0.39%	0.37%	0.21%	0.41%	0.43%	0.42%	0.51%	0.68%	2.5%	0.0%	0.76%	0.54%	0.51%	0.0%	0.0%	0.52%	0.0%	0.45%	0.37%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	57	5	5	6	6	3	4	5	0	1	6	6	0	1	3	1	1	1	0	0	2	1					
		0.33%	0.27%	0.27%	0.35%	0.37%	0.21%	0.25%	0.28%	0.0%	0.37%	0.65%	0.65%	0.0%	0.46%	0.75%	0.52%	0.48%	0.45%	0.0%	0.0%	0.24%	0.24%					
24	"7. ""Новый курс - Автомобильная Россия"""	139	21	16	9	21	11	10	15	0	5	12	9	0	1	1	0	0	1	7	0	0	0					
		0.81%	1.13%	0.87%	0.53%	1.30%	0.77%	0.63%	0.85%	0.0%	1.85%	1.31%	0.97%	0.0%	0.46%	0.25%	0.0%	0.0%	0.45%	2.61%	0.0%	0.0%	0.0%					
