Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
Наименование Избирательной комиссии:    Ирбейская																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329					
1	"Число избирателей, внесенных в списки"	12946	517	302	36	195	57	448	131	284	439	230	562	121	2344	994	248	222	191	359	197	30	160	70	125	677	433	66	69	97	508	137	173	565	205	210	71	49	302	87	625	175	115	120					
2	"Число бюллетеней, полученных участковыми комиссиями"	13363	533	314	38	195	58	465	131	287	465	233	582	124	2431	1004	269	223	191	374	203	30	163	74	133	716	446	69	70	102	531	144	181	584	215	210	72	51	302	87	642	181	117	123					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6191	196	153	25	150	34	212	87	150	192	114	309	74	947	355	132	127	99	150	69	20	92	47	66	280	226	44	40	61	255	77	95	280	115	98	52	34	156	67	282	91	63	75					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	217	15	0	0	0	0	16	0	13	5	14	10	0	39	28	0	0	2	21	6	0	4	0	0	0	16	2	7	0	13	0	0	4	0	0	0	0	2	0	0	0	0	0					
6	Число погашенных бюллетеней	6955	322	161	13	45	24	237	44	124	268	105	263	50	1445	621	137	96	90	203	128	10	67	27	67	436	204	23	23	41	263	67	86	300	100	112	20	17	144	20	360	90	54	48					
7	Число бюллетеней в переносных ящиках для голосования	217	15	0	0	0	0	16	0	13	5	14	10	0	39	28	0	0	2	21	6	0	4	0	0	0	16	2	7	0	13	0	0	4	0	0	0	0	2	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	6191	196	153	25	150	34	212	87	150	192	114	309	74	947	355	132	127	99	150	69	20	92	47	66	280	226	44	40	61	255	77	95	280	115	98	52	34	156	67	282	91	63	75					
9	Число недействительных бюллетеней	83	6	4	0	0	0	0	0	6	3	1	4	2	8	3	2	2	4	3	2	0	1	0	2	1	4	0	0	1	3	0	0	4	1	1	2	2	3	0	3	4	0	1					
10	Число действительных бюллетеней	6325	205	149	25	150	34	228	87	157	194	127	315	72	978	380	130	125	97	168	73	20	95	47	64	279	238	46	47	60	265	77	95	280	114	97	50	32	155	67	279	87	63	74					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	149	5	5	2	2	2	5	3	3	5	3	5	2	19	5	3	5	3	3	2	2	2	2	2	5	5	2	2	2	5	2	2	5	3	3	2	2	3	3	5	4	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	31	0	0	0	0	0	2	0	0	0	0	2	0	15	2	1	0	1	0	0	0	0	0	0	0	2	0	0	1	2	0	0	2	0	0	0	0	0	0	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	25	1	0	0	1	1	0	1	0	0	2	0	2	2	0	1	0	0	1	0	0	1	0	0	0	0	1	2	0	2	0	1	2	0	0	0	0	0	0	3	0	0	1					
14	Число погашенных открепительных удостоверений	118	5	5	2	2	2	3	3	3	5	3	3	2	4	3	2	5	2	3	2	2	2	2	2	5	3	2	2	1	3	2	2	3	3	3	2	2	3	3	4	4	2	2					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	"1. ""ЕДИНЕНИЕ"""	121	8	1	0	2	0	2	0	3	7	0	9	3	9	5	3	3	4	2	2	0	1	3	2	6	3	1	0	0	10	2	4	3	0	3	0	3	8	0	3	4	0	2					
		1.88%	3.79%	0.65%	0.0%	1.33%	0.0%	0.87%	0.0%	1.84%	3.55%	0.0%	2.82%	4.05%	0.91%	1.30%	2.27%	2.36%	3.96%	1.16%	2.66%	0.0%	1.04%	6.38%	3.03%	2.14%	1.23%	2.17%	0.0%	0.0%	3.73%	2.59%	4.21%	1.05%	0.0%	3.06%	0.0%	8.82%	5.06%	0.0%	1.06%	4.39%	0.0%	2.66%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	50	0	1	0	0	0	2	0	0	1	0	3	0	20	6	3	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	3	0	0	0	0	0	0	2	2	0	1					
		0.78%	0.0%	0.65%	0.0%	0.0%	0.0%	0.87%	0.0%	0.0%	0.50%	0.0%	0.94%	0.0%	2.02%	1.56%	2.27%	0.0%	0.99%	0.0%	0.0%	5.0%	0.0%	0.0%	1.51%	0.0%	0.41%	0.0%	0.0%	0.0%	0.37%	0.0%	1.05%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.70%	2.19%	0.0%	1.33%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	105	1	5	0	0	1	2	1	3	6	3	3	3	9	7	1	6	4	3	1	0	1	0	1	11	1	0	0	0	9	0	3	2	2	5	2	0	2	2	4	1	0	0					
		1.63%	0.47%	3.26%	0.0%	0.0%	2.94%	0.87%	1.14%	1.84%	3.04%	2.34%	0.94%	4.05%	0.91%	1.82%	0.75%	4.72%	3.96%	1.75%	1.33%	0.0%	1.04%	0.0%	1.51%	3.92%	0.41%	0.0%	0.0%	0.0%	3.35%	0.0%	3.15%	0.70%	1.73%	5.10%	3.84%	0.0%	1.26%	2.98%	1.41%	1.09%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	72	0	0	0	2	0	2	1	1	2	0	4	0	16	4	0	2	1	1	4	1	1	0	0	2	9	0	0	0	7	3	0	5	0	0	0	0	0	1	3	0	0	0					
		1.12%	0.0%	0.0%	0.0%	1.33%	0.0%	0.87%	1.14%	0.61%	1.01%	0.0%	1.25%	0.0%	1.62%	1.04%	0.0%	1.57%	0.99%	0.58%	5.33%	5.0%	1.04%	0.0%	0.0%	0.71%	3.71%	0.0%	0.0%	0.0%	2.61%	3.89%	0.0%	1.76%	0.0%	0.0%	0.0%	0.0%	0.0%	1.49%	1.06%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	23	0	3	0	0	0	0	0	1	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	0					
		0.35%	0.0%	1.96%	0.0%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.30%	1.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	0.82%	2.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%	0.0%	1.92%	2.94%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.12%	0.0%	0.0%	0.0%	0.0%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	14	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0					
