Выборы Президента Российской Федерации																																																										
																																																										
Наименование Избирательной комиссии:    Туапсинская																																																										
																																																										
Итоги голосования 																																																										
																																																										
		Сумма	УИК №5301	УИК №5302	УИК №5303	УИК №5304	УИК №5305	УИК №5306	УИК №5307	УИК №5308	УИК №5309	УИК №5310	УИК №5311	УИК №5312	УИК №5313	УИК №5314	УИК №5315	УИК №5316	УИК №5317	УИК №5318	УИК №5319	УИК №5320	УИК №5321	УИК №5322	УИК №5323	УИК №5324	УИК №5325	УИК №5326	УИК №5327	УИК №5328	УИК №5329	УИК №5330	УИК №5331	УИК №5332	УИК №5333	УИК №5334	УИК №5335	УИК №5336	УИК №5337	УИК №5338	УИК №5339	УИК №5340	УИК №5341	УИК №5342	УИК №5343	УИК №5344	УИК №5345	УИК №5346	УИК №5347	УИК №5348	УИК №5349	УИК №5350	УИК №5351					
1	"Число избирателей, внесенных в список"	41751	505	1416	392	448	1413	1375	895	1465	779	1251	2232	2179	1913	316	834	1699	480	1285	2394	1587	1177	2091	109	463	376	334	92	154	459	447	1833	732	937	167	170	95	363	462	806	269	1085	161	65	129	120	1164	184	344	521	1012	572					
2	Число полученных избирательных бюллетеней	43081	540	1500	410	460	1420	1500	980	1500	600	1320	2200	2300	1950	320	780	1700	500	1350	2530	1600	1150	2060	115	460	430	340	86	160	550	480	2200	820	1050	180	180	100	355	550	780	270	1000	160	68	117	130	1200	180	380	520	1000	550					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	28936	385	966	271	352	846	1099	621	989	523	1013	1602	1464	1303	230	513	1098	381	1042	1620	982	810	1364	88	322	265	229	83	109	241	327	1161	530	750	163	143	73	229	384	450	181	672	123	48	101	95	771	135	213	424	689	463					
5	"Число избирательных бюллетеней, выданных вне помещения"	2368	20	57	26	25	172	24	32	50	38	16	30	67	73	0	11	144	22	47	51	25	30	65	6	30	14	50	3	19	59	34	82	45	57	0	0	21	31	40	138	47	158	21	9	15	13	111	16	67	47	126	84					
6	Число погашенных избирательных бюллетеней	11777	135	477	113	83	402	377	327	461	39	291	568	769	574	90	256	458	97	261	859	593	310	631	21	108	151	61	0	32	250	119	957	245	243	17	37	6	95	126	192	42	170	16	11	1	22	318	29	100	49	185	3					
7	Число избирательных бюллетеней в переносных ящиках	2368	20	57	26	25	172	24	32	50	38	16	30	67	73	0	11	144	22	47	51	25	30	65	6	30	14	50	3	19	59	34	82	45	57	0	0	21	31	40	138	47	158	21	9	15	13	111	16	67	47	126	84					
8	Число бюллетеней в стационарных ящиках для голосования	28935	385	966	271	352	846	1099	621	989	523	1013	1602	1464	1303	230	513	1098	381	1042	1620	981	810	1364	88	322	265	229	83	109	241	327	1161	530	750	163	143	73	229	384	450	181	672	123	48	101	95	771	135	213	424	689	463					
9	Число недействительных избирательных бюллетеней	335	2	7	1	6	10	8	6	24	4	5	9	17	1	4	6	12	4	17	22	6	19	20	2	4	7	4	0	1	4	1	14	10	14	2	0	0	5	0	7	9	7	3	0	0	0	12	0	0	9	6	4					
10	Число действительных избирательных бюллетеней	30968	403	1016	296	371	1008	1115	647	1015	557	1024	1623	1514	1375	226	518	1230	399	1072	1649	1000	821	1409	92	348	272	275	86	127	296	360	1229	565	793	161	143	94	255	424	581	219	823	141	57	116	108	870	151	280	462	809	543					
11	Число полученных открепительных  удостоверений	789	10	15	10	10	10	20	10	15	10	20	35	35	35	5	10	36	5	20	35	35	15	35	10	10	10	10	10	10	10	10	35	10	35	10	10	10	10	10	15	10	10	10	10	5	10	20	10	10	10	15	13					
12	Число выданных открепительных удостоверений	456	10	15	4	10	10	20	10	15	1	20	14	17	13	0	3	14	5	20	22	16	4	24	0	6	4	6	0	6	0	7	12	10	29	7	0	1	0	10	2	10	10	0	5	1	2	20	6	10	4	11	10					
