Выборы Президента Российской Федерации																																																																					
Дата голосования: 04.03.2012																																																																					
																																																																					
Наименование Избирательной комиссии:    Боровичcкая																																																																					
																																																																					
Сводная таблица итогов голосования																																																																					
																																																																					
	Число участковых избирательных комиссий	58																																																																			
	Число участковых избирательных комиссий, приступивших к передаче сведений	58																																																																			
																																																																					
		Сумма	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68									
1	Число избирателей, включенных в список избирателей	58641	2139	1408	1106	1159	1272	1918	1238	1468	1456	980	977	1335	873	1600	265	1150	2082	2013	685	888	1466	1186	1312	1742	1034	1044	974	1717	1659	1924	1830	914	1892	551	551	171	1159	336	224	335	390	1367	869	227	504	471	437	511	1838	292	251	1185	741	500	404	279	115	227									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	58250	2100	1400	1100	1200	1300	1950	1200	1450	1450	950	1000	1300	850	1600	300	1150	2100	2000	650	850	1500	1150	1300	1700	1050	1050	1000	1700	1650	1900	1800	900	1850	550	500	150	1150	350	200	350	350	1350	900	200	500	550	550	550	1800	250	250	1200	700	450	400	250	100	200									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	32513	1318	883	697	734	736	1134	642	886	896	528	492	743	431	894	177	655	1211	998	371	492	940	574	567	1022	597	507	543	990	968	1190	967	509	1042	315	343	88	654	182	138	192	163	640	462	157	230	192	202	229	1039	99	117	695	399	197	183	112	35	116									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2368	39	12	2	16	17	27	6	7	17	12	12	14	4	17	80	11	18	19	12	13	13	16	66	14	16	13	21	18	22	13	24	16	55	6	20	22	51	73	36	34	99	132	101	11	67	141	149	95	75	61	61	98	55	167	55	24	31	42									
6	Число погашенных избирательных бюллетеней	23369	743	505	401	450	547	789	552	557	537	410	496	543	415	689	43	484	871	983	267	345	547	560	667	664	437	530	436	692	660	697	809	375	753	229	137	40	445	95	26	124	88	578	337	32	203	217	199	226	686	90	72	407	246	86	162	114	34	42									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2368	39	12	2	16	17	27	6	7	17	12	12	14	4	17	80	11	18	19	12	13	13	16	66	14	16	13	21	18	22	13	24	16	55	6	20	22	51	73	36	34	99	132	101	11	67	141	149	95	75	61	61	98	55	167	55	24	31	42									
8	Число бюллетеней в стационарных ящиках для голосования	32503	1317	883	697	733	736	1134	642	886	896	528	491	742	431	894	177	655	1209	998	370	492	940	574	567	1022	597	507	543	990	968	1190	966	509	1042	315	343	88	654	182	138	192	163	640	462	157	230	192	202	229	1039	99	117	693	399	197	183	112	35	116									
9	Число недействительных избирательных бюллетеней	345	11	5	5	9	8	13	10	10	15	3	4	10	3	9	1	8	17	10	5	4	9	3	9	13	8	7	5	9	2	9	12	4	12	2	2	1	12	0	2	4	0	3	8	3	3	0	13	5	11	1	1	4	3	1	1	0	0	3									
10	Число действительных избирательных бюллетеней	34526	1345	890	694	740	745	1148	638	883	898	537	499	746	432	902	256	658	1210	1007	377	501	944	587	624	1023	605	513	559	999	988	1194	978	521	1085	319	361	109	693	255	172	222	262	769	555	165	294	333	338	319	1103	159	177	787	451	363	237	136	66	155									
11	Число полученных открепительных  удостоверений	738	20	10	10	10	15	20	10	10	20	10	10	15	10	30	0	10	20	20	10	10	10	10	10	20	10	20	10	15	20	15	10	10	12	10	10	10	15	10	10	10	10	13	10	10	10	20	10	20	20	10	10	10	10	10	18	10	10	10									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	471	17	7	9	6	14	18	7	9	16	2	7	10	7	23	0	7	15	13	3	4	9	5	4	10	8	8	4	15	11	11	10	4	11	1	4	6	15	6	10	3	2	10	6	2	6	20	4	20	15	2	4	8	1	2	18	1	1	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	480	13	9	7	11	7	8	5	11	9	7	5	14	8	13	25	6	15	7	8	5	8	8	7	27	4	9	7	9	8	14	10	8	5	1	11	6	8	8	8	5	4	10	2	8	5	5	14	8	6	7	5	12	3	10	4	9	0	4									
14	Число неиспользованных открепительных удостоверений	267	3	3	1	4	1	2	3	1	4	8	3	5	3	7	0	3	5	7	7	6	1	5	6	10	2	12	6	0	9	4	0	6	1	9	6	4	0	4	0	7	8	3	4	8	4	0	6	0	5	8	6	2	9	8	0	9	9	10									
