Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Казачинско-Ленская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702					
1	"Число избирателей, внесенных в списки"	15140	412	107	1438	1031	1454	212	697	187	1967	689	1471	1350	419	153	245	1179	1010	775	49	95	156	44					
2	"Число бюллетеней, полученных участковыми комиссиями"	15582	403	122	1478	1091	1708	219	804	269	1864	670	1413	1342	383	178	285	1181	1020	783	53	93	178	45					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6657	226	83	635	366	722	149	291	116	868	244	533	433	173	142	91	534	468	388	35	52	75	33					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	290	32	3	7	22	22	9	24	0	12	5	10	12	9	0	7	43	16	7	3	9	38	0					
6	Число погашенных бюллетеней	8619	145	36	836	703	964	61	489	153	984	421	870	897	201	36	187	588	536	388	15	32	65	12					
7	Число бюллетеней в переносных ящиках для голосования	306	32	3	7	22	22	9	24	0	12	5	10	12	9	0	7	59	16	7	3	9	38	0					
8	Число бюллетеней в стационарных ящиках для голосования	6657	226	83	635	366	722	149	291	116	868	244	533	433	173	142	91	534	468	388	35	52	75	33					
9	Число недействительных бюллетеней	66	4	0	3	5	7	1	5	0	7	4	6	4	4	2	1	0	3	3	1	5	0	1					
10	Число действительных бюллетеней	6897	254	86	639	383	737	157	310	116	873	245	537	441	178	140	97	593	481	392	37	56	113	32					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	192	10	10	15	15	14	5	8	5	15	10	15	15	10	5	5	8	8	5	4	4	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	54	4	8	1	1	3	0	4	1	10	0	2	5	1	3	0	6	5	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	25	0	1	1	0	3	0	0	0	0	0	6	2	0	4	2	5	0	1	0	0	0	0					
14	Число погашенных открепительных удостоверений	138	6	2	14	14	11	5	4	4	5	10	13	10	9	2	5	2	3	5	4	4	3	3					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	103	4	3	6	5	6	6	3	2	13	2	3	9	2	8	2	4	10	8	1	2	1	3					
