Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Железнодорожная городская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568					
1	"Число избирателей, внесенных в список избирателей"	104937	474	1594	1589	2468	2392	1807	1275	1554	2087	1841	1782	2138	1865	2337	2294	2018	222	2591	2219	2306	1610	1713	2213	1421	2290	2302	2478	2016	895	2552	2460	2500	2870	2378	2459	2535	2028	2128	2553	2494	2608	1989	2077	2335	1851	1459	2751	2346	2269	2325	1808	371					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	91450	400	1400	1200	2200	2100	1500	1000	1300	1800	1500	1500	2000	1700	2000	2000	1800	500	2200	1800	1800	1300	1400	1800	1200	2000	2000	2100	1950	600	2200	2300	2400	2500	2000	2000	2100	2000	1800	2200	2000	2200	2200	1800	2000	2100	1200	2300	2000	2000	2000	1500	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	63019	344	882	820	1281	1093	1003	567	835	974	908	1301	1074	943	1371	1222	1069	135	1698	1048	1094	940	1033	1100	998	1838	1676	1444	1745	363	1926	2274	2127	2275	1222	1219	1278	1506	1035	1457	1332	1143	811	1347	1189	1757	774	1851	1151	1724	1307	1214	301					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	895	1	24	20	14	14	28	49	17	12	9	9	22	10	17	6	3	68	2	17	7	9	4	9	8	11	14	21	17	14	9	18	17	8	28	15	16	23	13	11	12	11	22	20	16	94	20	19	5	6	16	17	23					
6	Число погашенных избирательных бюллетеней	27536	55	494	360	905	993	469	384	448	814	583	190	904	747	612	772	728	297	500	735	699	351	363	691	194	151	310	635	188	223	265	8	256	217	750	766	806	471	752	732	656	1046	1367	433	795	249	406	430	844	270	677	269	276					
7	Число избирательных бюллетеней в переносных ящиках для голосования	895	1	24	20	14	14	28	49	17	12	9	9	22	10	17	6	3	68	2	17	7	9	4	9	8	11	14	21	17	14	9	18	17	8	28	15	16	23	13	11	12	11	22	20	16	94	20	19	5	6	16	17	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	62808	344	880	820	1281	1093	976	567	835	974	907	1301	1073	940	1364	1222	1069	135	1698	1048	1094	940	1030	1100	998	1838	1676	1437	1745	363	1926	2274	2127	2275	1222	1217	1278	1466	1034	1457	1331	1139	811	1347	1189	1757	767	1841	1151	1645	1291	1214	301					
9	Число недействительных избирательных бюллетеней	1129	2	17	11	39	26	16	19	11	38	28	15	33	34	26	29	30	13	15	21	19	17	19	17	12	36	34	18	15	14	19	25	15	20	31	18	26	24	28	22	32	22	31	29	47	29	17	15	19	4	13	15	4					
10	Число действительных избирательных бюллетеней	62574	343	887	829	1256	1081	988	597	841	948	888	1295	1062	916	1355	1199	1042	190	1685	1044	1082	932	1015	1092	994	1813	1656	1440	1747	363	1916	2267	2129	2263	1219	1214	1268	1465	1019	1446	1311	1128	802	1338	1158	1822	770	1845	1137	1647	1294	1216	320					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1787	20	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	0	35	35	35	35	35	45	35	35	35	35	35	37	35	35	35	35	35	35	45	35	35	35	35	35	35	35	35	65	35	35	35	35	35	35	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1248	8	22	18	35	34	21	19	19	24	16	25	27	21	27	31	21	0	33	27	32	12	13	39	16	32	23	17	17	20	23	26	27	31	27	20	36	31	27	28	32	35	20	26	20	45	15	25	29	34	31	11	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	992	8	11	13	14	27	16	10	11	7	11	9	17	15	6	18	7	10	23	25	11	22	7	20	3	16	15	17	6	14	31	22	5	21	28	15	22	9	14	22	28	42	25	39	10	44	13	22	12	34	99	35	11					
14	Число погашенных неиспользованных открепительных удостоверений	539	12	13	17	0	1	14	16	16	11	19	10	8	14	8	4	14	0	2	8	3	23	22	6	19	3	12	18	18	17	12	9	8	4	8	15	9	4	8	7	3	0	15	9	15	20	20	10	6	1	4	24	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	2	0	0	1	0	0	1	1	0	0	1	1	0	4	1	0	2	1	0	1	0	1	3	0	0	0	0	1	1	1	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8053	2	139	140	190	121	150	94	111	144	134	75	209	174	196	214	154	17	197	161	128	138	123	164	115	137	105	117	184	54	55	209	210	160	238	225	266	214	178	237	205	210	139	156	186	160	111	233	166	214	223	136	35					
		12.64%	0.58%	15.38%	16.67%	14.67%	10.93%	14.94%	15.26%	13.03%	14.60%	14.63%	5.73%	19.09%	18.32%	14.19%	17.43%	14.37%	8.37%	11.59%	15.12%	11.63%	14.54%	11.90%	14.79%	11.43%	7.41%	6.21%	8.02%	10.44%	14.32%	2.84%	9.12%	9.79%	7.01%	19.04%	18.26%	20.56%	14.37%	17.00%	16.14%	15.26%	18.26%	16.69%	11.41%	15.44%	8.64%	14.10%	12.53%	14.36%	12.96%	17.06%	11.05%	10.80%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6895	7	73	82	222	156	175	81	100	151	142	117	138	151	171	182	135	25	193	150	121	98	102	199	108	151	111	108	114	68	50	198	152	111	166	186	122	159	109	170	176	208	116	148	150	154	95	214	201	171	55	122	31					
		10.82%	2.03%	8.08%	9.76%	17.14%	14.09%	17.43%	13.15%	11.74%	15.31%	15.50%	8.93%	12.60%	15.89%	12.38%	14.82%	12.59%	12.32%	11.35%	14.08%	10.99%	10.33%	9.86%	17.94%	10.74%	8.17%	6.57%	7.41%	6.47%	18.04%	2.58%	8.64%	7.09%	4.86%	13.28%	15.10%	9.43%	10.68%	10.41%	11.58%	13.10%	18.09%	13.93%	10.83%	12.45%	8.32%	12.07%	11.51%	17.39%	10.36%	4.21%	9.91%	9.57%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	813	0	12	8	25	14	13	6	7	6	12	9	19	15	14	20	11	3	25	15	16	16	15	25	11	17	8	19	18	6	25	9	11	13	16	20	17	23	18	25	26	29	10	13	25	23	7	27	10	30	28	19	4					
		1.28%	0.00%	1.33%	0.95%	1.93%	1.26%	1.29%	0.97%	0.82%	0.61%	1.31%	0.69%	1.74%	1.58%	1.01%	1.63%	1.03%	1.48%	1.47%	1.41%	1.45%	1.69%	1.45%	2.25%	1.09%	0.92%	0.47%	1.30%	1.02%	1.59%	1.29%	0.39%	0.51%	0.57%	1.28%	1.62%	1.31%	1.54%	1.72%	1.70%	1.94%	2.52%	1.20%	0.95%	2.07%	1.24%	0.89%	1.45%	0.87%	1.82%	2.14%	1.54%	1.23%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	12888	89	249	200	345	282	204	136	150	256	209	127	319	259	303	297	257	33	347	289	230	191	202	284	181	152	270	160	222	77	307	332	280	273	357	340	354	311	290	337	395	298	213	249	269	260	135	322	222	349	407	203	65					
		20.23%	25.80%	27.54%	23.81%	26.64%	25.47%	20.32%	22.08%	17.61%	25.96%	22.82%	9.69%	29.13%	27.26%	21.94%	24.19%	23.97%	16.26%	20.41%	27.14%	20.89%	20.13%	19.54%	25.61%	17.99%	8.22%	15.98%	10.97%	12.60%	20.42%	15.87%	14.49%	13.06%	11.96%	28.56%	27.60%	27.36%	20.89%	27.70%	22.96%	29.41%	25.91%	25.57%	18.22%	22.32%	14.05%	17.15%	17.31%	19.20%	21.14%	31.14%	16.49%	20.06%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3650	3	107	55	84	44	4	45	43	53	61	29	65	63	74	84	59	4	150	146	74	51	77	127	68	110	81	90	71	37	30	37	37	105	106	81	86	116	85	138	118	119	71	84	58	92	38	84	54	72	16	56	8					
		5.73%	0.87%	11.84%	6.55%	6.49%	3.97%	0.40%	7.31%	5.05%	5.38%	6.66%	2.21%	5.94%	6.63%	5.36%	6.84%	5.50%	1.97%	8.82%	13.71%	6.72%	5.37%	7.45%	11.45%	6.76%	5.95%	4.79%	6.17%	4.03%	9.81%	1.55%	1.61%	1.73%	4.60%	8.48%	6.57%	6.65%	7.79%	8.12%	9.40%	8.79%	10.35%	8.52%	6.14%	4.81%	4.97%	4.83%	4.52%	4.67%	4.36%	1.22%	4.55%	2.47%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	29634	240	290	330	382	445	434	226	420	328	322	926	299	241	576	386	409	107	750	263	500	427	489	283	505	1233	1076	936	1129	118	1437	1474	1426	1579	315	354	401	630	333	531	375	245	242	680	449	1111	376	949	471	790	548	673	175					
		46.52%	69.57%	32.08%	39.29%	29.50%	40.20%	43.23%	36.69%	49.30%	33.27%	35.15%	70.69%	27.31%	25.37%	41.71%	31.43%	38.15%	52.71%	44.12%	24.69%	45.41%	44.99%	47.29%	25.52%	50.20%	66.68%	63.67%	64.20%	64.07%	31.30%	74.26%	64.31%	66.51%	69.16%	25.20%	28.73%	30.99%	42.31%	31.81%	36.17%	27.92%	21.30%	29.05%	49.74%	37.26%	60.02%	47.78%	51.02%	40.74%	47.85%	41.93%	54.67%	54.01%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	641	2	17	14	8	19	8	9	10	10	8	12	13	13	21	16	17	1	23	20	13	11	7	10	6	13	5	10	9	3	12	8	13	22	21	8	22	12	6	8	16	19	11	8	21	22	8	16	13	21	17	7	2					
		1.01%	0.58%	1.88%	1.67%	0.62%	1.72%	0.80%	1.46%	1.17%	1.01%	0.87%	0.92%	1.19%	1.37%	1.52%	1.30%	1.59%	0.49%	1.35%	1.88%	1.18%	1.16%	0.68%	0.90%	0.60%	0.70%	0.30%	0.69%	0.51%	0.80%	0.62%	0.35%	0.61%	0.96%	1.68%	0.65%	1.70%	0.81%	0.57%	0.54%	1.19%	1.65%	1.32%	0.59%	1.74%	1.19%	1.02%	0.86%	1.12%	1.27%	1.30%	0.57%	0.62%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
