Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Спас-Деменская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615					
1	"Число избирателей, внесенных в списки избирателей"	7454	2255	2149	278	173	218	202	404	100	123	122	274	256	189	118	593					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6750	2050	1940	260	150	210	180	370	90	120	100	250	220	160	100	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4286	1232	1170	185	110	150	129	286	64	105	61	161	51	98	82	402					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	757	65	52	57	26	51	46	75	15	11	39	59	148	35	12	66					
6	Число погашенных избирательных бюллетеней	1707	753	718	18	14	9	5	9	11	4	0	30	21	27	6	82					
7	Число избирательных бюллетеней в переносных ящиках для голосования	757	65	52	57	26	51	46	75	15	11	39	59	148	35	12	66					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4286	1232	1170	185	110	150	129	286	64	105	61	161	51	98	82	402					
9	Число недействительных избирательных бюллетеней	19	8	4	0	0	0	0	4	0	0	0	0	0	2	0	1					
10	Число действительных избирательных бюллетеней	5024	1289	1218	242	136	201	175	357	79	116	100	220	199	131	94	467					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	68	11	11	4	3	3	3	6	3	3	3	3	3	3	3	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	44	10	11	4	0	1	1	1	1	1	0	1	3	1	3	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	45	12	9	0	0	3	2	4	3	1	2	6	0	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	24	1	0	0	3	2	2	5	2	2	3	2	0	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	4	5	0	0	0	0	0	0	1	0	0	0	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	85	23	21	2	0	1	0	12	1	0	1	4	3	13	0	4					
		1.69%	1.77%	1.72%	0.83%	0.00%	0.50%	0.00%	3.32%	1.27%	0.00%	1.00%	1.82%	1.51%	9.77%	0.00%	0.85%					
19	2.Всероссийская политическая партия «Гражданская Сила»	13	4	8	0	0	0	0	0	0	0	0	1	0	0	0	0					
		0.26%	0.31%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	0	0	0	0	1	0	0	0	0	1	0	1	0	0	3					
		0.12%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.50%	0.00%	0.00%	0.64%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	442	117	142	19	7	9	20	44	0	6	0	7	9	19	3	40					
		8.76%	9.02%	11.62%	7.85%	5.15%	4.48%	11.43%	12.19%	0.00%	5.17%	0.00%	3.18%	4.52%	14.29%	3.19%	8.55%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	5	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.10%	0.23%	0.08%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	7	2	0	0	0	1	0	0	0	0	0	2	0	1	1	0					
		0.14%	0.15%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.75%	1.06%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	190	77	36	0	2	8	5	13	2	0	1	6	9	8	3	20					
		3.77%	5.94%	2.95%	0.00%	1.47%	3.98%	2.86%	3.60%	2.53%	0.00%	1.00%	2.73%	4.52%	6.02%	3.19%	4.27%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	215	89	53	5	5	1	10	9	0	1	1	4	6	5	7	19					
		4.26%	6.86%	4.34%	2.07%	3.68%	0.50%	5.71%	2.49%	0.00%	0.86%	1.00%	1.82%	3.02%	3.76%	7.45%	4.06%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	33	8	4	0	0	0	0	5	0	0	0	3	1	4	1	7					
		0.65%	0.62%	0.33%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	0.00%	0.00%	1.36%	0.50%	3.01%	1.06%	1.50%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3997	956	940	215	121	180	140	271	76	109	96	193	168	81	79	372					
		79.26%	73.71%	76.92%	88.84%	88.97%	89.55%	80.00%	75.07%	96.20%	93.97%	96.00%	87.73%	84.42%	60.90%	84.04%	79.49%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	31	10	13	1	1	0	0	2	0	0	0	0	2	0	0	2					
		0.61%	0.77%	1.06%	0.41%	0.74%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	0.43%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
