Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Сорочинская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616					
1	"Число избирателей, внесенных в списки избирателей"	12309	345	166	157	720	76	671	185	182	690	858	202	375	305	332	409	297	487	348	103	322	241	507	655	43	1032	138	190	443	136	802	400	492					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12200	335	166	156	720	72	672	181	178	672	855	190	369	305	327	409	292	484	343	101	312	243	509	654	43	1043	138	189	441	134	800	392	475					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8027	239	121	126	411	59	439	107	117	438	522	154	295	202	186	231	201	313	228	80	238	221	313	347	43	566	107	143	291	101	569	243	376					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	565	50	10	3	35	0	25	9	9	0	0	0	0	19	32	49	14	29	19	0	24	0	56	92	0	28	0	5	13	0	20	24	0					
6	Число погашенных избирательных бюллетеней	3608	46	35	27	274	13	208	65	52	234	333	36	74	84	109	129	77	142	96	21	50	22	140	215	0	449	31	41	137	33	211	125	99					
7	Число избирательных бюллетеней в переносных ящиках для голосования	565	50	10	3	35	0	25	9	9	0	0	0	0	19	32	49	14	29	19	0	24	0	56	92	0	28	0	5	13	0	20	24	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8027	239	121	126	411	59	439	107	117	438	522	154	295	202	186	231	201	313	228	80	238	221	313	347	43	566	107	143	291	101	569	243	376					
9	Число недействительных избирательных бюллетеней	76	0	1	1	3	0	6	0	0	2	0	1	0	3	4	3	3	5	1	0	4	2	4	8	0	5	0	1	3	5	1	2	8					
10	Число действительных избирательных бюллетеней	8516	289	130	128	443	59	458	116	126	436	522	153	295	218	214	277	212	337	246	80	258	219	365	431	43	589	107	147	301	96	588	265	368					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	150	5	5	4	5	5	5	3	5	5	5	4	4	4	4	4	4	5	4	4	5	5	5	5	5	5	5	5	4	4	10	0	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	61	2	3	0	2	0	5	0	2	1	5	0	0	0	4	1	0	0	2	0	1	2	1	4	1	5	1	1	0	0	10	0	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	49	3	1	2	0	1	0	1	1	1	2	2	0	1	1	3	1	1	2	1	3	1	1	6	1	1	2	1	1	2	3	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	89	3	2	4	3	5	0	3	3	4	0	4	4	4	0	3	4	5	2	4	4	3	4	1	4	0	4	4	4	4	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	1.Политическая партия «Аграрная партия России»	462	15	0	10	14	2	36	12	4	13	28	6	13	37	18	18	15	11	10	1	1	3	27	22	0	38	8	4	46	1	20	12	17					
		5.38%	5.19%	0.00%	7.75%	3.14%	3.39%	7.76%	10.34%	3.17%	2.97%	5.36%	3.90%	4.41%	16.74%	8.26%	6.43%	6.98%	3.22%	4.05%	1.25%	0.38%	1.36%	7.32%	5.01%	0.00%	6.40%	7.48%	2.70%	15.13%	0.99%	3.40%	4.49%	4.52%					
19	2.Всероссийская политическая партия «Гражданская Сила»	30	1	0	0	1	1	1	0	0	1	7	3	0	0	1	0	0	1	0	0	3	2	3	0	0	1	1	0	0	0	1	1	1					
		0.35%	0.35%	0.00%	0.00%	0.22%	1.69%	0.22%	0.00%	0.00%	0.23%	1.34%	1.95%	0.00%	0.00%	0.46%	0.00%	0.00%	0.29%	0.00%	0.00%	1.15%	0.90%	0.81%	0.00%	0.00%	0.17%	0.93%	0.00%	0.00%	0.00%	0.17%	0.37%	0.27%					
20	3.Политическая партия «Демократическая партия России»	10	0	0	0	2	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0					
		0.12%	0.00%	0.00%	0.00%	0.45%	0.00%	0.22%	0.00%	0.00%	0.00%	0.38%	0.00%	0.34%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1440	30	29	21	70	3	62	8	12	49	79	39	67	56	23	52	47	38	65	21	81	20	121	45	4	100	19	26	48	14	107	27	57					
		16.76%	10.38%	22.14%	16.28%	15.70%	5.08%	13.36%	6.90%	9.52%	11.19%	15.13%	25.32%	22.71%	25.34%	10.55%	18.57%	21.86%	11.11%	26.32%	26.25%	30.92%	9.05%	32.79%	10.25%	9.30%	16.84%	17.76%	17.57%	15.79%	13.86%	18.17%	10.11%	15.16%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	18	0	0	0	3	0	1	0	0	1	2	0	0	0	0	2	2	3	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0					
		0.21%	0.00%	0.00%	0.00%	0.67%	0.00%	0.22%	0.00%	0.00%	0.23%	0.38%	0.00%	0.00%	0.00%	0.00%	0.71%	0.93%	0.88%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.33%	0.00%	0.17%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	12	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	2	0	2	0	0	0	0	1	0	0					
		0.14%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.19%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.29%	0.40%	0.00%	0.38%	0.00%	0.00%	0.46%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	775	26	3	17	44	5	45	7	9	48	35	18	26	21	23	18	23	46	10	4	22	20	27	60	6	47	4	13	22	13	67	23	23					
		9.02%	8.99%	2.29%	13.18%	9.87%	8.47%	9.70%	6.03%	7.14%	10.96%	6.70%	11.69%	8.81%	9.50%	10.55%	6.43%	10.70%	13.45%	4.05%	5.00%	8.40%	9.05%	7.32%	13.67%	13.95%	7.91%	3.74%	8.78%	7.24%	12.87%	11.38%	8.61%	6.12%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	703	24	6	9	29	6	37	13	18	32	43	13	42	8	13	18	8	22	13	1	22	21	25	55	3	50	10	19	10	4	59	51	19					
