Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Горячеключевская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1099					
1	"Число избирателей, внесенных в список избирателей"	44124	2874	1048	1624	2671	1727	2073	1980	2670	2362	2091	556	112	641	137	246	560	324	1358	1084	1696	1268	1740	870	1616	968	875	541	1696	146	239	508	371	1212	1742	232	266	2000					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	40891	2400	950	1450	2400	1650	1950	1900	2600	2300	1950	550	110	550	120	250	500	300	1200	950	1500	1150	1650	800	1500	900	800	541	1600	140	230	450	350	1100	1600	250	250	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	31255	1615	674	1332	1969	1086	1382	1487	1638	1598	1486	421	94	469	91	185	312	189	896	842	1200	884	1421	709	1096	623	577	318	1246	114	155	375	270	806	1242	220	233	2000					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3072	241	85	88	171	103	153	47	144	198	201	18	6	44	15	30	92	69	114	60	197	78	115	46	160	81	65	125	103	10	30	3	9	117	35	7	12	0					
6	Число погашенных избирательных бюллетеней	6564	544	191	30	260	461	415	366	818	504	263	111	10	37	14	35	96	42	190	48	103	188	114	45	244	196	158	98	251	16	45	72	71	177	323	23	5	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3072	241	85	88	171	103	153	47	144	198	201	18	6	44	15	30	92	69	114	60	197	78	115	46	160	81	65	125	103	10	30	3	9	117	35	7	12	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31249	1615	674	1332	1969	1086	1382	1487	1638	1598	1486	421	94	469	91	185	312	189	890	842	1200	884	1421	709	1096	623	577	318	1246	114	155	375	270	806	1242	220	233	2000					
9	Число недействительных избирательных бюллетеней	561	43	34	14	34	39	21	24	11	29	17	4	0	6	5	2	8	7	21	13	23	10	17	27	19	19	14	9	11	4	1	3	3	19	34	10	6	0					
10	Число действительных избирательных бюллетеней	33760	1813	725	1406	2106	1150	1514	1510	1771	1767	1670	435	100	507	101	213	396	251	983	889	1374	952	1519	728	1237	685	628	434	1338	120	184	375	276	904	1243	217	239	2000					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	919	40	20	25	55	30	50	40	40	40	40	15	10	35	10	25	20	20	20	40	20	30	20	30	34	10	15	25	45	10	10	20	10	20	40	0	0	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	919	40	20	25	55	30	50	40	40	40	40	15	10	35	10	25	20	20	20	40	20	30	20	30	34	10	15	25	45	10	10	20	10	20	40	0	0	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	574	25	17	32	13	14	30	21	23	20	12	14	8	6	11	4	5	3	7	20	7	11	25	9	5	8	4	14	7	6	6	9	6	14	26	46	68	18					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	81	6	1	3	9	6	4	12	1	7	3	1	0	1	0	0	0	0	2	0	2	1	2	0	2	1	0	1	3	0	0	0	0	4	8	0	0	1					
