Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Тимская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080					
1	"Число избирателей, внесенных в списки"	10945	1349	1512	358	299	437	267	220	561	216	555	149	323	276	162	490	230	160	445	522	167	482	312	617	336	126	374					
2	"Число бюллетеней, полученных участковыми комиссиями"	9762	1241	1255	316	269	392	236	226	473	190	500	135	291	250	147	440	208	140	390	472	157	441	282	554	277	145	335					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5919	903	908	243	201	300	145	102	296	121	276	48	179	135	73	285	169	81	254	249	49	123	129	240	176	63	171					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1299	29	31	25	0	53	52	54	69	28	88	49	62	35	12	111	30	35	43	95	34	109	42	40	47	23	103					
6	Число погашенных бюллетеней	2544	309	316	48	68	39	39	70	108	41	136	38	50	80	62	44	9	24	93	128	74	209	111	274	54	59	61					
7	Число бюллетеней в переносных ящиках для голосования	1299	29	31	25	0	53	52	54	69	28	88	49	62	35	12	111	30	35	43	95	34	109	42	40	47	23	103					
8	Число бюллетеней в стационарных ящиках для голосования	5917	903	907	243	201	300	145	102	295	121	276	48	179	135	73	285	169	81	254	249	49	123	129	240	176	63	171					
9	Число недействительных бюллетеней	145	14	17	5	11	10	4	0	15	5	2	0	0	4	3	0	8	2	6	8	0	3	8	13	5	2	0					
10	Число действительных бюллетеней	7071	918	921	263	190	343	193	156	349	144	362	97	241	166	82	396	191	114	291	336	83	229	163	267	218	84	274					
