Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
"Наименование Избирательной комиссии:    Рязань, Октябрьская"																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659					
1	"Число избирателей, внесенных в списки избирателей"	112454	2433	2475	2403	1839	1364	2134	1277	2555	2679	1264	2318	2221	807	2562	2885	2776	2680	2666	2373	2248	2692	2332	2168	2123	2581	2822	2641	2394	2787	2069	2274	2613	2387	2893	2563	2550	2791	2755	2529	2241	2515	1765	2576	2720	2893	2839	2982					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	97000	2100	2100	2000	1500	1100	1600	900	2200	2400	1100	2000	1900	700	2200	2500	2400	2400	2300	2000	2000	2300	2000	1900	1900	2300	2500	2300	2100	2400	1800	2000	2300	1900	2500	2200	2300	2400	2400	2200	1900	2200	1500	2300	2400	2500	2500	2600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	60295	1373	1366	1355	768	868	981	557	1333	1560	677	1303	1109	383	1208	1622	1535	1428	1585	1248	1322	1479	1169	1052	1191	1437	1618	1563	1355	1559	1161	1122	1229	1353	1704	1165	1509	1589	1493	1450	1174	1324	888	1374	1549	1341	1448	1418					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2088	67	134	31	54	14	283	276	55	46	12	21	36	27	51	17	20	37	16	26	27	24	19	8	12	25	25	12	32	96	16	27	12	163	14	26	19	49	10	11	20	9	14	8	7	92	33	55					
6	Число погашенных избирательных бюллетеней	34617	660	600	614	678	218	336	67	812	794	411	676	755	290	941	861	845	935	699	726	651	797	812	840	697	838	857	725	713	745	623	851	1059	384	782	1009	772	762	897	739	706	867	598	918	844	1067	1019	1127					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2087	67	134	31	54	14	283	275	55	46	12	21	36	27	51	17	20	37	16	26	27	24	19	8	12	25	25	12	32	96	16	27	12	163	14	26	19	49	10	11	20	9	14	8	7	92	33	55					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	60214	1367	1366	1354	768	863	980	557	1333	1558	677	1303	1109	383	1208	1622	1533	1428	1584	1243	1315	1479	1168	1052	1190	1433	1612	1563	1350	1556	1161	1122	1229	1353	1703	1162	1502	1583	1491	1450	1167	1324	888	1372	1549	1340	1448	1416					
9	Число недействительных избирательных бюллетеней	673	15	20	16	1	16	9	10	17	15	5	21	13	1	15	27	17	18	15	4	18	19	8	2	11	11	18	14	18	24	12	9	6	18	24	15	13	14	19	23	19	15	8	10	21	12	17	20					
10	Число действительных избирательных бюллетеней	61628	1419	1480	1369	821	861	1254	822	1371	1589	684	1303	1132	409	1244	1612	1536	1447	1585	1265	1324	1484	1179	1058	1191	1447	1619	1561	1364	1628	1165	1140	1235	1498	1693	1173	1508	1618	1482	1438	1168	1318	894	1370	1535	1420	1464	1451					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1640	30	30	40	30	150	50	60	30	30	30	30	30	30	30	40	30	40	50	30	30	30	30	30	30	30	30	30	30	30	40	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1029	17	23	26	10	112	33	23	21	23	5	15	16	0	18	34	20	38	32	16	21	22	23	15	18	22	20	19	20	26	28	16	21	12	24	15	17	13	20	24	23	18	12	23	26	18	17	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	654	11	31	19	11	35	27	19	12	14	9	11	14	9	11	23	10	13	23	18	11	13	7	17	8	8	14	7	13	11	11	11	10	4	16	14	7	11	12	20	20	10	17	12	12	13	14	11					
14	Число погашенных неиспользованных открепительных удостоверений	611	13	7	14	20	38	17	37	9	7	25	15	14	30	12	6	10	2	18	14	9	8	7	15	12	8	10	11	10	4	12	14	9	18	6	15	13	17	10	6	7	12	18	7	4	12	13	16					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	3	1	1	2	1	0	1	1	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	1.Политическая партия «Аграрная партия России»	1384	34	46	31	18	27	35	11	44	25	23	44	29	8	18	29	44	47	48	14	45	33	31	33	19	21	33	35	48	42	27	20	22	30	37	29	27	35	24	30	25	22	16	30	38	13	26	18					
		2.22%	2.37%	3.07%	2.24%	2.19%	3.08%	2.77%	1.32%	3.17%	1.56%	3.34%	3.32%	2.53%	1.95%	1.43%	1.77%	2.83%	3.21%	3.00%	1.10%	3.35%	2.20%	2.61%	3.11%	1.58%	1.44%	2.02%	2.22%	3.47%	2.54%	2.29%	1.74%	1.77%	1.98%	2.15%	2.44%	1.78%	2.14%	1.60%	2.05%	2.11%	1.65%	1.77%	2.17%	2.44%	0.91%	1.76%	1.22%					
19	2.Всероссийская политическая партия «Гражданская Сила»	936	36	21	37	14	33	24	6	26	24	12	16	22	6	12	17	27	14	19	22	16	16	11	6	20	24	23	27	25	16	17	13	15	21	26	17	21	38	33	18	18	32	19	16	15	22	12	11					
		1.50%	2.51%	1.40%	2.67%	1.70%	3.76%	1.90%	0.72%	1.87%	1.50%	1.74%	1.21%	1.92%	1.46%	0.95%	1.04%	1.74%	0.96%	1.19%	1.73%	1.19%	1.06%	0.93%	0.57%	1.66%	1.65%	1.41%	1.71%	1.81%	0.97%	1.44%	1.13%	1.21%	1.39%	1.51%	1.43%	1.38%	2.33%	2.20%	1.23%	1.52%	2.40%	2.11%	1.16%	0.96%	1.54%	0.81%	0.75%					
20	3.Политическая партия «Демократическая партия России»	80	3	1	4	1	1	0	3	3	0	0	2	2	1	0	2	3	1	4	0	2	2	1	0	5	5	2	2	0	4	3	1	3	1	2	1	2	0	2	2	1	0	0	3	0	3	0	2					
		0.13%	0.21%	0.07%	0.29%	0.12%	0.11%	0.00%	0.36%	0.22%	0.00%	0.00%	0.15%	0.17%	0.24%	0.00%	0.12%	0.19%	0.07%	0.25%	0.00%	0.15%	0.13%	0.08%	0.00%	0.42%	0.34%	0.12%	0.13%	0.00%	0.24%	0.25%	0.09%	0.24%	0.07%	0.12%	0.08%	0.13%	0.00%	0.13%	0.14%	0.08%	0.00%	0.00%	0.22%	0.00%	0.21%	0.00%	0.14%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	12252	309	366	356	172	127	252	105	293	376	124	254	163	69	189	196	312	329	389	327	344	342	255	207	248	328	347	355	292	360	244	216	231	309	258	137	290	302	323	219	203	241	213	233	303	223	267	254					
