Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Вилегодская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277					
1	"Число избирателей, внесенных в списки избирателей"	10480	663	218	575	488	286	906	641	238	294	594	358	2554	1358	147	686	91	130	253					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10000	650	220	520	500	300	900	620	230	300	550	350	2300	1300	150	650	70	130	260					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5077	341	97	342	233	148	425	304	119	188	201	131	1192	652	41	386	57	86	134					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	956	49	52	55	27	40	114	92	7	33	70	67	114	53	59	90	10	9	15					
6	Число погашенных избирательных бюллетеней	3967	260	71	123	240	112	361	224	104	79	279	152	994	595	50	174	3	35	111					
7	Число избирательных бюллетеней в переносных ящиках для голосования	956	49	52	55	27	40	114	92	7	33	70	67	114	53	59	90	10	9	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5077	341	97	342	233	148	425	304	119	188	201	131	1192	652	41	386	57	86	134					
9	Число недействительных избирательных бюллетеней	34	1	1	2	2	3	1	1	1	0	1	1	5	8	0	5	1	1	0					
10	Число действительных избирательных бюллетеней	5999	389	148	395	258	185	538	395	125	221	270	197	1301	697	100	471	66	94	149					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	136	8	5	5	5	5	10	8	5	5	5	5	20	15	5	13	5	7	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	72	4	0	4	1	3	8	6	2	2	0	1	12	8	0	13	0	5	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	50	6	0	0	4	4	1	2	0	0	0	0	12	2	0	4	9	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	64	4	5	1	4	2	2	2	3	3	5	4	8	7	5	0	5	2	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	404	10	18	12	7	7	40	23	24	23	15	8	82	55	13	59	3	0	5					
		6.70%	2.56%	12.08%	3.02%	2.69%	3.72%	7.42%	5.81%	19.05%	10.41%	5.54%	4.04%	6.28%	7.80%	13.00%	12.39%	4.48%	0.00%	3.36%					
19	2.Всероссийская политическая партия «Гражданская Сила»	25	0	0	2	2	0	1	1	0	0	1	1	13	0	1	2	1	0	0					
		0.41%	0.00%	0.00%	0.50%	0.77%	0.00%	0.19%	0.25%	0.00%	0.00%	0.37%	0.51%	0.99%	0.00%	1.00%	0.42%	1.49%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	1	0	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0					
		0.10%	0.26%	0.00%	0.00%	0.38%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.51%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	532	37	8	42	10	37	60	38	12	34	13	10	128	45	7	38	4	1	8					
		8.82%	9.49%	5.37%	10.58%	3.85%	19.68%	11.13%	9.60%	9.52%	15.38%	4.80%	5.05%	9.80%	6.38%	7.00%	7.98%	5.97%	1.05%	5.37%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	52	1	0	8	3	0	1	6	0	0	6	1	8	10	0	8	0	0	0					
		0.86%	0.26%	0.00%	2.02%	1.15%	0.00%	0.19%	1.52%	0.00%	0.00%	2.21%	0.51%	0.61%	1.42%	0.00%	1.68%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	13	1	0	1	2	0	0	2	0	0	1	2	4	0	0	0	0	0	0					
		0.22%	0.26%	0.00%	0.25%	0.77%	0.00%	0.00%	0.51%	0.00%	0.00%	0.37%	1.01%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	643	47	22	48	22	22	72	44	14	19	25	29	130	60	12	38	9	15	15					
		10.66%	12.05%	14.77%	12.09%	8.46%	11.70%	13.36%	11.11%	11.11%	8.60%	9.23%	14.65%	9.95%	8.51%	12.00%	7.98%	13.43%	15.79%	10.07%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	697	58	11	38	26	27	95	31	8	11	31	13	150	112	16	34	6	17	13					
		11.55%	14.87%	7.38%	9.57%	10.00%	14.36%	17.63%	7.83%	6.35%	4.98%	11.44%	6.57%	11.49%	15.89%	16.00%	7.14%	8.96%	17.89%	8.72%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	38	3	0	1	1	2	7	1	1	0	3	1	11	6	0	0	0	0	1					
		0.63%	0.77%	0.00%	0.25%	0.38%	1.06%	1.30%	0.25%	0.79%	0.00%	1.11%	0.51%	0.84%	0.85%	0.00%	0.00%	0.00%	0.00%	0.67%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3562	230	89	241	183	90	261	242	66	134	175	131	760	408	51	290	43	61	107					
		59.04%	58.97%	59.73%	60.71%	70.38%	47.87%	48.42%	61.11%	52.38%	60.63%	64.58%	66.16%	58.19%	57.87%	51.00%	60.92%	64.18%	64.21%	71.81%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	27	1	0	2	1	0	1	5	0	0	0	0	15	0	0	2	0	0	0					
		0.45%	0.26%	0.00%	0.50%	0.38%	0.00%	0.19%	1.26%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
