Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Брюховецкая																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	43455	1603	2403	2523	2319	1976	1164	1215	1700	1552	1550	1152	479	849	2060	2203	716	265	1523	328	350	285	316	1735	1505	1748	1979	1662	576	1014	326	1584	1658	1137									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	43447	1588	2354	2512	2300	1984	1186	1235	1697	1573	1557	1164	444	861	2079	2165	709	270	1525	327	350	283	315	1744	1521	1757	1976	1680	567	1000	323	1599	1675	1127									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	19262	576	730	741	1199	742	394	334	552	713	617	256	212	389	1429	1154	507	188	647	193	188	150	180	849	736	887	672	574	341	409	269	679	1068	687									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	4192	121	238	310	162	180	162	309	168	160	110	185	110	110	74	216	57	32	100	32	7	7	26	96	123	126	153	257	95	140	19	135	141	31									
6	Число погашенных избирательных бюллетеней	19993	891	1386	1461	939	1062	630	592	977	700	830	723	122	362	576	795	145	50	778	102	155	126	109	799	662	744	1151	849	131	451	35	785	466	409									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	4192	121	238	310	162	180	162	309	168	160	110	185	110	110	74	216	57	32	100	32	7	7	26	96	123	126	153	257	95	140	19	135	141	31									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	19262	576	730	741	1199	742	394	334	552	713	617	256	212	389	1429	1154	507	188	647	193	188	150	180	849	736	887	672	574	341	409	269	679	1068	687									
9	Число недействительных избирательных бюллетеней	193	3	12	9	6	10	5	5	16	10	11	1	0	4	18	0	5	0	8	0	5	7	2	8	4	4	6	15	3	1	1	9	0	5									
10	Число действительных избирательных бюллетеней	23261	694	956	1042	1355	912	551	638	704	863	716	440	322	495	1485	1370	559	220	739	225	190	150	204	937	855	1009	819	816	433	548	287	805	1209	713									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	511	20	20	20	20	26	15	25	20	25	20	15	5	10	30	20	10	5	15	5	5	5	5	20	20	20	20	25	5	10	5	15	20	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	452	14	18	20	20	26	15	25	20	25	16	13	3	10	30	14	10	5	5	1	1	0	0	20	20	20	20	25	5	1	5	15	20	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	200	14	8	11	10	16	6	7	10	2	15	4	4	6	4	6	3	2	4	2	4	2	2	6	10	5	11	8	3	3	4	1	3	4									
14	Число погашенных неиспользованных открепительных удостоверений	59	6	2	0	0	0	0	0	0	0	4	2	2	0	0	6	0	0	10	4	4	5	5	0	0	0	0	0	0	9	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	37	5	4	2	2	0	1	0	6	0	3	1	0	0	2	2	0	0	0	0	3	0	0	1	0	1	0	3	0	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	265	17	18	15	16	9	9	12	17	11	3	4	4	2	17	17	3	1	11	0	1	4	2	7	5	8	13	7	5	3	0	10	9	5									
		1.13%	2.44%	1.86%	1.43%	1.18%	0.98%	1.62%	1.87%	2.36%	1.26%	0.41%	0.91%	1.24%	0.40%	1.13%	1.24%	0.53%	0.45%	1.47%	0.00%	0.51%	2.55%	0.97%	0.74%	0.58%	0.79%	1.58%	0.84%	1.15%	0.55%	0.00%	1.23%	0.74%	0.70%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	527	22	28	34	21	13	13	12	12	34	18	12	10	5	11	38	4	7	23	5	4	6	7	20	13	26	23	30	4	23	0	23	16	10									
		2.25%	3.16%	2.89%	3.24%	1.54%	1.41%	2.34%	1.87%	1.67%	3.89%	2.48%	2.72%	3.11%	1.00%	0.73%	2.77%	0.71%	3.18%	3.08%	2.22%	2.05%	3.82%	3.40%	2.12%	1.51%	2.57%	2.79%	3.61%	0.92%	4.19%	0.00%	2.83%	1.32%	1.39%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	368	15	23	20	22	11	10	8	28	22	13	7	8	5	21	25	1	2	10	0	2	5	4	10	13	2	21	6	6	11	0	16	11	10									
		1.57%	2.15%	2.38%	1.90%	1.62%	1.19%	1.80%	1.24%	3.89%	2.52%	1.79%	1.59%	2.48%	1.00%	1.40%	1.82%	0.18%	0.91%	1.34%	0.00%	1.03%	3.18%	1.94%	1.06%	1.51%	0.20%	2.55%	0.72%	1.38%	2.00%	0.00%	1.97%	0.91%	1.39%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14367	334	445	550	884	510	331	438	349	360	374	251	208	285	1082	892	455	168	448	132	101	74	131	622	560	709	389	480	336	312	165	506	957	529									
		61.26%	47.92%	45.97%	52.33%	64.95%	55.31%	59.53%	68.12%	48.47%	41.24%	51.44%	56.92%	64.60%	57.11%	71.99%	65.11%	80.67%	76.36%	59.97%	58.67%	51.79%	47.13%	63.59%	65.82%	65.19%	69.99%	47.15%	57.76%	77.06%	56.83%	57.29%	62.16%	79.16%	73.68%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	85	2	8	6	5	2	1	2	3	4	8	1	1	10	4	4	0	0	3	1	0	0	0	3	1	1	5	0	1	3	0	0	2	4									
