Выборы Президента Российской Федерации																																				
																																				
Наименование Избирательной комиссии:    Железноводская городская																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409					
1	"Число избирателей, внесенных в список"	35674	2148	1088	1359	1500	1447	1155	1193	1568	1447	1542	622	1548	60	122	37	1319	2186	1014	1569	1548	1681	1571	864	1077	1615	390	1217	1525	1262					
2	Число полученных избирательных бюллетеней	36587	2144	1093	1358	1544	1493	1203	1275	1620	1447	1595	664	1678	100	200	100	1473	2149	1008	1646	1619	1664	1536	879	1073	1584	420	1197	1555	1270					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	20623	1167	643	765	922	870	689	714	941	841	846	366	904	59	121	37	956	1177	533	924	905	888	762	509	543	898	390	716	808	729					
5	"Число избирательных бюллетеней, выданных вне помещения"	1689	36	56	75	53	43	58	54	56	49	53	48	91	0	0	0	70	80	66	73	58	137	84	38	115	72	0	46	84	94					
6	Число погашенных избирательных бюллетеней	14275	941	394	518	569	580	456	507	623	557	696	250	683	41	79	63	447	892	409	649	656	639	690	332	415	614	30	435	663	447					
7	Число избирательных бюллетеней в переносных ящиках	1689	36	56	75	53	43	58	54	56	49	53	48	91	0	0	0	70	80	66	73	58	137	84	38	115	72	0	46	84	94					
8	Число бюллетеней в стационарных ящиках для голосования	20621	1167	643	765	922	870	687	714	941	841	846	366	904	59	121	37	956	1177	533	924	905	888	762	509	543	898	390	716	808	729					
9	Число недействительных избирательных бюллетеней	128	5	0	2	4	4	5	6	0	8	5	3	8	0	0	1	5	2	6	7	4	12	6	2	5	4	3	4	7	10					
10	Число действительных избирательных бюллетеней	22182	1198	699	838	971	909	740	762	997	882	894	411	987	59	121	36	1021	1255	593	990	959	1013	840	545	653	966	387	758	885	813					
11	Число полученных открепительных  удостоверений	422	15	10	17	15	10	15	15	10	15	10	10	10	0	0	0	140	20	10	10	10	10	10	10	10	10	0	10	10	10					
12	Число выданных открепительных удостоверений	326	13	3	15	15	9	10	11	7	12	10	7	7	0	0	0	123	16	4	8	6	8	7	9	5	3	0	8	3	7					
