Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Богородская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88					
1	"Число избирателей, внесенных в списки избирателей"	4616	570	626	686	642	167	178	78	283	157	177	232	135	474	211					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	5228	650	680	760	688	190	220	90	330	190	210	280	160	530	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3394	416	441	442	439	147	151	67	229	130	142	188	102	321	179					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	540	66	53	71	77	12	27	5	32	12	23	31	27	72	32					
6	Число погашенных избирательных бюллетеней	1294	168	186	247	172	31	42	18	69	48	45	61	31	137	39					
7	Число избирательных бюллетеней в переносных ящиках для голосования	540	66	53	71	77	12	27	5	32	12	23	31	27	72	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3391	416	441	442	436	147	151	67	229	130	142	188	102	321	179					
9	Число недействительных избирательных бюллетеней	35	4	5	8	6	1	0	1	1	2	5	0	0	2	0					
10	Число действительных избирательных бюллетеней	3896	478	489	505	507	158	178	71	260	140	160	219	129	391	211					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	325	44	31	27	26	12	23	10	25	10	10	30	10	45	22					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	325	44	31	27	26	12	23	10	25	10	10	30	10	45	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	82	17	11	8	7	1	5	2	5	3	4	5	2	5	7					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	155	25	28	18	21	0	11	0	15	11	0	12	1	12	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	1.Политическая партия «Аграрная партия России»	422	39	54	41	37	26	21	2	49	44	12	27	6	45	19					
		10.74%	8.09%	10.93%	7.99%	7.21%	16.35%	11.80%	2.78%	18.77%	30.99%	7.27%	12.33%	4.65%	11.45%	9.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	20	4	1	6	2	0	0	0	4	1	0	1	0	1	0					
		0.51%	0.83%	0.20%	1.17%	0.39%	0.00%	0.00%	0.00%	1.53%	0.70%	0.00%	0.46%	0.00%	0.25%	0.00%					
