Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
Наименование Избирательной комиссии:    Прохоровская 																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847					
1	"Число избирателей, внесенных в списки"	22575	1177	259	829	221	251	309	643	187	584	179	232	401	386	157	250	373	302	345	492	211	154	362	341	135	704	284	125	685	169	274	119	590	1019	1130	1153	1182	958	696	1366	637	150	201	535	135	427	205	136	618	297					
2	"Число бюллетеней, полученных участковыми комиссиями"	22709	1172	257	820	210	247	298	634	187	587	182	231	402	393	164	252	375	310	346	499	213	158	374	342	125	702	285	126	667	174	276	121	592	1030	1143	1160	1198	976	709	1409	688	146	205	512	134	425	205	138	617	293					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12632	633	166	451	76	97	160	316	71	289	68	117	178	203	105	116	205	188	201	282	101	82	205	161	79	355	152	84	404	94	123	73	339	589	785	652	678	602	482	806	175	94	124	317	99	247	104	87	459	158					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	4227	325	30	93	66	74	52	103	94	189	70	110	146	68	41	90	110	61	80	109	95	64	98	70	38	166	108	35	129	49	108	40	136	70	40	66	55	46	82	105	181	41	46	90	32	60	81	36	41	108					
6	Число погашенных бюллетеней	5850	214	61	276	68	76	86	215	22	109	44	4	78	122	18	46	60	61	65	108	17	12	71	111	8	181	25	7	134	31	45	8	117	371	318	442	465	328	145	498	332	11	35	105	3	118	20	15	117	27					
7	Число бюллетеней в переносных ящиках для голосования	4227	325	30	93	66	74	52	103	94	189	70	110	146	68	41	90	110	61	80	109	95	64	98	70	38	166	108	35	129	49	108	40	136	70	40	66	55	46	82	105	181	41	46	90	32	60	81	36	41	108					
8	Число бюллетеней в стационарных ящиках для голосования	12631	633	166	451	76	97	160	316	71	289	68	117	178	203	105	116	205	188	201	282	101	82	205	161	79	355	152	84	404	94	123	73	339	589	785	652	678	602	482	806	174	94	124	317	99	247	104	87	459	158					
9	Число недействительных бюллетеней	416	9	11	18	2	8	7	11	0	2	0	0	6	23	10	13	25	6	9	19	1	2	6	12	3	0	3	1	66	3	7	0	10	8	9	10	18	11	0	9	9	5	5	15	4	8	4	0	6	2					
10	Число действительных бюллетеней	16442	949	185	526	140	163	205	408	165	476	138	227	318	248	136	193	290	243	272	372	195	144	297	219	114	521	257	118	467	140	224	113	465	651	816	708	715	637	564	902	346	130	165	392	127	299	181	123	494	264					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	10	5	25	2	2	8	5	2	5	2	2	3	3	2	2	5	3	5	5	2	2	5	3	2	10	3	2	10	2	2	2	10	10	35	10	10	10	10	15	10	2	3	10	2	5	2	2	10	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	74	9	1	13	2	0	6	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2	0	0	1	0	6	16	3	4	3	2	1	1	0	0	0	0	0	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	86	1	3	1	2	0	1	3	1	4	1	1	1	3	0	0	3	2	1	3	0	1	2	1	5	0	1	0	5	2	0	1	3	1	3	5	2	5	2	1	1	1	0	3	1	3	1	0	4	1					
14	Число погашенных открепительных удостоверений	226	1	4	12	0	2	2	5	2	5	2	2	3	3	2	2	4	3	5	4	2	2	5	3	2	9	3	2	8	2	2	1	10	4	19	7	6	7	8	14	9	2	3	10	2	5	2	2	9	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	"1. ""ЕДИНЕНИЕ"""	336	16	6	11	7	3	4	10	2	5	1	2	15	3	4	4	9	8	2	16	5	0	5	5	5	14	6	4	9	0	3	4	5	7	6	6	13	11	11	14	8	1	1	20	1	10	4	14	13	3					
		1.99%	1.67%	3.06%	2.02%	4.92%	1.75%	1.88%	2.38%	1.21%	1.04%	0.72%	0.88%	4.62%	1.10%	2.73%	1.94%	2.85%	3.21%	0.71%	4.09%	2.55%	0.0%	1.65%	2.16%	4.27%	2.68%	2.30%	3.36%	1.68%	0.0%	1.29%	3.53%	1.05%	1.06%	0.72%	0.83%	1.77%	1.69%	1.95%	1.53%	2.25%	0.74%	0.58%	4.91%	0.76%	3.25%	2.16%	11.38%	2.6%	1.12%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	172	9	0	8	0	2	2	2	0	5	1	0	2	0	0	1	2	1	4	3	0	0	2	0	2	2	0	1	4	0	4	0	4	11	18	9	11	13	9	14	4	0	2	6	2	1	3	0	3	5					
		1.02%	0.93%	0.0%	1.47%	0.0%	1.16%	0.94%	0.47%	0.0%	1.04%	0.72%	0.0%	0.61%	0.0%	0.0%	0.48%	0.63%	0.40%	1.42%	0.76%	0.0%	0.0%	0.66%	0.0%	1.70%	0.38%	0.0%	0.84%	0.75%	0.0%	1.73%	0.0%	0.84%	1.66%	2.18%	1.25%	1.50%	2.00%	1.59%	1.53%	1.12%	0.0%	1.17%	1.47%	1.52%	0.32%	1.62%	0.0%	0.6%	1.87%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	639	21	14	21	8	14	8	16	1	27	6	8	5	2	1	4	4	5	8	22	2	5	23	4	3	14	6	6	13	2	15	2	16	37	40	44	34	37	14	30	20	7	8	19	4	9	9	5	12	4					
		3.79%	2.19%	7.14%	3.86%	5.63%	8.18%	3.77%	3.81%	0.60%	5.64%	4.34%	3.52%	1.54%	0.73%	0.68%	1.94%	1.26%	2.00%	2.84%	5.62%	1.02%	3.42%	7.59%	1.73%	2.56%	2.68%	2.30%	5.04%	2.43%	1.39%	6.49%	1.76%	3.36%	5.61%	4.84%	6.12%	4.63%	5.70%	2.48%	3.29%	5.63%	5.18%	4.70%	4.66%	3.05%	2.93%	4.86%	4.06%	2.4%	1.50%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	260	20	3	9	2	2	1	6	1	4	0	2	3	0	1	2	2	6	2	7	2	2	4	2	0	4	3	2	6	2	1	1	4	10	18	14	29	19	9	24	6	1	3	4	1	6	1	4	3	2					
		1.54%	2.08%	1.53%	1.65%	1.40%	1.16%	0.47%	1.43%	0.60%	0.83%	0.0%	0.88%	0.92%	0.0%	0.68%	0.97%	0.63%	2.40%	0.71%	1.79%	1.02%	1.36%	1.32%	0.86%	0.0%	0.76%	1.15%	1.68%	1.12%	1.39%	0.43%	0.88%	0.84%	1.51%	2.18%	1.94%	3.95%	2.93%	1.59%	2.63%	1.69%	0.74%	1.76%	0.98%	0.76%	1.95%	0.54%	3.25%	0.6%	0.75%					
22	"5. ""За Русь Святую"""	118	6	1	3	1	1	1	2	0	1	1	0	3	9	0	3	0	0	2	10	1	1	5	1	3	4	2	1	2	1	0	0	3	1	5	7	5	3	4	6	7	1	3	3	1	2	0	1	1	0					
		0.69%	0.62%	0.51%	0.55%	0.70%	0.58%	0.47%	0.47%	0.0%	0.20%	0.72%	0.0%	0.92%	3.32%	0.0%	1.45%	0.0%	0.0%	0.71%	2.55%	0.51%	0.68%	1.65%	0.43%	2.56%	0.76%	0.76%	0.84%	0.37%	0.69%	0.0%	0.0%	0.63%	0.15%	0.60%	0.97%	0.68%	0.46%	0.70%	0.65%	1.97%	0.74%	1.76%	0.73%	0.76%	0.65%	0.0%	0.81%	0.2%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	51	0	0	4	0	0	0	2	1	2	0	1	3	1	2	0	0	1	0	0	0	0	0	1	2	3	0	0	2	0	1	0	1	1	3	0	1	3	0	5	1	0	5	0	0	0	0	1	4	0					
		0.30%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.47%	0.60%	0.41%	0.0%	0.44%	0.92%	0.36%	1.36%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	1.70%	0.57%	0.0%	0.0%	0.37%	0.0%	0.43%	0.0%	0.21%	0.15%	0.36%	0.0%	0.13%	0.46%	0.0%	0.54%	0.28%	0.0%	2.94%	0.0%	0.0%	0.0%	0.0%	0.81%	0.8%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	109	5	0	8	0	2	0	1	0	11	0	0	1	0	2	2	1	1	0	1	0	1	3	1	1	1	3	2	2	1	0	0	1	5	5	5	4	6	13	9	4	1	0	0	0	0	1	0	3	2					
		0.64%	0.52%	0.0%	1.47%	0.0%	1.16%	0.0%	0.23%	0.0%	2.30%	0.0%	0.0%	0.30%	0.0%	1.36%	0.97%	0.31%	0.40%	0.0%	0.25%	0.0%	0.68%	0.99%	0.43%	0.85%	0.19%	1.15%	1.68%	0.37%	0.69%	0.0%	0.0%	0.21%	0.75%	0.60%	0.69%	0.54%	0.92%	2.30%	0.98%	1.12%	0.74%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.6%	0.75%					
25	"8. ""Народно-республиканская партия России"""	39	2	0	2	0	0	0	0	0	0	0	3	2	0	1	0	1	1	0	1	1	0	0	2	0	4	0	1	0	2	1	0	1	1	1	0	2	1	2	0	0	1	0	0	0	3	1	0	2	0					
