Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Дмитриевская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408					
1	"Число избирателей, внесенных в список избирателей"	14844	1719	1734	1738	1786	450	148	261	1576	464	206	226	308	79	348	530	658	168	187	67	180	110	289	183	118	209	163	547	225	167					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14144	1574	1588	1622	1656	431	144	256	1474	454	214	226	297	75	333	517	631	165	190	76	185	110	290	178	121	220	167	533	238	179					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8209	912	918	911	826	283	86	118	825	267	130	131	176	58	175	347	406	82	133	50	124	75	130	118	91	128	123	299	174	113					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1351	57	65	79	94	55	29	72	133	38	39	28	57	10	86	41	37	47	25	12	31	23	64	26	17	40	12	53	46	35					
6	Число погашенных избирательных бюллетеней	4584	605	605	632	736	93	29	66	516	149	45	67	64	7	72	129	188	36	32	14	30	12	96	34	13	52	32	181	18	31					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1351	57	65	79	94	55	29	72	133	38	39	28	57	10	86	41	37	47	25	12	31	23	64	26	17	40	12	53	46	35					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8209	912	918	911	826	283	86	118	825	267	130	131	176	58	175	347	406	82	133	50	124	75	130	118	91	128	123	299	174	113					
9	Число недействительных избирательных бюллетеней	116	10	13	14	11	5	2	0	8	4	0	2	5	0	0	5	8	1	3	0	0	1	4	3	0	2	11	3	1	0					
10	Число действительных избирательных бюллетеней	9444	959	970	976	909	333	113	190	950	301	169	157	228	68	261	383	435	128	155	62	155	97	190	141	108	166	124	349	219	148					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	436	34	25	41	25	10	10	10	30	20	15	10	8	5	10	20	20	7	10	8	8	5	10	6	10	13	10	15	22	19					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	430	34	25	41	23	10	10	10	30	20	15	10	8	5	10	20	20	7	10	8	8	5	6	6	10	13	10	15	22	19					
