Выборы Президента Российской Федерации																																																																
Дата голосования: 02.03.2008																																																																
																																																																
Наименование Избирательной комиссии:    Калининская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
	Число участковых избирательных комиссий	57																																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	57																																																														
																																																																
		Сумма	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366					
1	"Число избирателей, включенных в списки избирателей"	43736	1588	815	595	1391	110	576	522	1068	438	346	359	299	431	1298	473	2284	615	410	679	902	589	124	982	198	300	819	773	330	518	1661	908	747	337	857	1177	535	1254	1341	476	304	538	247	591	957	254	138	276	757	399	1611	178	1675	1513	717	1922	1909	625					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	39495	1400	750	550	1250	107	538	450	1000	400	300	350	300	400	1150	450	2050	550	350	600	800	550	100	900	180	250	750	700	300	500	1500	800	700	300	750	1050	500	1100	1200	450	270	500	200	550	850	200	100	250	650	350	1450	150	1500	1400	650	1750	1750	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	21594	873	349	241	644	0	379	248	546	149	151	175	129	198	885	299	1326	386	274	244	270	292	55	471	74	107	355	386	158	185	734	460	338	172	376	438	206	649	572	204	154	168	117	315	392	101	100	161	367	186	912	118	1067	1012	267	990	858	311					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	4423	110	154	166	108	98	49	85	31	96	91	68	54	48	34	52	47	46	30	134	101	155	26	95	56	69	83	84	35	98	95	12	39	22	88	189	104	19	216	68	17	116	42	80	132	88	0	14	144	60	105	31	60	48	163	62	72	34					
6	Число погашенных избирательных бюллетеней	13478	417	247	143	498	9	110	117	423	155	58	107	117	154	231	99	677	118	46	222	429	103	19	334	50	74	312	230	107	217	671	328	323	106	286	423	190	432	412	178	99	216	41	155	326	11	0	75	139	104	433	1	373	340	220	698	820	255					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4423	110	154	166	108	98	49	85	31	96	91	68	54	48	34	52	47	46	30	134	101	155	26	95	56	69	83	84	35	98	95	12	39	22	88	189	104	19	216	68	17	116	42	80	132	88	0	14	144	60	105	31	60	48	163	62	72	34					
8	Число бюллетеней в стационарных ящиках для голосования	21587	873	349	241	644	0	379	248	546	149	151	175	129	198	885	299	1323	386	274	244	270	292	55	471	74	107	355	386	158	185	734	460	338	172	376	438	206	649	572	204	154	168	117	315	392	101	100	161	367	186	912	118	1065	1012	267	990	856	311					
9	Число недействительных избирательных бюллетеней	425	14	12	0	13	0	4	1	9	2	1	2	1	0	6	8	14	5	0	3	3	6	2	6	0	0	5	4	3	6	9	5	6	0	7	2	4	6	7	0	2	6	1	1	4	1	0	3	2	3	142	0	23	28	4	7	20	2					
10	Число действительных избирательных бюллетеней	25585	969	491	407	739	98	424	332	568	243	241	241	182	246	913	343	1356	427	304	375	368	441	79	560	130	176	433	466	190	277	820	467	371	194	457	625	306	662	781	272	169	278	158	394	520	188	100	172	509	243	875	149	1102	1032	426	1045	908	343					
11	Число полученных открепительных  удостоверений	515	32	5	2	20	0	13	8	8	2	5	10	1	8	13	13	15	6	2	8	12	8	0	9	3	5	14	6	3	3	22	10	6	8	4	15	5	8	15	6	2	8	0	1	5	1	2	5	12	8	24	3	24	14	5	25	35	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	455	26	5	1	20	0	13	8	8	2	0	10	0	8	13	13	15	5	1	7	11	7	0	7	3	4	13	5	2	1	15	4	6	8	4	15	4	8	13	6	2	5	0	1	5	0	1	5	10	7	20	3	24	14	5	23	31	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	542	19	10	5	21	2	5	7	5	8	7	3	5	3	34	18	14	7	11	12	12	8	12	10	7	3	23	6	7	7	48	23	7	4	6	13	8	7	3	4	2	10	2	6	7	2	4	2	12	5	14	6	4	12	10	16	6	8					
14	Число неиспользованных открепительных удостоверений	60	6	0	1	0	0	0	0	0	0	5	0	1	0	0	0	0	1	1	1	1	1	0	2	0	1	1	1	1	2	7	6	0	0	0	0	1	0	2	0	0	3	0	0	0	1	1	0	2	1	4	0	0	0	0	2	4	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	41	1	2	2	1	0	0	0	0	3	0	0	3	2	0	0	1	0	0	1	3	0	0	1	0	0	0	0	1	1	3	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	3	0	0	2	0	0	4	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																
18	Богданов Андрей Владимирович	366	18	9	2	8	1	4	5	8	6	3	0	1	4	10	3	20	12	1	5	7	4	4	12	0	5	3	5	6	4	7	8	10	1	4	10	7	9	10	3	1	1	2	0	7	0	2	9	7	3	11	3	38	19	4	9	9	2					
		1.41%	1.83%	1.79%	0.49%	1.06%	1.02%	0.93%	1.50%	1.39%	2.45%	1.24%	0.00%	0.55%	1.63%	1.09%	0.85%	1.46%	2.78%	0.33%	1.32%	1.89%	0.89%	4.94%	2.12%	0.00%	2.84%	0.68%	1.06%	3.11%	1.41%	0.84%	1.69%	2.65%	0.52%	0.86%	1.59%	2.26%	1.35%	1.27%	1.10%	0.58%	0.35%	1.26%	0.00%	1.34%	0.00%	2.00%	5.14%	1.37%	1.22%	1.08%	2.01%	3.38%	1.79%	0.93%	0.86%	0.97%	0.58%					
19	Жириновский Владимир Вольфович	2905	109	51	41	92	19	74	31	61	24	33	35	13	13	93	39	167	44	22	42	50	39	7	63	11	24	64	62	17	38	85	50	61	16	52	73	43	75	87	35	29	29	5	20	58	21	23	18	40	30	113	21	125	124	42	117	105	30					
		11.17%	11.09%	10.14%	10.07%	12.23%	19.39%	17.29%	9.31%	10.57%	9.80%	13.64%	14.40%	7.10%	5.28%	10.12%	11.11%	12.19%	10.19%	7.24%	11.11%	13.48%	8.72%	8.64%	11.13%	8.46%	13.64%	14.61%	13.19%	8.81%	13.43%	10.25%	10.59%	16.18%	8.25%	11.21%	11.64%	13.87%	11.23%	11.04%	12.87%	16.96%	10.21%	3.14%	5.06%	11.07%	11.11%	23.00%	10.29%	7.83%	12.20%	11.11%	14.09%	11.11%	11.70%	9.77%	11.12%	11.31%	8.70%					
20	Зюганов Геннадий Андреевич	4405	184	87	61	140	6	51	39	112	31	28	46	30	50	105	50	246	68	35	66	55	56	24	99	13	25	69	114	31	60	211	126	58	52	63	131	66	125	151	38	28	49	23	45	67	26	14	19	58	30	45	21	196	209	77	231	168	97					
		16.94%	18.72%	17.30%	14.99%	18.62%	6.12%	11.92%	11.71%	19.41%	12.65%	11.57%	18.93%	16.39%	20.33%	11.43%	14.25%	17.96%	15.74%	11.51%	17.46%	14.82%	12.53%	29.63%	17.49%	10.00%	14.20%	15.75%	24.26%	16.06%	21.20%	25.45%	26.69%	15.38%	26.80%	13.58%	20.89%	21.29%	18.71%	19.16%	13.97%	16.37%	17.25%	14.47%	11.39%	12.79%	13.76%	14.00%	10.86%	11.35%	12.20%	4.42%	14.09%	17.42%	19.72%	17.91%	21.96%	18.10%	28.12%					
