Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
"Наименование Избирательной комиссии:    Прокопьевск, Центральная"																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867					
1	"Число избирателей, внесенных в списки избирателей"	55471	1659	2037	70	100	2386	2049	2389	2265	597	404	88	2000	2407	2268	60	980	1782	120	1393	2382	1914	898	1125	2446	1965	47	2300	2369	2235	910	1799	185	2791	1304	1791	1875	2081					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	52975	1550	1980	70	100	2300	2030	2400	2140	600	450	100	1780	2400	2200	60	900	1900	120	1300	2100	1800	840	1100	2240	2100	60	2140	2300	2000	850	1650	185	2650	1200	1580	1800	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	43368	1381	1537	70	72	2078	1802	2202	1935	579	404	88	1656	1878	1798	60	755	1384	120	1059	1704	1690	710	955	1829	1437	47	1777	1775	1718	649	1316	185	1522	996	1451	1267	1482					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3785	47	92	0	28	80	85	106	122	18	0	0	44	90	109	0	40	112	0	121	348	43	50	70	228	112	0	196	147	93	67	116	0	766	63	78	152	162					
6	Число погашенных избирательных бюллетеней	5819	122	351	0	0	142	140	92	83	3	46	12	80	432	293	0	105	404	0	120	48	67	80	75	183	551	13	167	378	189	134	218	0	362	141	51	381	356					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3785	47	92	0	28	80	85	106	122	18	0	0	44	90	109	0	40	112	0	121	348	43	50	70	228	112	0	196	147	93	67	116	0	766	63	78	152	162					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	43368	1381	1537	70	72	2078	1802	2202	1935	579	404	88	1656	1878	1798	60	755	1384	120	1059	1704	1690	710	955	1829	1437	47	1777	1775	1718	649	1316	185	1522	996	1451	1267	1482					
9	Число недействительных избирательных бюллетеней	311	10	6	0	0	106	5	4	10	3	0	1	11	3	8	0	0	11	0	0	0	41	5	5	9	6	0	10	0	0	15	8	0	12	1	6	0	15					
10	Число действительных избирательных бюллетеней	46842	1418	1623	70	100	2052	1882	2304	2047	594	404	87	1689	1965	1899	60	795	1485	120	1180	2052	1692	755	1020	2048	1543	47	1963	1922	1811	701	1424	185	2276	1058	1523	1419	1629					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	977	40	41	0	0	44	40	50	40	10	0	0	30	50	50	0	15	30	0	25	30	40	20	20	32	30	0	40	46	30	14	30	0	50	20	30	40	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	972	40	41	0	0	44	40	50	40	6	0	0	30	50	50	0	14	30	0	25	30	40	20	20	32	30	0	40	46	30	14	30	0	50	20	30	40	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1352	25	28	53	77	22	12	17	23	7	225	22	48	24	14	39	11	6	65	14	153	20	12	8	35	35	33	25	18	34	10	13	59	38	24	56	9	38					
14	Число погашенных неиспользованных открепительных удостоверений	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	3	2	0	0	0	0	0	0	1	0	0	1	1	5	0	0	1	0	1	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2					
16	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	304	5	21	0	2	24	29	9	19	1	0	0	22	11	15	0	2	20	0	1	5	6	1	3	6	13	0	9	5	7	6	8	0	20	0	8	11	15					
		0.64%	0.35%	1.29%	0.00%	2.00%	1.11%	1.54%	0.39%	0.92%	0.17%	0.00%	0.00%	1.29%	0.56%	0.79%	0.00%	0.25%	1.34%	0.00%	0.08%	0.24%	0.35%	0.13%	0.29%	0.29%	0.84%	0.00%	0.46%	0.26%	0.39%	0.84%	0.56%	0.00%	0.87%	0.00%	0.52%	0.78%	0.91%					
19	2.Всероссийская политическая партия «Гражданская Сила»	158	2	4	0	0	7	10	12	7	1	0	0	16	9	7	0	0	10	0	0	5	4	1	2	10	7	0	4	1	5	1	1	0	7	0	8	9	8					
		0.34%	0.14%	0.25%	0.00%	0.00%	0.32%	0.53%	0.52%	0.34%	0.17%	0.00%	0.00%	0.94%	0.46%	0.37%	0.00%	0.00%	0.67%	0.00%	0.00%	0.24%	0.23%	0.13%	0.20%	0.49%	0.45%	0.00%	0.20%	0.05%	0.28%	0.14%	0.07%	0.00%	0.31%	0.00%	0.52%	0.63%	0.49%					
20	3.Политическая партия «Демократическая партия России»	60	1	2	0	0	0	2	0	3	0	0	0	15	8	0	0	0	2	0	0	2	0	1	2	0	4	0	1	0	0	0	2	0	0	0	11	1	3					
		0.13%	0.07%	0.12%	0.00%	0.00%	0.00%	0.11%	0.00%	0.15%	0.00%	0.00%	0.00%	0.88%	0.41%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.10%	0.00%	0.13%	0.20%	0.00%	0.26%	0.00%	0.05%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.72%	0.07%	0.18%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2573	120	102	0	1	79	121	124	124	21	2	0	94	119	154	0	47	78	0	51	43	53	37	55	91	107	0	110	88	122	39	56	0	90	75	85	155	130					
		5.46%	8.40%	6.26%	0.00%	1.00%	3.66%	6.41%	5.37%	6.03%	3.52%	0.50%	0.00%	5.53%	6.05%	8.08%	0.00%	5.91%	5.21%	0.00%	4.32%	2.10%	3.06%	4.87%	5.37%	4.42%	6.91%	0.00%	5.58%	4.58%	6.74%	5.45%	3.91%	0.00%	3.93%	7.08%	5.56%	10.92%	7.91%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	285	4	6	0	1	13	19	11	11	12	0	0	14	8	11	0	7	10	0	7	12	5	5	3	3	4	0	16	3	6	2	2	0	33	8	16	19	14					
		0.60%	0.28%	0.37%	0.00%	1.00%	0.60%	1.01%	0.48%	0.53%	2.01%	0.00%	0.00%	0.82%	0.41%	0.58%	0.00%	0.88%	0.67%	0.00%	0.59%	0.58%	0.29%	0.66%	0.29%	0.15%	0.26%	0.00%	0.81%	0.16%	0.33%	0.28%	0.14%	0.00%	1.44%	0.76%	1.05%	1.34%	0.85%					
23	6.Политическая партия «Партия социальной справедливости»	38	0	2	0	0	2	4	0	4	0	0	0	3	2	1	0	0	0	0	0	0	2	1	0	0	2	0	3	0	1	1	5	0	1	0	0	4	0					
		0.08%	0.00%	0.12%	0.00%	0.00%	0.09%	0.21%	0.00%	0.19%	0.00%	0.00%	0.00%	0.18%	0.10%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.13%	0.00%	0.00%	0.13%	0.00%	0.15%	0.00%	0.06%	0.14%	0.35%	0.00%	0.04%	0.00%	0.00%	0.28%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2574	96	90	0	4	104	94	131	159	7	0	0	89	114	105	0	5	85	0	2	42	77	49	53	146	107	0	131	103	37	58	122	0	135	55	98	132	144					
		5.46%	6.72%	5.52%	0.00%	4.00%	4.82%	4.98%	5.68%	7.73%	1.17%	0.00%	0.00%	5.24%	5.79%	5.51%	0.00%	0.63%	5.68%	0.00%	0.17%	2.05%	4.44%	6.45%	5.17%	7.10%	6.91%	0.00%	6.64%	5.36%	2.04%	8.10%	8.52%	0.00%	5.90%	5.19%	6.41%	9.30%	8.76%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	786	15	24	0	1	54	39	41	55	1	0	0	8	43	48	0	5	20	0	1	34	10	2	15	32	33	0	14	15	33	12	45	0	69	10	5	64	38					
		1.67%	1.05%	1.47%	0.00%	1.00%	2.50%	2.07%	1.78%	2.67%	0.17%	0.00%	0.00%	0.47%	2.18%	2.52%	0.00%	0.63%	1.34%	0.00%	0.08%	1.66%	0.58%	0.26%	1.46%	1.56%	2.13%	0.00%	0.71%	0.78%	1.82%	1.68%	3.14%	0.00%	3.02%	0.94%	0.33%	4.51%	2.31%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	145	3	5	0	0	8	8	4	5	1	0	0	27	0	11	0	1	0	0	1	3	6	1	2	12	10	0	6	1	1	0	3	1	11	0	5	5	4					
		0.31%	0.21%	0.31%	0.00%	0.00%	0.37%	0.42%	0.17%	0.24%	0.17%	0.00%	0.00%	1.59%	0.00%	0.58%	0.00%	0.13%	0.00%	0.00%	0.08%	0.15%	0.35%	0.13%	0.20%	0.58%	0.65%	0.00%	0.30%	0.05%	0.06%	0.00%	0.21%	0.54%	0.48%	0.00%	0.33%	0.35%	0.24%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	39703	1167	1352	70	90	1737	1544	1966	1646	549	402	87	1394	1643	1542	60	726	1254	120	1116	1903	1526	655	883	1741	1252	47	1665	1705	1586	577	1174	184	1899	910	1262	1007	1262					
		84.20%	81.72%	82.99%	10.00%	90.00%	80.49%	81.82%	85.18%	80.02%	91.96%	99.50%	98.86%	82.00%	83.49%	80.86%	10.00%	91.32%	83.82%	10.00%	94.58%	92.74%	88.06%	86.18%	86.15%	84.64%	80.83%	10.00%	84.39%	88.71%	87.58%	80.59%	81.98%	99.46%	82.99%	85.93%	82.54%	70.97%	76.76%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	216	5	15	0	1	24	12	6	14	1	0	0	7	8	5	0	2	6	0	1	3	3	2	2	7	4	0	4	1	13	5	6	0	11	0	25	12	11					
		0.46%	0.35%	0.92%	0.00%	1.00%	1.11%	0.64%	0.26%	0.68%	0.17%	0.00%	0.00%	0.41%	0.41%	0.26%	0.00%	0.25%	0.40%	0.00%	0.08%	0.15%	0.17%	0.26%	0.20%	0.34%	0.26%	0.00%	0.20%	0.05%	0.72%	0.70%	0.42%	0.00%	0.48%	0.00%	1.64%	0.85%	0.67%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
