Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
"Наименование Избирательной комиссии:    Прокопьевск, Центральная"																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883					
1	"Число избирателей, внесенных в список избирателей"	53839	2221	1868	1535	2004	2293	665	1960	2182	2233	1384	1090	2255	2008	1669	1083	1745	1853	2427	2403	1982	2366	2730	1594	875	1634	2693	1260	1747	760	145	185	61	357	210	47	315					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	52636	2150	1850	1500	1900	2300	680	1950	2150	2200	1350	1150	2050	2000	1650	1100	1750	1750	2450	2200	1750	2350	2750	1600	850	1600	2650	1250	1600	760	150	185	61	365	210	60	315					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	40698	1502	1420	1359	1699	1831	360	1360	1874	1785	1001	808	1900	1489	1355	871	1276	1381	1727	1997	1558	1824	1692	1241	314	1063	1684	1041	1260	760	145	131	61	357	210	47	315					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	4161	84	133	87	88	152	189	208	84	108	155	59	108	135	115	45	320	71	53	129	74	169	127	102	303	258	634	68	49	0	0	54	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	7777	564	297	54	113	317	131	382	192	307	194	283	42	376	180	184	154	298	670	74	118	357	931	257	233	279	332	141	291	0	5	0	0	8	0	13	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4161	84	133	87	88	152	189	208	84	108	155	59	108	135	115	45	320	71	53	129	74	169	127	102	303	258	634	68	49	0	0	54	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	40687	1502	1420	1359	1699	1829	360	1360	1874	1785	1001	808	1900	1489	1355	871	1276	1381	1727	1997	1549	1824	1692	1241	314	1063	1684	1041	1260	760	145	131	61	357	210	47	315					
9	Число недействительных избирательных бюллетеней	1075	36	11	19	280	172	7	24	192	22	8	22	13	28	23	10	48	12	28	24	23	18	19	4	8	3	0	5	2	12	0	1	0	0	0	0	1					
10	Число действительных избирательных бюллетеней	43773	1550	1542	1427	1507	1809	542	1544	1766	1871	1148	845	1995	1596	1447	906	1548	1440	1752	2102	1600	1975	1800	1339	609	1318	2318	1104	1307	748	145	184	61	357	210	47	314					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1278	56	42	55	47	54	14	45	56	54	35	40	60	70	53	35	35	25	50	58	35	71	57	36	19	51	65	28	32	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1276	56	42	55	47	54	12	45	56	54	35	40	60	70	53	35	35	25	50	58	35	71	57	36	19	51	65	28	32	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1589	26	13	19	28	25	17	20	8	26	12	14	110	11	12	12	70	89	15	66	89	22	22	11	12	17	17	17	45	74	0	162	54	159	99	18	178					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	0	2	1	0	2	0	0	1	4	0	0	1	0	1	0	5	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
