Выборы Президента Российской Федерации																																																											
																																																											
Наименование Избирательной комиссии:    Печорская городская																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145					
1	"Число избирателей, внесенных в список"	54972	1896	1924	2356	2243	1893	1810	2045	882	688	530	1691	729	2326	2403	2101	2158	2375	2104	2235	2596	2408	2384	358	551	171	1249	350	140	1014	683	125	385	166	243	168	89	2324	517	150	222	113	574	274	65	175	1068	137	498	391	322	45	628					
2	Число полученных избирательных бюллетеней	55230	1910	1940	2375	2250	1900	1820	2045	885	685	535	1730	720	2340	2400	2110	2170	2340	2110	2260	2630	2400	2190	380	540	175	1355	380	145	1040	690	130	390	170	270	185	95	2300	430	155	240	105	575	300	60	175	1040	140	525	410	380	55	650					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	28085	873	1020	1069	1156	814	902	987	443	197	232	779	362	1369	1190	1107	1220	1244	1064	1162	1368	1194	1111	230	321	112	683	197	78	491	356	80	211	105	187	100	72	1090	157	101	131	84	361	182	45	103	568	61	282	245	203	42	344					
5	"Число избирательных бюллетеней, выданных вне помещения"	1298	39	34	28	9	37	11	47	28	7	6	46	18	5	16	21	22	62	48	20	42	33	220	47	29	5	32	20	20	31	21	0	18	4	13	6	0	54	118	2	9	4	4	2	2	0	6	13	2	6	21	0	10					
6	Число погашенных избирательных бюллетеней	25847	998	886	1278	1085	1049	907	1011	414	481	297	905	340	966	1194	982	928	1034	998	1078	1220	1173	859	103	190	58	640	163	47	518	313	50	161	61	70	79	23	1156	155	52	100	17	210	116	13	72	466	66	241	159	156	13	296					
7	Число избирательных бюллетеней в переносных ящиках	1298	39	34	28	9	37	11	47	28	7	6	46	18	5	16	21	22	62	48	20	42	33	220	47	29	5	32	20	20	31	21	0	18	4	13	6	0	54	118	2	9	4	4	2	2	0	6	13	2	6	21	0	10					
8	Число бюллетеней в стационарных ящиках для голосования	28072	872	1019	1064	1156	814	902	987	443	197	232	778	362	1369	1190	1107	1220	1244	1061	1162	1366	1194	1111	230	321	112	683	197	78	491	356	80	211	105	187	100	72	1090	157	101	131	84	361	182	45	103	568	61	282	245	203	42	344					
9	Число недействительных избирательных бюллетеней	251	6	15	6	13	10	12	7	6	1	7	7	1	12	12	8	16	7	4	0	7	10	12	3	4	0	7	4	3	6	5	0	1	0	6	0	0	8	1	1	2	0	4	1	0	0	2	1	4	1	3	0	5					
10	Число действительных избирательных бюллетеней	29119	905	1038	1086	1152	841	901	1027	465	203	231	817	379	1362	1194	1120	1226	1299	1105	1182	1401	1217	1319	274	346	117	708	213	95	516	372	80	228	109	194	106	72	1136	274	102	138	88	361	183	47	103	572	73	280	250	221	42	349					
