Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Кирилловская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569					
1	"Число избирателей, внесенных в список"	14378	1188	2276	2056	1227	168	267	93	533	120	470	46	353	389	233	338	273	84	449	132	93	455	142	165	113	82	265	924	243	510	244	447					
2	Число полученных избирательных бюллетеней	13289	1100	2100	1900	1150	170	250	97	480	125	430	47	320	350	220	320	250	84	410	129	100	410	131	166	109	81	230	830	220	460	220	400					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7349	585	1129	1152	607	64	161	72	289	29	257	13	182	219	105	165	149	36	228	107	40	249	66	97	50	57	103	411	86	258	107	276					
5	"Число избирательных бюллетеней, выданных вне помещения"	1868	75	75	47	25	50	29	6	122	69	57	22	65	80	63	103	37	30	91	0	39	42	35	38	34	8	74	224	85	110	93	40					
6	Число погашенных избирательных бюллетеней	4072	440	896	701	518	56	60	19	69	27	116	12	73	51	52	52	64	18	91	22	21	119	30	31	25	16	53	195	49	92	20	84					
7	Число избирательных бюллетеней в переносных ящиках	1868	75	75	47	25	50	29	6	122	69	57	22	65	80	63	103	37	30	91	0	39	42	35	38	34	8	74	224	85	110	93	40					
8	Число бюллетеней в стационарных ящиках для голосования	7348	585	1129	1152	607	64	161	72	289	29	257	13	182	218	105	165	149	36	228	107	40	249	66	97	50	57	103	411	86	258	107	276					
9	Число недействительных избирательных бюллетеней	53	2	4	3	7	0	2	0	7	0	0	0	3	3	0	2	0	0	0	0	0	3	1	3	1	1	1	0	0	2	1	7					
10	Число действительных избирательных бюллетеней	9163	658	1200	1196	625	114	188	78	404	98	314	35	244	295	168	266	186	66	319	107	79	288	100	132	83	64	176	635	171	366	199	309					
11	Число полученных открепительных  удостоверений	415	30	40	30	30	10	10	10	20	10	15	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	15	10	10	10	10					
12	Число выданных открепительных удостоверений	145	11	27	20	15	1	2	4	4	3	9	0	0	2	0	8	0	0	2	1	3	4	0	1	0	5	2	6	0	6	4	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	115	10	20	13	2	1	1	2	3	1	4	1	4	0	3	2	2	2	5	4	1	3	3	2	3	5	5	3	1	3	3	3					
14	Число неиспользованных открепительных удостоверений	270	19	13	10	15	9	8	6	16	7	6	5	10	8	10	2	10	10	8	9	7	6	10	9	10	5	8	9	10	4	6	5					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	114	8	22	13	10	6	2	1	2	2	1	0	0	4	0	6	7	0	0	1	0	8	0	0	1	0	2	5	1	5	6	1					
		1.24%	1.21%	1.83%	1.08%	1.58%	5.26%	1.05%	1.28%	0.49%	2.04%	0.32%	0.00%	0.00%	1.34%	0.00%	2.24%	3.76%	0.00%	0.00%	0.93%	0.00%	2.75%	0.00%	0.00%	1.19%	0.00%	1.13%	0.79%	0.58%	1.36%	3.00%	0.32%					
19	. Малышкин Олег Александрович	115	3	8	10	7	2	5	1	3	1	4	0	7	10	2	3	1	0	3	1	3	2	6	1	0	0	5	8	2	8	1	8					
		1.25%	0.45%	0.66%	0.83%	1.11%	1.75%	2.63%	1.28%	0.73%	1.02%	1.27%	0.00%	2.83%	3.36%	1.19%	1.12%	0.54%	0.00%	0.94%	0.93%	3.80%	0.69%	5.94%	0.74%	0.00%	0.00%	2.82%	1.26%	1.17%	2.17%	0.50%	2.53%					
20	. Миронов Сергей Михайлович	52	2	7	9	3	3	3	0	4	0	1	0	1	0	0	0	1	2	3	0	1	1	1	0	1	0	1	2	1	0	2	3					
		0.56%	0.30%	0.58%	0.75%	0.47%	2.63%	1.58%	0.00%	0.97%	0.00%	0.32%	0.00%	0.40%	0.00%	0.00%	0.00%	0.54%	3.03%	0.94%	0.00%	1.27%	0.34%	0.99%	0.00%	1.19%	0.00%	0.56%	0.31%	0.58%	0.00%	1.00%	0.95%					
21	. Путин Владимир Владимирович	7447	545	976	946	488	78	152	66	305	80	279	30	212	219	156	225	137	55	284	104	68	229	73	109	70	45	143	519	151	318	168	217					
		80.81%	82.58%	81.06%	78.90%	77.22%	68.42%	80.00%	84.62%	74.21%	81.63%	88.85%	85.71%	85.83%	73.49%	92.86%	83.96%	73.66%	83.33%	89.03%	97.20%	86.08%	78.69%	72.28%	80.74%	83.33%	69.23%	80.79%	81.73%	88.30%	86.41%	84.00%	68.67%					
22	. Хакамада Ирина Муцуовна	123	8	18	26	7	2	1	0	5	2	5	0	0	6	0	4	6	2	2	0	2	8	0	0	0	1	1	5	2	6	1	3					
		1.33%	1.21%	1.50%	2.17%	1.11%	1.75%	0.53%	0.00%	1.22%	2.04%	1.59%	0.00%	0.00%	2.01%	0.00%	1.49%	3.23%	3.03%	0.63%	0.00%	2.53%	2.75%	0.00%	0.00%	0.00%	1.54%	0.56%	0.79%	1.17%	1.63%	0.50%	0.95%					
23	. Харитонов Николай Михайлович	1228	87	153	176	105	18	22	9	82	13	19	4	23	54	10	26	33	7	27	1	5	35	20	21	11	18	20	95	12	27	19	76					
		13.32%	13.18%	12.71%	14.68%	16.61%	15.79%	11.58%	11.54%	19.95%	13.27%	6.05%	11.43%	9.31%	18.12%	5.95%	9.70%	17.74%	10.61%	8.46%	0.93%	6.33%	12.03%	19.80%	15.56%	13.10%	27.69%	11.30%	14.96%	7.02%	7.34%	9.50%	24.05%					
																																						
24	Против всех	84	5	16	16	5	5	3	1	3	0	5	1	1	2	0	2	1	0	0	0	0	5	0	1	0	0	4	1	2	2	2	1					
		0.91%	0.76%	1.33%	1.33%	0.79%	4.39%	1.58%	1.28%	0.73%	0.00%	1.59%	2.86%	0.40%	0.67%	0.00%	0.75%	0.54%	0.00%	0.00%	0.00%	0.00%	1.72%	0.00%	0.74%	0.00%	0.00%	2.26%	0.16%	1.17%	0.54%	1.00%	0.32%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
