Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Новобурасская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936					
1	"Число избирателей, внесенных в списки"	13221	2387	1573	981	107	1445	116	294	148	455	134	438	392	348	501	379	129	914	124	99	297	369	360	716	515					
2	"Число бюллетеней, полученных участковыми комиссиями"	13325	2405	1582	977	104	1460	113	301	153	456	132	433	413	354	493	382	128	934	147	100	299	381	358	708	512					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8646	1493	947	593	65	900	66	232	109	349	80	289	291	277	287	242	90	645	110	81	219	262	243	455	321					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1030	88	62	36	11	96	16	19	12	22	22	66	65	34	101	46	24	50	14	6	50	26	66	41	57					
6	Число погашенных бюллетеней	3649	824	573	348	28	464	31	50	32	85	30	78	57	43	105	94	14	239	23	13	30	93	49	212	134					
7	Число бюллетеней в переносных ящиках для голосования	1030	88	62	36	11	96	16	19	12	22	22	66	65	34	101	46	24	50	14	6	50	26	66	41	57					
8	Число бюллетеней в стационарных ящиках для голосования	8645	1492	947	593	65	900	66	232	109	349	80	289	291	277	287	242	90	645	110	81	219	262	243	455	321					
9	Число недействительных бюллетеней	213	30	22	2	5	17	2	11	1	12	2	11	16	5	4	1	0	22	4	0	6	5	11	16	8					
10	Число действительных бюллетеней	9462	1550	987	627	71	979	80	240	120	359	100	344	340	306	384	287	114	673	120	87	263	283	298	480	370					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	478	100	60	30	3	49	3	10	7	20	4	13	12	10	14	12	4	40	4	3	9	12	10	34	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	200	38	27	11	2	14	2	10	5	3	0	4	12	9	1	7	4	14	2	0	1	8	4	20	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	75	6	8	7	4	7	4	8	3	4	3	1	1	1	2	1	3	0	0	0	1	2	1	3	5					
14	Число погашенных открепительных удостоверений	278	62	33	19	1	35	1	0	2	17	4	9	0	1	13	5	0	26	2	3	8	4	6	14	13					
15	Число открепительных удостоверений выданных ТИК	16	3	3	0	0	1	0	0	0	1	1	2	0	1	0	0	1	2	0	0	0	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	158	24	5	5	1	17	1	3	1	7	6	10	8	5	4	3	5	23	0	1	0	1	9	10	9					
		1.63%	1.51%	0.49%	0.79%	1.31%	1.70%	1.21%	1.19%	0.82%	1.88%	5.88%	2.81%	2.24%	1.60%	1.03%	1.04%	4.38%	3.30%	0.0%	1.14%	0.0%	0.34%	2.91%	2.01%	2.38%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	154	46	25	18	0	13	4	2	0	4	0	9	0	3	6	1	0	7	2	0	3	1	4	4	2					
		1.59%	2.91%	2.47%	2.86%	0.0%	1.30%	4.87%	0.79%	0.0%	1.07%	0.0%	2.53%	0.0%	0.96%	1.54%	0.34%	0.0%	1.00%	1.61%	0.0%	1.11%	0.34%	1.29%	0.80%	0.52%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	211	41	12	22	5	28	5	4	4	7	3	4	8	4	2	3	2	21	5	1	6	7	2	12	3					
		2.18%	2.59%	1.18%	3.49%	6.57%	2.81%	6.09%	1.59%	3.30%	1.88%	2.94%	1.12%	2.24%	1.28%	0.51%	1.04%	1.75%	3.02%	4.03%	1.14%	2.23%	2.43%	0.64%	2.41%	0.79%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	125	25	23	14	0	12	1	3	1	4	1	4	2	1	2	1	4	10	0	0	3	2	5	3	4					
		1.29%	1.58%	2.27%	2.22%	0.0%	1.20%	1.21%	1.19%	0.82%	1.07%	0.98%	1.12%	0.56%	0.32%	0.51%	0.34%	3.50%	1.43%	0.0%	0.0%	1.11%	0.69%	1.61%	0.60%	1.05%					
22	"5. ""За Русь Святую"""	55	10	10	1	0	6	1	4	1	2	1	3	1	0	2	2	0	6	0	0	3	1	0	0	1					
		0.56%	0.63%	0.99%	0.15%	0.0%	0.60%	1.21%	1.59%	0.82%	0.53%	0.98%	0.84%	0.28%	0.0%	0.51%	0.69%	0.0%	0.86%	0.0%	0.0%	1.11%	0.34%	0.0%	0.0%	0.26%					
23	"6. ""Объединенная Российская партия ""Русь"""	30	5	2	3	0	1	0	0	0	5	0	0	1	0	0	1	0	4	1	0	1	1	1	2	2					
		0.31%	0.31%	0.19%	0.47%	0.0%	0.10%	0.0%	0.0%	0.0%	1.34%	0.0%	0.0%	0.28%	0.0%	0.0%	0.34%	0.0%	0.57%	0.80%	0.0%	0.37%	0.34%	0.32%	0.40%	0.52%					
24	"7. ""Новый курс - Автомобильная Россия"""	35	8	6	2	0	5	0	0	0	0	2	0	2	2	0	1	0	3	0	0	0	0	0	4	0					
		0.36%	0.50%	0.59%	0.31%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	1.96%	0.0%	0.56%	0.64%	0.0%	0.34%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.80%	0.0%					
