Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Минусинская городская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570					
1	"Число избирателей, внесенных в списки избирателей"	51614	1922	1126	2038	2468	2266	432	2887	1970	2112	2085	2254	2417	2291	2027	2083	2196	2258	2391	2013	2164	2557	1644	2180	255	1100	893	1585					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	44715	1700	1010	1650	2170	2030	450	2430	1650	1780	1810	1930	2080	1890	1820	1850	1960	2000	2110	1630	1860	2220	1480	1770	255	960	780	1440					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	33273	1147	700	1384	1458	1232	432	1734	1330	1506	1391	1360	1415	1359	919	1541	1546	1530	1569	1429	1657	1983	1240	1210	0	736	569	896					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1368	41	28	29	35	77	0	38	15	7	28	38	25	37	232	38	45	70	31	55	28	28	18	98	255	46	4	22					
6	Число погашенных избирательных бюллетеней	10074	512	282	237	677	721	18	658	305	267	391	532	640	494	669	271	369	400	510	146	175	209	222	462	0	178	207	522					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1368	41	28	29	35	77	0	38	15	7	28	38	25	37	232	38	45	70	31	55	28	28	18	98	255	46	4	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	33263	1147	700	1384	1458	1232	432	1734	1330	1506	1391	1358	1415	1355	919	1541	1546	1530	1569	1429	1657	1983	1236	1210	0	736	569	896					
9	Число недействительных избирательных бюллетеней	584	20	15	29	39	18	15	16	33	15	25	41	13	28	57	31	4	32	17	19	23	24	15	18	7	10	6	14					
10	Число действительных избирательных бюллетеней	34047	1168	713	1384	1454	1291	417	1756	1312	1498	1394	1355	1427	1364	1094	1548	1587	1568	1583	1465	1662	1987	1239	1290	248	772	567	904					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	630	20	25	30	30	25	0	30	25	30	20	20	30	40	25	30	30	30	30	30	30	30	15	15	0	10	10	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	357	15	12	9	9	16	0	25	6	22	20	13	12	18	1	22	23	11	16	10	19	22	15	15	0	10	3	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	333	9	11	19	5	17	89	15	10	7	4	4	11	10	6	9	8	8	7	12	19	10	5	12	8	6	6	6					
14	Число погашенных неиспользованных открепительных удостоверений	273	5	13	21	21	9	0	5	19	8	0	7	18	22	24	8	7	19	14	20	11	8	0	0	0	0	7	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	1	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	717	14	15	15	38	28	0	40	26	33	35	19	29	34	32	40	26	32	47	28	46	48	30	13	8	11	16	14					
		2.07%	1.18%	2.06%	1.06%	2.55%	2.14%	0.00%	2.26%	1.93%	2.18%	2.47%	1.36%	2.01%	2.44%	2.78%	2.53%	1.63%	2.00%	2.94%	1.89%	2.73%	2.39%	2.39%	0.99%	3.14%	1.41%	2.79%	1.53%					
19	2.Всероссийская политическая партия «Гражданская Сила»	248	9	3	7	3	10	1	13	6	9	5	14	11	9	9	4	12	16	5	9	12	22	21	7	0	9	7	15					
		0.72%	0.76%	0.41%	0.50%	0.20%	0.76%	0.23%	0.73%	0.45%	0.59%	0.35%	1.00%	0.76%	0.65%	0.78%	0.25%	0.75%	1.00%	0.31%	0.61%	0.71%	1.09%	1.67%	0.54%	0.00%	1.15%	1.22%	1.63%					
20	3.Политическая партия «Демократическая партия России»	35	2	1	1	2	0	0	1	1	1	0	3	1	2	3	1	0	3	3	1	1	2	0	0	1	2	2	1					
		0.10%	0.17%	0.14%	0.07%	0.13%	0.00%	0.00%	0.06%	0.07%	0.07%	0.00%	0.21%	0.07%	0.14%	0.26%	0.06%	0.00%	0.19%	0.19%	0.07%	0.06%	0.10%	0.00%	0.00%	0.39%	0.26%	0.35%	0.11%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4920	210	116	178	193	161	11	220	161	220	220	184	216	172	122	267	239	260	217	218	225	336	152	232	56	138	67	129					
		14.21%	17.68%	15.93%	12.60%	12.93%	12.30%	2.55%	12.42%	11.97%	14.54%	15.50%	13.18%	15.00%	12.36%	10.60%	16.91%	15.02%	16.25%	13.56%	14.69%	13.35%	16.71%	12.12%	17.74%	21.96%	17.65%	11.69%	14.05%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	201	5	3	3	7	11	7	12	9	13	7	5	10	6	5	11	3	13	11	13	5	17	8	3	1	2	3	8					
		0.58%	0.42%	0.41%	0.21%	0.47%	0.84%	1.62%	0.68%	0.67%	0.86%	0.49%	0.36%	0.69%	0.43%	0.43%	0.70%	0.19%	0.81%	0.69%	0.88%	0.30%	0.85%	0.64%	0.23%	0.39%	0.26%	0.52%	0.87%					
23	6.Политическая партия «Партия социальной справедливости»	68	1	2	1	0	3	1	2	4	4	5	3	2	2	1	3	2	5	2	4	7	6	4	0	1	2	0	1					
		0.20%	0.08%	0.27%	0.07%	0.00%	0.23%	0.23%	0.11%	0.30%	0.26%	0.35%	0.21%	0.14%	0.14%	0.09%	0.19%	0.13%	0.31%	0.13%	0.27%	0.42%	0.30%	0.32%	0.00%	0.39%	0.26%	0.00%	0.11%					
24	7.Политическая партия «Либерально-демократическая партия России»	5128	187	106	236	243	208	134	283	186	190	174	210	209	223	194	193	289	192	239	205	251	265	148	199	28	114	62	160					
		14.81%	15.74%	14.56%	16.70%	16.28%	15.89%	31.02%	15.97%	13.83%	12.56%	12.26%	15.04%	14.51%	16.02%	16.85%	12.22%	18.16%	12.00%	14.94%	13.81%	14.90%	13.18%	11.80%	15.21%	10.98%	14.58%	10.82%	17.43%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3201	88	60	94	124	111	9	135	136	150	140	132	150	114	82	164	158	176	175	179	187	183	124	116	16	58	70	70					
		9.24%	7.41%	8.24%	6.65%	8.31%	8.48%	2.08%	7.62%	10.11%	9.91%	9.87%	9.46%	10.42%	8.19%	7.12%	10.39%	9.93%	11.00%	10.94%	12.06%	11.10%	9.10%	9.89%	8.87%	6.27%	7.42%	12.22%	7.63%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	630	20	17	20	17	26	5	38	33	19	18	20	13	19	17	48	34	29	37	46	38	28	29	17	3	8	10	21					
		1.82%	1.68%	2.34%	1.42%	1.14%	1.99%	1.16%	2.14%	2.45%	1.26%	1.27%	1.43%	0.90%	1.36%	1.48%	3.04%	2.14%	1.81%	2.31%	3.10%	2.26%	1.39%	2.31%	1.30%	1.18%	1.02%	1.75%	2.29%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	18440	619	384	819	809	720	249	996	740	827	774	753	775	765	609	802	805	831	819	729	839	1040	701	689	132	419	318	477					
		53.25%	52.10%	52.75%	57.96%	54.19%	55.00%	57.64%	56.21%	55.02%	54.66%	54.55%	53.94%	53.82%	54.96%	52.91%	50.79%	50.60%	51.94%	51.19%	49.12%	49.79%	51.72%	55.90%	52.68%	51.76%	53.58%	55.50%	51.96%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	459	13	6	10	18	13	0	16	10	32	16	12	11	18	20	15	19	11	28	33	51	40	22	14	2	9	12	8					
		1.33%	1.09%	0.82%	0.71%	1.21%	0.99%	0.00%	0.90%	0.74%	2.12%	1.13%	0.86%	0.76%	1.29%	1.74%	0.95%	1.19%	0.69%	1.75%	2.22%	3.03%	1.99%	1.75%	1.07%	0.78%	1.15%	2.09%	0.87%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
