Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Нижнеингашская																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747					
1	"Число избирателей, внесенных в списки"	26726	396	3090	1907	414	510	156	193	2373	2413	1243	1548	213	959	614	776	735	441	359	180	260	101	604	359	128	1117	245	45	185	302	216	231	110	139	451	454	133	107	87	353	54	112	133	603	1129	102	446					
2	"Число бюллетеней, полученных участковыми комиссиями"	26045	390	3005	1852	414	466	156	197	2267	2244	1206	1533	204	924	588	755	710	444	340	190	265	101	597	361	137	1089	235	47	194	304	212	231	113	140	444	456	136	106	87	344	56	115	136	609	1118	104	423					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10933	165	1038	614	159	411	73	59	843	862	471	348	125	404	242	237	214	224	172	89	127	70	199	166	69	522	157	24	129	152	161	135	59	99	200	252	76	72	59	204	40	64	67	268	472	56	284					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	863	1	73	41	14	0	0	53	43	40	8	58	18	24	26	29	13	35	0	6	26	3	106	0	0	15	0	0	0	30	0	0	1	0	91	4	4	5	2	30	0	13	0	24	17	4	6					
6	Число погашенных бюллетеней	14249	224	1894	1197	241	55	83	85	1381	1342	727	1127	61	496	320	489	483	185	168	95	112	28	292	195	68	552	78	23	65	122	51	96	53	41	153	200	56	29	26	110	16	38	69	317	629	44	133					
7	Число бюллетеней в переносных ящиках для голосования	863	1	73	41	14	0	0	53	43	40	8	58	18	24	26	29	13	35	0	6	26	3	106	0	0	15	0	0	0	30	0	0	1	0	91	4	4	5	2	30	0	13	0	24	17	4	6					
8	Число бюллетеней в стационарных ящиках для голосования	10933	165	1038	614	159	411	73	59	843	862	471	348	125	404	242	237	214	224	172	89	127	70	199	166	69	522	157	24	129	152	161	135	59	99	200	252	76	72	59	204	40	64	67	268	472	56	284					
9	Число недействительных бюллетеней	182	3	27	11	2	5	3	2	11	17	4	14	1	5	4	5	2	4	0	2	0	5	5	2	1	7	3	1	5	2	0	3	6	0	5	3	6	0	1	3	0	0	0	0	1	1	0					
10	Число действительных бюллетеней	11614	163	1084	644	171	406	70	110	875	885	475	392	142	423	264	261	225	255	172	93	153	68	300	164	68	530	154	23	124	180	161	132	54	99	286	253	74	77	60	231	40	77	67	292	488	59	290					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	298	0	20	10	5	13	3	3	10	10	20	10	10	10	5	10	10	10	10	5	3	3	5	5	3	0	10	3	3	3	3	3	3	3	10	10	3	3	3	10	3	3	3	10	10	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	72	0	15	7	1	13	0	1	2	0	19	0	0	0	2	2	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	13	1	3	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0					
